ticker,name,exchange,country,region,currency,sector,industry,asset_type,is_active,market_cap,price,avg_volume_30d,avg_volume_90d,data_source,last_updated,isin,figi,cusip,ipo_date,shares_outstanding,free_float,primary_listing,adr_flag,otc_flag,etf_flag,fund_flag,preferred_flag,warrant_flag,spac_flag,duplicate_group,dollar_volume_90d,universe_validation_status,universe_validation_date,stage1_status,stage1_primary_reason,stage1_all_reasons,yf_success,yf_error,financial_data_date,quote_type,sector_yf,industry_yf,country_yf,revenue_ttm,operating_margin,fcf_margin,net_debt_to_ebitda,shares_dilution_3y,revenue_growth_1y,gross_margin,net_margin,ebitda,free_cash_flow,total_debt,cash,net_debt,debt_to_equity,current_ratio,interest_coverage,pe_ratio,forward_pe,ev_ebitda,price_sales,fcf_yield,shares_outstanding_fund,float_shares,market_cap_yf,special_case,data_completeness_score,revenue_growth_3y,stage2_status,stage2_primary_reason,stage2_all_reasons
ALKT,"Alkami Technology, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,1700534784.0,15.89,1701085.0,1701085.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,27030240.65,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,471942016.0,-0.042140003,0.1388120696589981,-9.209723214285717,,0.289,0.57784003,-0.10552,-30464000.0,65511248.0,358211008.0,77646000.0,280565008.0,96.643,2.298,,,13.958487,-64.89,3.5942,0.0386211321263291,107019174.0,59265078.0,1696253952.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ALMS,Alumis Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,2429997056.0,19.06,1298834.0,1298834.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,24755776.04,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,8402000.0,-56.52441,-24.607786717448228,1.1195099422095698,,-0.9,1.0,0.0,-435260992.0,-206754624.0,35664000.0,522943008.0,-487279008.0,6.29,7.509,,,-6.428571,-4.443,288.15433,-0.0853979432851713,123432072.0,85873498.0,2421072640.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AMAL,Amalgamated Financial Corp. - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Banks - Regional,common_stock,True,1266972800.0,42.42,137960.0,137960.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,5852263.2,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Banks - Regional,United States,315968000.0,0.43995,,,,0.047,0.0,0.33118,,,81282000.0,247416992.0,-166134992.0,,,,12.41279,9.446903,,4.0362816,,29867347.0,20565162.0,1275335808.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AMBA,"Ambarella, Inc. - Ordinary Shares",NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,2786507008.0,63.52,1063792.0,1063792.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,67572067.84,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Semiconductor Equipment & Materials,United States,405187008.0,-0.19347,0.1170147982632256,4.213989868416861,,0.169,0.58817,-0.17185,-62774000.0,47412876.0,13271000.0,277800000.0,-264529000.0,2.191,2.427,,,59.897675,-43.809,7.440075,0.0157276370905545,43868185.0,41790588.0,3014621696.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AMKR,"Amkor Technology, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,16099318784.0,64.95,4408296.0,4408296.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,286318825.2,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Semiconductor Equipment & Materials,United States,7071107072.0,0.05955,-0.0066674849524892,-0.1932964944514089,,0.275,0.14425999,0.061680004,1195143040.0,-47146500.0,1617483008.0,1848499968.0,-231016960.0,35.4,2.01,,39.247128,27.851301,14.0,2.3938563,-0.0027852487245229,247872518.0,135529257.0,16927213568.0,none,92.31,,WATCHLIST,FCF_MARGIN_WATCHLIST_RANGE,FCF_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - Specialty & Generic,common_stock,True,4386563072.0,13.75,1780687.0,1780687.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,24484446.25,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Drug Manufacturers - Specialty & Generic,United States,3045859072.0,0.19569,0.0333192933753699,3.737585537665325,,0.039,0.39165002,0.04009,667776000.0,101485872.0,2696486912.0,200616992.0,2495869920.0,6750.837,2.469,,37.054054,12.103502,10.415,1.4359832,0.0232031217899785,319022792.0,178410306.0,4373802496.0,none,92.31,,WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ANAB,"AnaptysBio, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,1465812352.0,50.37,826216.0,826216.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,41616499.92,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,232388000.0,-1.35534,0.0358188675835241,-0.2201204615272973,,-0.08,0.44584,-0.11527,41341000.0,8323875.0,277355008.0,286455008.0,-9100000.0,2175.845,7.58,,,8.810649,35.933,6.4315815,0.0055692162491541,29100902.0,19547367.0,1494622336.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ANDE,"The Andersons, Inc. - Common Stock",NASDAQ,USA,North America,USD,Consumer Defensive,Food Distribution,common_stock,True,2479475712.0,72.81,343469.0,343469.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,25007977.89,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Consumer Defensive,Food Distribution,United States,10977095680.0,0.00606,-0.021045708148551,4.4999526661696905,,-0.012,0.06559,0.011720001,274814016.0,-231020752.0,1309048064.0,72398000.0,1236650064.0,99.939,1.367,,19.597332,12.803136,13.672,0.22798675,-0.0923110991326841,34054056.0,32284621.0,2502632448.0,none,92.31,,WATCHLIST,FCF_MARGIN_WATCHLIST_RANGE,FCF_MARGIN_WATCHLIST_RANGE|DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ANNX,"Annexon, Inc. - common stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,866727040.0,5.29,2503487.0,2503487.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,13243446.23,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,,0.0,,0.9837544255174782,,,0.0,0.0,-202887008.0,-107338376.0,25434000.0,225024992.0,-199590992.0,12.435,6.352,,,-5.5452065,-3.151,,-0.127955333714848,163842538.0,130108998.0,838873792.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_REVENUE_SPECIAL_CASE|MISSING_FCF_MARGIN|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,1257341568.0,42.01,831646.0,831646.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,34937448.46,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Semiconductors,United States,685040000.0,-0.08583,-0.0544668924442368,-11.657327475693194,,-0.005,0.22406,-0.15512,13885000.0,-37312000.0,29135000.0,190996992.0,-161861992.0,3.641,3.319,,,-109.1358,83.617,1.9311098,-0.0282049699188916,29929578.0,24553328.0,1322887424.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|FCF_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
APGE,"Apogee Therapeutics, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,6552844288.0,86.92,935658.0,935658.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,81327393.36,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,,0.0,,3.4639587158984626,,,0.0,0.0,-303652000.0,-142579376.0,8047000.0,1059884992.0,-1051837992.0,0.641,32.587,,,-16.220114,-17.025,,-0.0227832748715371,61902733.0,57834408.0,6258072064.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_REVENUE_SPECIAL_CASE|MISSING_FCF_MARGIN|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
APPN,Appian Corporation - Class A Common Stock,NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,1815481728.0,24.73,905212.0,905212.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,22385892.76,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Infrastructure,United States,762691008.0,0.01561,0.1157331384192745,3.524133027885299,,0.215,0.72470003,0.00116,25318000.0,88268624.0,295212000.0,205988000.0,89224000.0,,1.127,,1221.5,19.452496,74.361,2.3514872,0.0492169960700549,42324735.0,35607081.0,1793458176.0,none,92.31,,WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
APPS,"Digital Turbine, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,1087164416.0,9.01,4104528.0,4104528.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,36981797.28,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,565251008.0,0.07416,0.0431781627181105,3.120731323030532,,0.196,0.48588002,-0.066750005,106120000.0,24406500.0,368891008.0,37719000.0,331172008.0,191.97,1.162,,,8.820756,13.753,1.995909,0.0216333324578303,120661979.0,114978800.0,1128189568.0,none,92.31,,WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ARDX,"Ardelyx, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,1373483392.0,5.56,3538209.0,3538209.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,19672442.04,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,427679008.0,-0.34712002,0.0002019622155502,0.1158918029898088,,0.275,0.74555,-0.13576001,-34049000.0,86375.0,234128000.0,238074000.0,-3946000.0,157.533,3.485,,,10.755193,-40.077,3.19993,6.31145748386535e-05,247029387.0,219851214.0,1368542848.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ARGX,argenx SE - American Depositary Shares,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,55703015424.0,891.32,323457.0,323457.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,288303693.24,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,Netherlands,4742469120.0,0.30008,,-3.332254586619489,,0.626,0.58106,0.31398,1318290304.0,,47160000.0,4440038912.0,-4392878912.0,0.644,,,39.200798,23.896801,38.21,11.628159,,62187771.0,61961105.0,55146184704.0,none,76.92,,WATCHLIST,MISSING_FCF_MARGIN,MISSING_FCF_MARGIN|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ARHS,"Arhaus, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Consumer Cyclical,Specialty Retail,common_stock,True,895948608.0,6.33,1382701.0,1382701.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,8752497.33,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Consumer Cyclical,Specialty Retail,United States,1382125952.0,0.00713,0.0478605064207635,3.166063395740154,,0.009,0.38727,0.04674,133479000.0,66149248.0,599713984.0,177111008.0,422602976.0,160.917,1.248,,13.234042,11.233317,9.762,0.63697463,0.0751372226876782,54424464.0,51996158.0,880379200.0,none,92.31,,WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,2655520000.0,21.23,1538146.0,1538146.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,32654839.58,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,415624000.0,-0.08623999,0.0084956595384289,-20.01263042284459,,0.601,0.90942,-0.0057200002,5463000.0,3531000.0,114671000.0,224000000.0,-109329000.0,60.465,2.684,,,18.637896,473.177,6.4825325,0.0013105463973242,125083374.0,92585463.0,2694296064.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ARRY,"Array Technologies, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Solar,common_stock,True,1244455424.0,8.09,5169822.0,5169822.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,41823859.98,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Solar,United States,1205190016.0,0.02025,0.0309698051796672,4.506016117403912,,-0.261,0.26108,-0.05558,124834000.0,37324500.0,763206016.0,200702000.0,562504016.0,284.902,2.253,,,8.667485,18.03,1.0006711,0.0309490345383812,153826378.0,139880479.0,1205998848.0,none,92.31,,WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,10295239680.0,73.09,2025455.0,2025455.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,148040505.95000002,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,622009024.0,-1.91573,-0.0741488406444727,2.0272070341121875,,-0.864,1.0,-0.48376998,-196528000.0,-46121248.0,1383788032.0,1782190976.0,-398402944.0,231.049,6.232,,,-17.018433,-50.834,16.725964,-0.0044331583260522,140857021.0,122779431.0,10403699712.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ARXS,"Arxis, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Industrials,Aerospace & Defense,common_stock,True,16171291648.0,39.41,1755423.0,1755423.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,69181220.42999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Industrials,Aerospace & Defense,United States,1669799040.0,0.24239999,,4.658828340651266,,0.207,0.4955,0.06206,533535008.0,,2724566016.0,238918000.0,2485648016.0,85.59,3.699,,2030.5001,43.86998,35.891,9.979461,,69657950.0,67011765.0,16663693312.0,none,76.92,,WATCHLIST,MISSING_FCF_MARGIN,MISSING_FCF_MARGIN|DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ASST,"Strive, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Financial Services,Asset Management,common_stock,True,1097858688.0,13.92,3951939.0,3951939.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,55010990.88,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Asset Management,United States,7027314.0,-113.63732,-45.63338083370118,0.2359084091108264,,0.882,0.0,0.0,-561595072.0,-320680096.0,13117000.0,145602000.0,-132485000.0,1.221,11.442,,,-14.555024,-2.383,171.40118,-0.2662372458549227,69410645.0,56745009.0,1204489984.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ASTH,Astrana Health Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Medical Care Facilities,common_stock,True,1883674112.0,37.99,447038.0,447038.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,16982973.62,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Medical Care Facilities,United States,3526479104.0,0.03016,0.0816003383299786,3.676218105099234,,0.556,0.10661,0.00857,159623008.0,287761888.0,1065192000.0,478383008.0,586808992.0,184.463,1.347,,62.934425,11.258064,14.205,0.5397756,0.1511745627490434,49583418.0,37601585.0,1903507328.0,none,92.31,,WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ATAI,AtaiBeckley Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,1454258432.0,3.95,5782071.0,5782071.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,22839180.45,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,3488000.0,-32.39099,,1.89517859332284,,-0.387,0.0,0.0,-120710000.0,,2000000.0,230767008.0,-228767008.0,1.006,10.017,,,-8.372706,-9.387,402.15454,,368166674.0,297128090.0,1402715008.0,none,76.92,,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|MISSING_FCF_MARGIN|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ATLC,Atlanticus Holdings Corporation - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Credit Services,common_stock,True,1271423488.0,84.1,81830.0,81830.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,6881903.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Credit Services,United States,628886016.0,0.31001,,,,0.608,0.72393996,0.21444,,,6354263040.0,651128000.0,5703135040.0,929.027,14.669,,11.48262,6.4373245,,2.0647378,,15117997.0,5151911.0,1298484736.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
ATRO,Astronics Corporation - Common Stock,NASDAQ,USA,North America,USD,Industrials,Aerospace & Defense,common_stock,True,3036395008.0,84.72,553576.0,553576.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,46898958.72,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Industrials,Aerospace & Defense,United States,886811008.0,0.11807,-0.0027707425571334,2.9674284975516736,,0.12,0.31375998,0.05116,123758000.0,-2457125.0,379110016.0,11867000.0,367243016.0,234.45,2.971,,69.11475,26.982399,27.387,3.407782,-0.0008130632795851,32040340.0,33557683.0,3022058752.0,none,92.31,,WATCHLIST,FCF_MARGIN_WATCHLIST_RANGE,FCF_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Medical Care Facilities,common_stock,True,1454604672.0,6.68,1442406.0,1442406.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,9635272.08,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Medical Care Facilities,United States,2521890048.0,0.1118,0.0327437939118272,4.208964217480044,,0.159,0.32759,0.103690006,310057984.0,82576248.0,1502296960.0,197274000.0,1305022960.0,623.924,1.473,,5.487603,8.750197,8.872,0.5733377,0.0571108378937028,217755203.0,82949489.0,1445894528.0,none,92.31,,WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AVO,"Mission Produce, Inc. - Common Stock",NASDAQ,USA,North America,USD,Consumer Defensive,Food Distribution,common_stock,True,903218496.0,10.22,1038696.0,1038696.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,10615473.12,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Consumer Defensive,Food Distribution,United States,1246200064.0,-0.02406,0.0205023260213859,2.3232704402515725,,-0.235,0.12285,0.0183,79500000.0,25550000.0,217700000.0,33000000.0,184700000.0,35.595,1.91,,31.59375,14.511892,11.895,0.7169771,0.0285955085957986,88377546.0,39870720.0,893496960.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AVT,"Avnet, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Electronics & Computer Distribution,common_stock,True,7120509952.0,86.81,1189509.0,1189509.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,103261276.29,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Electronics & Computer Distribution,United States,24955101184.0,0.03121,0.0035849834204382,3.880037421562539,,0.339,0.10461,0.00857,765470976.0,89463624.0,3172492032.0,202436000.0,2970056032.0,64.048,2.01,,33.610043,11.029459,13.208,0.28612173,0.0125295747609154,82024081.0,81355585.0,7140196352.0,none,92.31,,WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AVTX,"Avalo Therapeutics, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,688609024.0,13.1,1524641.0,1524641.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,19972797.1,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,59000.0,-1341.644,-394.0190508474576,1.0346378482472032,,,0.0,0.0,-78931000.0,-23247124.0,328000.0,81993000.0,-81665000.0,0.48,7.658,,,-4.4390244,-7.45,11350.6,-0.0347135010456014,52565572.0,40251561.0,669685376.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AXSM,"Axsome Therapeutics, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,11955133440.0,232.32,701007.0,701007.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,162857946.24,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,708236032.0,-0.32827,-0.00543851177569,0.50950156068742,,0.574,0.92599,-0.26588,-167234000.0,-3851750.0,219900000.0,305105984.0,-85205984.0,402.843,1.392,,,39.941093,-71.846,17.085052,-0.0003183198799469,51459766.0,43563780.0,12100249600.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AZTA,"Azenta, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Instruments & Supplies,common_stock,True,1045845760.0,22.69,1180822.0,1180822.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,26792851.18,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Medical Instruments & Supplies,United States,596483968.0,-0.10556,0.1698754793691286,-8.846442749754875,,0.01,0.4433,-0.2906,36716000.0,101328000.0,55711000.0,380516992.0,-324805992.0,3.583,2.827,,,36.98697,19.663,1.7548964,0.0968008607129618,46092804.0,40604534.0,1046767552.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
