ticker,name,exchange,country,region,currency,sector,industry,asset_type,is_active,market_cap,price,avg_volume_30d,avg_volume_90d,data_source,last_updated,isin,figi,cusip,ipo_date,shares_outstanding,free_float,primary_listing,adr_flag,otc_flag,etf_flag,fund_flag,preferred_flag,warrant_flag,spac_flag,duplicate_group,dollar_volume_90d,universe_validation_status,universe_validation_date,stage1_status,stage1_primary_reason,stage1_all_reasons,yf_success,yf_error,financial_data_date,quote_type,sector_yf,industry_yf,country_yf,revenue_ttm,operating_margin,fcf_margin,net_debt_to_ebitda,shares_dilution_3y,revenue_growth_1y,gross_margin,net_margin,ebitda,free_cash_flow,total_debt,cash,net_debt,debt_to_equity,current_ratio,interest_coverage,pe_ratio,forward_pe,ev_ebitda,price_sales,fcf_yield,shares_outstanding_fund,float_shares,market_cap_yf,special_case,data_completeness_score,revenue_growth_3y,stage2_status,stage2_primary_reason,stage2_all_reasons
BANF,BancFirst Corporation - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Banks - Regional,common_stock,True,3706929664.0,110.37,145255.0,145255.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,16031794.35,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Banks - Regional,United States,698553984.0,0.48905998,,,,0.083,0.0,0.35429,,,144971008.0,4730001920.0,-4585030912.0,,,,15.172603,15.138035,,5.325327,,33586387.0,23104411.0,3720028416.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BANR,Banner Corporation - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Banks - Regional,common_stock,True,2203160832.0,64.86,287203.0,287203.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,18627986.58,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Banks - Regional,United States,660761984.0,0.41499,,,,0.083,0.0,0.31019,,,248588992.0,449592992.0,-201004000.0,,,,10.909091,9.62853,,3.3311887,,33967943.0,33184642.0,2201122816.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BBIO,"BridgeBio Pharma, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,13242179584.0,67.61,2550639.0,2550639.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,172448702.79,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,579958016.0,-0.54472,-0.5481605620224758,-3.1110164924296004,,0.668,0.95127,-1.24415,-498881984.0,-317910112.0,2492216064.0,940185984.0,1552030080.0,,1.521,,,203.27069,-29.58,22.751945,-0.0240929099812966,195861242.0,152718886.0,13195172864.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BBSI,"Barrett Business Services, Inc. - Common Stock",NASDAQ,USA,North America,USD,Industrials,Staffing & Employment Services,common_stock,True,810468352.0,33.0,253547.0,253547.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,8367051.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Industrials,Staffing & Employment Services,United States,1254737024.0,-0.021070002,0.0390577842708178,-1.040117355423766,,0.049,0.20839001,0.03241,63738000.0,49007248.0,25577000.0,91872000.0,-66295000.0,12.436,1.158,,21.875818,15.567442,11.857,0.6551265,0.0596186922241628,24559649.0,23348613.0,822011456.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BCAX,Bicara Therapeutics Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,1314077312.0,20.0,557311.0,557311.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,11146220.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,,0.0,,3.095027965594958,,,0.0,0.0,-173928000.0,-68385248.0,1441000.0,539753024.0,-538312024.0,0.28,13.851,,,-5.5333796,-4.498,,-0.0517815985562477,65703866.0,36625963.0,1320647680.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_REVENUE_SPECIAL_CASE|MISSING_FCF_MARGIN|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - Specialty & Generic,common_stock,True,2137507840.0,8.41,5295541.0,5295541.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,44535499.81,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Drug Manufacturers - Specialty & Generic,United States,885715968.0,-0.024530001,0.2984966485328172,1.8982071855884768,,0.075,0.76627,-0.51708,326456992.0,264383248.0,858083008.0,238400000.0,619683008.0,,1.912,,,12.397059,8.461,2.41905,0.1233941612620208,254162660.0,220852102.0,2142591232.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BEAM,Beam Therapeutics Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,3024648960.0,29.4,2041384.0,2041384.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,60016689.6,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,164011008.0,-3.37813,-1.424024806920277,2.7511158049399245,,3.249,-1.46899,-0.40229,-349251008.0,-233555744.0,250822000.0,1211651968.0,-960829968.0,21.54,16.991,,,-6.278052,-5.736,18.680107,-0.0762321533869324,102879214.0,87973481.0,3063743232.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BFC,Bank First Corporation - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Banks - Regional,common_stock,True,1575015296.0,140.34,99947.0,99947.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,14026561.98,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Banks - Regional,United States,193620000.0,0.42866,,,,0.491,0.0,0.37827998,,,124845000.0,398638016.0,-273793016.0,,,,19.705145,11.777224,,8.21224,,11222854.0,10012470.0,1590053888.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BFST,"Business First Bancshares, Inc. - Common Stock",NASDAQ,USA,North America,USD,Financial Services,Banks - Regional,common_stock,True,929688192.0,28.45,187401.0,187401.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,5331558.45,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Banks - Regional,United States,323956992.0,0.36477003,,,,0.148,0.0,0.28054002,,,410035008.0,708803968.0,-298768960.0,,,,10.099291,8.757688,,2.8728151,,32677968.0,30922181.0,930668544.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BGC,"BGC Group, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Financial Services,Capital Markets,common_stock,True,5202554880.0,10.86,2944090.0,2944090.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,31972817.4,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Capital Markets,United States,3099585024.0,0.12069,,,,0.443,0.91710997,0.05935,,,2000877056.0,900510016.0,1100367040.0,157.302,1.49,,29.16216,6.6811147,,1.6676494,,369603684.0,366593301.0,5169020928.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BHF,"Brighthouse Financial, Inc. - Common Stock",NASDAQ,USA,North America,USD,Financial Services,Insurance - Life,common_stock,True,3598978560.0,62.65,575111.0,575111.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,36030704.15,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Insurance - Life,United States,6089999872.0,-0.63366,-0.0860632188860578,,,-0.362,0.25583,-0.010670001,,-524124992.0,9923999744.0,6965000192.0,2958999552.0,176.333,1.536,,,3.204222,,0.5899277,-0.1458877465061915,57445785.0,56575481.0,3592659456.0,none,76.92,,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_WATCHLIST_RANGE|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BHRB,Burke & Herbert Financial Services Corp. - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Banks - Regional,common_stock,True,1299460992.0,64.49,134173.0,134173.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,8652816.77,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Banks - Regional,United States,340904000.0,0.45150003,,,,0.029,0.0,0.34454,,,634019968.0,72628000.0,561391968.0,,,,8.463035,7.400753,,3.8567302,,20149806.0,17107387.0,1314774784.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BILI,Bilibili Inc. - American Depositary Shares,NASDAQ,USA,North America,USD,Communication Services,Internet Content & Information,common_stock,True,7277181440.0,17.46,3070093.0,3070093.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,53603823.78,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Communication Services,Internet Content & Information,China,30816552960.0,0.02232,,-4.413376011611836,,0.067,0.36825,0.04583,3314377984.0,,9566476288.0,24194072576.0,-14627596288.0,61.288,1.346,,35.92,13.281573,-2.15,0.24290767,,337091593.0,294924645.0,7485577216.0,none,76.92,,WATCHLIST,MISSING_FCF_MARGIN,MISSING_FCF_MARGIN|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BJRI,"BJ's Restaurants, Inc. - Common Stock",NASDAQ,USA,North America,USD,Consumer Cyclical,Restaurants,common_stock,True,904568448.0,43.04,372561.0,372561.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,16035025.44,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Consumer Cyclical,Restaurants,United States,1409271040.0,0.03454,0.0541074057691556,3.4214205729571683,,0.029,0.15455,0.03147,128596000.0,76252000.0,462652000.0,22671000.0,439981000.0,124.192,0.312,,22.195978,16.930248,10.64,0.65872175,0.082140000238539,21016924.0,18228399.0,928317504.0,none,92.31,,WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BLKB,"Blackbaud, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,1300337792.0,28.31,625277.0,625277.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,17701591.87,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,1139569024.0,0.18334,0.1795070063259283,4.402608712500976,,0.042,0.59236,0.12442,263416992.0,204560624.0,1194594944.0,34873000.0,1159721944.0,3457.183,0.741,,9.376271,4.715308,9.155,1.1148794,0.1610102435701633,45932106.0,34379006.0,1270482048.0,none,92.31,,WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BLTE,"Belite Bio, Inc - American Depositary Shares",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,5746198016.0,143.35,164944.0,164944.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,23644722.4,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,,0.0,,-0.0,,,0.0,0.0,-101187000.0,,0.0,,0.0,,33.706,,,147.86772,,,,40085091.0,18484667.0,5597081600.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_REVENUE_SPECIAL_CASE|MISSING_FCF_MARGIN|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BNTX,BioNTech SE - American Depositary Shares,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,22274045952.0,88.08,1203995.0,1203995.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,106047879.6,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,Germany,2805199872.0,-5.7663,-0.1526139068638885,11.251406705317732,,-0.354,0.78650004,-0.44639,-1191299968.0,-428112512.0,302800000.0,13706600448.0,-13403800448.0,1.619,8.8,,,-16.53346,-6.898,7.707688,-0.0198002194948313,252884261.0,110098221.0,21621604352.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BOKF,BOK Financial Corporation - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Banks - Regional,common_stock,True,7851406336.0,129.22,327219.0,327219.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,42283239.18,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Banks - Regional,United States,2225959936.0,0.37518,,,,0.103,0.0,0.27583,,,7148188160.0,7847554048.0,-699365888.0,,,,13.037412,12.191318,,3.5195572,,60759992.0,18624153.0,7834393600.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BPOP,"Popular, Inc. - Common Stock",NASDAQ,USA,North America,USD,Financial Services,Banks - Regional,common_stock,True,9878787072.0,153.07,501774.0,501774.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,76806546.17999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Banks - Regional,United States,3005402112.0,0.39253,,,,0.096,0.0,0.2999,,,1262702976.0,5078578176.0,-3815875200.0,,,,11.365384,9.32403,,3.2996798,,64537709.0,62735171.0,9916864512.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BRKR,Bruker Corporation - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Medical Devices,common_stock,True,8584003072.0,56.39,2345474.0,2345474.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,132261278.86,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Medical Devices,United States,3458500096.0,0.06182,0.0614392072001839,3.2158787313280133,,0.027,0.47616002,-0.0033500001,488700000.0,212487504.0,1704999936.0,133400000.0,1571599936.0,68.124,1.552,,,23.091162,20.85,2.4762797,0.0248110929916817,152225624.0,103572792.0,8564213760.0,none,92.31,,WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BRUN,Boost Run Inc. - Class A Common Stock,NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,1790031488.0,29.14,995057.0,995057.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,28995960.98,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Infrastructure,United States,26887000.0,-0.12472,0.648482538029531,-70.14119922630562,,2.479,0.85528,-0.60527,-517000.0,17435750.0,46010000.0,9747000.0,36263000.0,565.511,0.484,,,102.17242,-557.288,67.695595,0.0095793905118905,31895656.0,3177810.0,1820131456.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BRZE,"Braze, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,2580391680.0,22.91,3293296.0,3293296.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,75449411.36,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,787121984.0,-0.1304,0.2369954997979068,2.8328072341567707,,0.302,0.6646,-0.15511,-108043000.0,186544368.0,81456000.0,387520992.0,-306064992.0,13.968,1.238,,,23.630516,-21.231,3.301156,0.0717916669663368,112631669.0,91870273.0,2598412544.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BTSG,"BrightSpring Health Services, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Health Information Services,common_stock,True,11324152832.0,57.4,2685279.0,2685279.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,154135014.6,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Health Information Services,United States,13646155776.0,0.03361,0.0742413005266868,3.274938623907024,,0.256,0.12177,0.02271,552971008.0,1013108352.0,2699866112.0,888920000.0,1810946112.0,135.679,1.737,,76.909096,28.026106,25.318,0.8516995,0.0871684246807253,196258412.0,176702703.0,11622423552.0,none,92.31,,WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BULL,Webull Corporation - Class A Ordinary Shares,NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,2978184448.0,5.6,13436204.0,13436204.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,75242742.39999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,606891328.0,-0.01487,,,,0.363,0.7629,-0.01654,,,76508680.0,1953197056.0,-1876688376.0,7.514,1.284,,,18.590164,,4.968619,,447959660.0,338494949.0,3015411712.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BUSE,First Busey Corporation - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Banks - Regional,common_stock,True,2332637952.0,27.58,611506.0,611506.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,16865335.48,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Banks - Regional,United States,780656000.0,0.36443,,,,1.434,0.0,0.27571,,,702395008.0,328776000.0,373619008.0,,,,11.448559,10.249457,,3.0140502,,84577160.0,81792880.0,2352936448.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BWIN,"The Baldwin Insurance Group, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Financial Services,Insurance Brokers,common_stock,True,1938100224.0,19.88,1635366.0,1635366.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,32511076.08,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Insurance Brokers,United States,1623714048.0,-0.17468001,0.0729948429934382,27.026444020817497,,0.287,0.30297002,-0.02797,85505000.0,118522752.0,2457305088.0,146408992.0,2310896096.0,158.367,1.081,,,7.718569,55.837,1.1551951,0.0631883208618449,97489954.0,89024901.0,1875706624.0,none,92.31,,WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
CABA,"Cabaletta Bio, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,529928096.0,3.25,3084863.0,3084863.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,10025804.75,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,,0.0,,0.506933530882176,,,0.0,0.0,-177903008.0,-90822872.0,26450000.0,116635000.0,-90185000.0,25.604,2.947,,,-2.1793022,-2.426,,-0.1740650842538827,163054796.0,142902854.0,521775360.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_REVENUE_SPECIAL_CASE|MISSING_FCF_MARGIN|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
CAC,Camden National Corporation - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Banks - Regional,common_stock,True,854191360.0,50.5,100942.0,100942.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,5097571.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Banks - Regional,United States,246648992.0,0.47572,,,,0.26,0.0,0.3232,,,612763008.0,155684000.0,457079008.0,,,,10.79149,8.707296,,3.4782732,,16914680.0,16498917.0,857912576.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
CACC,Credit Acceptance Corporation - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Credit Services,common_stock,True,5697705472.0,544.71,169446.0,169446.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,92298930.66,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Credit Services,United States,1275699968.0,0.52711,,,,0.127,0.94403,0.35541,,,6408600064.0,25700000.0,6382900064.0,423.261,3.872,,14.031422,10.279711,,4.613517,,10460071.0,3783512.0,5885463040.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
CADL,"Candel Therapeutics, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,623529728.0,8.51,1763360.0,1763360.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,15006193.6,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,,0.0,,2.618934527986182,,,0.0,0.0,-55581000.0,-37903876.0,49271000.0,194834000.0,-145563000.0,35.696,28.046,,,38.636364,-8.586,,-0.0608607180057061,73270239.0,56777841.0,622797056.0,none,61.54,,WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_REVENUE_SPECIAL_CASE|MISSING_FCF_MARGIN|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
