measurement_month,trade_date,symbol,listed_mic,round_lot_size
202603,20260331,ONDU,BATS,100
202603,20260331,ONEH,BATS,100
202603,20260331,ONEZ,BATS,100
202603,20260331,OPEX,BATS,100
202603,20260331,ORO,BATS,100
202603,20260331,OSCV,BATS,100
202603,20260331,OVB,BATS,100
202603,20260331,OVF,BATS,100
202603,20260331,OVL,BATS,100
202603,20260331,OVLH,BATS,100
202603,20260331,OVM,BATS,100
202603,20260331,OVS,BATS,100
202603,20260331,OVT,BATS,100
202603,20260331,PAAU,BATS,100
202603,20260331,PAPR,BATS,100
202603,20260331,PATX,BATS,100
202603,20260331,PAUG,BATS,100
202603,20260331,PAVE,BATS,100
202603,20260331,PAWZ,BATS,100
202603,20260331,PAYH,BATS,100
202603,20260331,PAYM,BATS,100
202603,20260331,PAYR,BATS,100
202603,20260331,PBAP,BATS,100
202603,20260331,PBAU,BATS,100
202603,20260331,PBDE,BATS,100
202603,20260331,PBFB,BATS,100
202603,20260331,PBFR,BATS,100
202603,20260331,PBJA,BATS,100
202603,20260331,PBJL,BATS,100
202603,20260331,PBJN,BATS,100
202603,20260331,PBL,BATS,100
202603,20260331,PBMR,BATS,100
202603,20260331,PBMY,BATS,100
202603,20260331,PBNV,BATS,100
202603,20260331,PBOC,BATS,100
202603,20260331,PBP,BATS,100
202603,20260331,PBSE,BATS,100
202603,20260331,PBTP,BATS,100
202603,20260331,PBUS,BATS,100
202603,20260331,PCI,BATS,100
202603,20260331,PCL,BATS,100
202603,20260331,PCS,BATS,100
202603,20260331,PDEC,BATS,100
202603,20260331,PEX,BATS,100
202603,20260331,PFEB,BATS,100
202603,20260331,PICK,BATS,100
202603,20260331,PIEL,BATS,100
202603,20260331,PIEQ,BATS,100
202603,20260331,PIPE,BATS,100
202603,20260331,PIT,BATS,100
202603,20260331,PJAN,BATS,100
202603,20260331,PJBF,BATS,100
202603,20260331,PJFM,BATS,100
202603,20260331,PJUL,BATS,100
202603,20260331,PJUN,BATS,100
202603,20260331,PLGI,BATS,100
202603,20260331,PLOO,BATS,100
202603,20260331,PLTI,BATS,100
202603,20260331,PLTW,BATS,100
202603,20260331,PLU,BATS,100
202603,20260331,PMAP,BATS,100
202603,20260331,PMAR,BATS,100
202603,20260331,PMAU,BATS,100
202603,20260331,PMAY,BATS,100
202603,20260331,PMDE,BATS,100
202603,20260331,PMFB,BATS,100
202603,20260331,PMJA,BATS,100
202603,20260331,PMJL,BATS,100
202603,20260331,PMJN,BATS,100
202603,20260331,PMMR,BATS,100
202603,20260331,PMMY,BATS,100
202603,20260331,PMNV,BATS,100
202603,20260331,PMOC,BATS,100
202603,20260331,PMSE,BATS,100
202603,20260331,PNOV,BATS,100
202603,20260331,POCT,BATS,100
202603,20260331,PONX,BATS,100
202603,20260331,PRNT,BATS,100
202603,20260331,PSCJ,BATS,100
202603,20260331,PSCQ,BATS,100
202603,20260331,PSCW,BATS,100
202603,20260331,PSCX,BATS,100
202603,20260331,PSDM,BATS,100
202603,20260331,PSEP,BATS,100
202603,20260331,PSFD,BATS,100
202603,20260331,PSFF,BATS,100
202603,20260331,PSFJ,BATS,100
202603,20260331,PSFM,BATS,100
202603,20260331,PSFO,BATS,100
202603,20260331,PSH,BATS,100
202603,20260331,PSMD,BATS,100
202603,20260331,PSMJ,BATS,100
202603,20260331,PSMO,BATS,100
202603,20260331,PSMR,BATS,100
202603,20260331,PTEU,BATS,100
202603,20260331,PTLC,BATS,100
202603,20260331,PTMC,BATS,100
202603,20260331,PVEX,BATS,100
202603,20260331,PWS,BATS,100
202603,20260331,QBER,BATS,100
202603,20260331,QBF,BATS,100
202603,20260331,QBSF,BATS,100
202603,20260331,QBTX,BATS,100
202603,20260331,QBUL,BATS,100
202603,20260331,QCAP,BATS,100
202603,20260331,QCJA,BATS,100
202603,20260331,QCJL,BATS,100
202603,20260331,QCOC,BATS,100
202603,20260331,QDEC,BATS,100
202603,20260331,QDTE,BATS,100
202603,20260331,QETH,BATS,100
202603,20260331,QFHD,BATS,100
202603,20260331,QFRD,BATS,100
202603,20260331,QHY,BATS,100
202603,20260331,QIG,BATS,100
202603,20260331,QJUN,BATS,100
202603,20260331,QLC,BATS,100
202603,20260331,QMAG,BATS,100
202603,20260331,QMAR,BATS,100
202603,20260331,QMFE,BATS,100
202603,20260331,QMMY,BATS,100
202603,20260331,QMNV,BATS,100
202603,20260331,QSIG,BATS,100
202603,20260331,QSOL,BATS,100
202603,20260331,QSPT,BATS,100
202603,20260331,QTAC,BATS,100
202603,20260331,QTAP,BATS,100
202603,20260331,QTJA,BATS,100
202603,20260331,QTJL,BATS,100
202603,20260331,QTOC,BATS,100
202603,20260331,QUAL,BATS,100
202603,20260331,QUBX,BATS,100
202603,20260331,QUVU,BATS,100
202603,20260331,QVOY,BATS,100
202603,20260331,RB,BATS,100
202603,20260331,RBLU,BATS,100
202603,20260331,RBUF,BATS,100
202603,20260331,RDFI,BATS,100
202603,20260331,RDTE,BATS,100
202603,20260331,RDVI,BATS,100
202603,20260331,RDWU,BATS,100
202603,20260331,REGL,BATS,100
202603,20260331,REM,BATS,100
202603,20260331,RGTU,BATS,100
202603,20260331,RKTL,BATS,100
202603,20260331,RMIF,BATS,100
202603,20260331,RMME,BATS,100
202603,20260331,ROBN,BATS,100
202603,20260331,ROMO,BATS,100
202603,20260331,RPHS,BATS,100
202603,20260331,RSBA,BATS,100
202603,20260331,RSBT,BATS,100
202603,20260331,RSBY,BATS,100
202603,20260331,RSEE,BATS,100
202603,20260331,RSSB,BATS,100
202603,20260331,RSST,BATS,100
202603,20260331,RSSX,BATS,100
202603,20260331,RSSY,BATS,100
202603,20260331,RTAI,BATS,100
202603,20260331,RTRE,BATS,100
202603,20260331,RULE,BATS,100
202603,20260331,SATO,BATS,100
202603,20260331,SAUG,BATS,100
202603,20260331,SBTU,BATS,100
202603,20260331,SCEC,BATS,100
202603,20260331,SCEP,BATS,100
202603,20260331,SCLZ,BATS,100
202603,20260331,SCMC,BATS,100
202603,20260331,SCNM,BATS,100
202603,20260331,SCOW,BATS,100
202603,20260331,SCSB,BATS,100
202603,20260331,SCUB,BATS,100
202603,20260331,SDVD,BATS,100
202603,20260331,SECT,BATS,100
202603,20260331,SECU,BATS,100
202603,20260331,SEIM,BATS,100
202603,20260331,SEIQ,BATS,100
202603,20260331,SEIV,BATS,100
202603,20260331,SELV,BATS,100
202603,20260331,SEPM,BATS,100
202603,20260331,SEPP,BATS,100
202603,20260331,SEPT,BATS,100
202603,20260331,SEPU,BATS,100
202603,20260331,SEPW,BATS,100
202603,20260331,SEPZ,BATS,100
202603,20260331,SFEB,BATS,100
202603,20260331,SFTY,BATS,100
202603,20260331,SHAG,BATS,100
202603,20260331,SHDG,BATS,100
202603,20260331,SHYD,BATS,100
202603,20260331,SHYM,BATS,100
202603,20260331,SIXD,BATS,100
202603,20260331,SIXF,BATS,100
202603,20260331,SIXJ,BATS,100
202603,20260331,SIXO,BATS,100
202603,20260331,SIXP,BATS,100
202603,20260331,SIXZ,BATS,100
202603,20260331,SLVP,BATS,100
202603,20260331,SMAX,BATS,100
202603,20260331,SMAY,BATS,100
202603,20260331,SMB,BATS,100
202603,20260331,SMDV,BATS,100
202603,20260331,SMIN,BATS,100
202603,20260331,SMMD,BATS,100
202603,20260331,SMMV,BATS,100
202603,20260331,SMOT,BATS,100
202603,20260331,SMQ,BATS,100
202603,20260331,SMU,BATS,100
202603,20260331,SMUP,BATS,100
202603,20260331,SMZ,BATS,100
202603,20260331,SNAV,BATS,100
202603,20260331,SNDU,BATS,100
202603,20260331,SNOU,BATS,100
202603,20260331,SNOV,BATS,100
202603,20260331,SNPD,BATS,100
202603,20260331,SNPG,BATS,100
202603,20260331,SNPX,BATS,100
202603,20260331,SNXX,BATS,100
202603,20260331,SOLM,BATS,100
202603,20260331,SOLX,BATS,100
202603,20260331,SPBU,BATS,100
202603,20260331,SPBW,BATS,100
202603,20260331,SPBX,BATS,100
202603,20260331,SPCI,BATS,100
202603,20260331,SPCZ,BATS,100
202603,20260331,SPIN,BATS,100
202603,20260331,SPLS,BATS,100
202603,20260331,SPYA,BATS,100
202603,20260331,SPYH,BATS,100
202603,20260331,SPYI,BATS,100
202603,20260331,SQMX,BATS,100
202603,20260331,SRPU,BATS,100
202603,20260331,SSK,BATS,100
202603,20260331,STBF,BATS,100
202603,20260331,STEN,BATS,100
202603,20260331,STOT,BATS,100
202603,20260331,STOX,BATS,100
202603,20260331,SVAL,BATS,100
202603,20260331,SVIX,BATS,100
202603,20260331,SVXY,BATS,100
202603,20260331,SYLD,BATS,100
202603,20260331,SYSB,BATS,100
202603,20260331,TAIL,BATS,100
202603,20260331,TAPR,BATS,100
202603,20260331,TBJL,BATS,100
202603,20260331,TDAQ,BATS,100
202603,20260331,TDAX,BATS,100
202603,20260331,TDEC,BATS,100
202603,20260331,TDV,BATS,100
202603,20260331,TDVI,BATS,100
202603,20260331,TEMT,BATS,100
202603,20260331,TEMX,BATS,100
202603,20260331,TEND,BATS,100
202603,20260331,TENJ,BATS,100
202603,20260331,TENM,BATS,100
202603,20260331,TEST,BATS,100
202603,20260331,TETH,BATS,100
202603,20260331,TFJL,BATS,100
202603,20260331,TGLR,BATS,100
202603,20260331,TILT,BATS,100
202603,20260331,TJAN,BATS,100
202603,20260331,TJUL,BATS,100
202603,20260331,TJUN,BATS,100
202603,20260331,TLDR,BATS,100
202603,20260331,TLTI,BATS,100
202603,20260331,TLTP,BATS,100
202603,20260331,TLTW,BATS,100
202603,20260331,TLTX,BATS,100
202603,20260331,TMAR,BATS,100
202603,20260331,TMAT,BATS,100
202603,20260331,TMDV,BATS,100
202603,20260331,TMFC,BATS,100
202603,20260331,TMFE,BATS,100
202603,20260331,TMFG,BATS,100
202603,20260331,TMFM,BATS,100
202603,20260331,TMFS,BATS,100
202603,20260331,TMFX,BATS,100
202603,20260331,TOCT,BATS,100
202603,20260331,TOKE,BATS,100
202603,20260331,TOLL,BATS,100
202603,20260331,TOPW,BATS,100
202603,20260331,TOS,BATS,100
202603,20260331,TOXR,BATS,100
202603,20260331,TPAY,BATS,100
202603,20260331,TRIO,BATS,100
202603,20260331,TRPA,BATS,100
202603,20260331,TRSY,BATS,100
202603,20260331,TRTY,BATS,100
202603,20260331,TSEP,BATS,100
202603,20260331,TSII,BATS,100
202603,20260331,TSLO,BATS,100
202603,20260331,TSLP,BATS,100
202603,20260331,TSLT,BATS,100
202603,20260331,TSLW,BATS,100
202603,20260331,TSLZ,BATS,100
202603,20260331,TSOL,BATS,100
202603,20260331,TSPX,BATS,100
202603,20260331,TSYW,BATS,100
202603,20260331,TTDU,BATS,100
202603,20260331,TUSI,BATS,100
202603,20260331,TWOX,BATS,100
202603,20260331,TYA,BATS,100
202603,20260331,TYLD,BATS,100
202603,20260331,UAPR,BATS,100
202603,20260331,UAUG,BATS,100
202603,20260331,UBEW,BATS,100
202603,20260331,UDEC,BATS,100
202603,20260331,UFEB,BATS,100
202603,20260331,UFOD,BATS,100
202603,20260331,UJAN,BATS,100
202603,20260331,UJUL,BATS,100
202603,20260331,UJUN,BATS,100
202603,20260331,UMAR,BATS,100
202603,20260331,UMAY,BATS,100
202603,20260331,UNHW,BATS,100
202603,20260331,UNOV,BATS,100
202603,20260331,UNX,BATS,100
202603,20260331,UOCT,BATS,100
202603,20260331,UPSD,BATS,100
202603,20260331,UPSX,BATS,100
202603,20260331,URAN,BATS,100
202603,20260331,USAX,BATS,100
202603,20260331,USEP,BATS,100
202603,20260331,USEW,BATS,100
202603,20260331,USHY,BATS,100
202603,20260331,USLN,BATS,100
202603,20260331,USMF,BATS,100
202603,20260331,USMV,BATS,100
202603,20260331,UVIX,BATS,100
202603,20260331,UVXY,BATS,100
202603,20260331,UX,BATS,100
202603,20260331,UXAP,BATS,100
202603,20260331,UXJA,BATS,100
202603,20260331,UXJL,BATS,100
202603,20260331,UXOC,BATS,100
202603,20260331,VAMO,BATS,100
202603,20260331,VCEB,BATS,100
202603,20260331,VCRM,BATS,100
202603,20260331,VDIG,BATS,100
202603,20260331,VEGN,BATS,100
202603,20260331,VFMF,BATS,100
202603,20260331,VFMO,BATS,100
202603,20260331,VFMV,BATS,100
202603,20260331,VFQY,BATS,100
202603,20260331,VFVA,BATS,100
202603,20260331,VGHY,BATS,100
202603,20260331,VGMS,BATS,100
202603,20260331,VIXM,BATS,100
202603,20260331,VIXY,BATS,100
202603,20260331,VLUE,BATS,100
202603,20260331,VMAX,BATS,100
202603,20260331,VNM,BATS,100
202603,20260331,VOXP,BATS,100
202603,20260331,VOYX,BATS,100
202603,20260331,VSDB,BATS,100
202603,20260331,VSDM,BATS,100
202603,20260331,VSGX,BATS,100
202603,20260331,VTEC,BATS,100
202603,20260331,VTEI,BATS,100
202603,20260331,VTEL,BATS,100
202603,20260331,VUSB,BATS,100
202603,20260331,VUSG,BATS,100
202603,20260331,VUSV,BATS,100
202603,20260331,VWID,BATS,100
202603,20260331,VXX,BATS,100
202603,20260331,VXZ,BATS,100
202603,20260331,WDCX,BATS,100
202603,20260331,WDNA,BATS,100
202603,20260331,WEED,BATS,100
202603,20260331,WEEK,BATS,100
202603,20260331,WLDR,BATS,100
202603,20260331,WLDU,BATS,100
202603,20260331,WMTI,BATS,100
202603,20260331,WQTM,BATS,100
202603,20260331,WTAI,BATS,100
202603,20260331,WTLS,BATS,100
202603,20260331,WUGI,BATS,100
202603,20260331,WULX,BATS,100
202603,20260331,WZRD,BATS,100
202603,20260331,XAPR,BATS,100
202603,20260331,XAUG,BATS,100
202603,20260331,XBAP,BATS,100
202603,20260331,XBJA,BATS,100
202603,20260331,XBJL,BATS,100
202603,20260331,XBOC,BATS,100
202603,20260331,XBOX,BATS,100
202603,20260331,XDAT,BATS,100
202603,20260331,XDEC,BATS,100
202603,20260331,XDIV,BATS,100
202603,20260331,XDQQ,BATS,100
202603,20260331,XDSQ,BATS,100
202603,20260331,XDTE,BATS,100
202603,20260331,XEMD,BATS,100
202603,20260331,XEML,BATS,100
202603,20260331,XFEB,BATS,100
202603,20260331,XIDE,BATS,100
202603,20260331,XIJN,BATS,100
202603,20260331,XIMR,BATS,100
202603,20260331,XISE,BATS,100
202603,20260331,XJAN,BATS,100
202603,20260331,XJH,BATS,100
202603,20260331,XJR,BATS,100
202603,20260331,XJUL,BATS,100
202603,20260331,XJUN,BATS,100
202603,20260331,XMAR,BATS,100
202603,20260331,XMAY,BATS,100
202603,20260331,XMPT,BATS,100
202603,20260331,XNOV,BATS,100
202603,20260331,XOCT,BATS,100
202603,20260331,XOEX,BATS,100
202603,20260331,XRPK,BATS,100
202603,20260331,XRPM,BATS,100
202603,20260331,XRPR,BATS,100
202603,20260331,XSEP,BATS,100
202603,20260331,XSHD,BATS,100
202603,20260331,XSHQ,BATS,100
202603,20260331,XTAP,BATS,100
202603,20260331,XTJA,BATS,100
202603,20260331,XTJL,BATS,100
202603,20260331,XTOC,BATS,100
202603,20260331,XUSP,BATS,100
202603,20260331,XVOL,BATS,100
202603,20260331,XVV,BATS,100
202603,20260331,YBTC,BATS,100
202603,20260331,YDEC,BATS,100
202603,20260331,YETH,BATS,100
202603,20260331,YJUN,BATS,100
202603,20260331,YMAR,BATS,100
202603,20260331,YSEP,BATS,100
202603,20260331,ZALT,BATS,100
202603,20260331,ZAPR,BATS,100
202603,20260331,ZAUG,BATS,100
202603,20260331,ZDEK,BATS,100
202603,20260331,ZECP,BATS,100
202603,20260331,ZFEB,BATS,100
202603,20260331,ZJAN,BATS,100
202603,20260331,ZJUL,BATS,100
202603,20260331,ZJUN,BATS,100
202603,20260331,ZMAR,BATS,100
202603,20260331,ZMAY,BATS,100
202603,20260331,ZNOV,BATS,100
202603,20260331,ZOCT,BATS,100
202603,20260331,ZSEP,BATS,100
202603,20260331,ZVOL,BATS,100
