asset_id,ticker,company_name,exchange,price_rows,date_start,date_end,trading_days_1y,adjusted_prices_available,price_feature_quality_status,features_calculated,features_missing,quality_flags,return_1m,return_3m,return_6m,return_12m,price_vs_sma_50,price_vs_sma_200,sma_50_vs_sma_200,volatility_3m,volatility_6m,max_drawdown_6m,max_drawdown_12m,downside_volatility_6m,avg_volume_1m,avg_volume_3m,momentum_consistency_flag,trend_positive_flag,recent_high_breakout_flag,near_52w_high_flag,recovery_from_drawdown_flag,price_acceleration_flag,liquidity_available_flag,phase
U00137,ALHC,"Alignment Healthcare, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.066621,-0.003666,-0.263415,-0.169315,-0.233503,-0.281817,-0.063033,0.884083,0.77219,-0.479642,-0.479642,0.587947,4825393.380952,5525172.396825,false,false,false,false,false,false,true,v2.38H
U00139,ALKS,Alkermes plc - Ordinary Shares,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.047042,0.142304,0.616438,0.629272,-0.070533,0.260204,0.355835,0.362911,0.441202,-0.14904,-0.221968,0.193104,1331040.904762,1945358.079365,false,false,false,false,false,false,true,v2.38H
U00140,ALKT,"Alkami Technology, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.034043,0.092749,0.14758,-0.240625,0.046354,0.051766,0.005172,0.438867,0.455106,-0.230079,-0.450057,0.308509,1188746.190476,1625770.952381,true,true,false,false,false,true,true,v2.38H
U00143,ALLT,Allot Ltd. - Ordinary Shares,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.041825,-0.075795,0.092486,-0.038168,-0.046923,-0.086874,-0.041918,0.508142,0.515369,-0.18583,-0.456522,0.284931,269070.857143,328677.587302,false,false,false,false,false,false,true,v2.38H
U00146,ALMS,Alumis Inc. - Common Stock,,546,2024-06-28,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.637443,-0.527445,-0.663588,1.040948,-0.637947,-0.571812,0.182667,1.334136,1.067024,-0.687459,-0.687459,1.149038,2140730.666667,1714878.47619,false,false,false,false,false,false,true,v2.38H
U00147,ALMU,"Aeluma, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.252549,-0.530873,-0.353734,-0.453269,-0.25752,-0.297524,-0.053878,0.921134,1.339722,-0.604319,-0.604319,0.656849,473153.52381,614835.301587,false,false,false,false,false,false,true,v2.38H
U00148,ALNT,Allient Inc. - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.04083,0.012058,0.391885,0.905024,-0.090735,0.187673,0.30619,0.699708,0.682849,-0.243525,-0.243525,0.443369,264007.571429,280204.111111,false,false,false,false,false,false,true,v2.38H
U00149,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.117006,-0.139836,-0.227648,-0.448814,-0.054781,-0.240319,-0.196291,0.703393,0.553115,-0.394597,-0.581695,0.585149,1781768.428571,1756791.063492,false,false,false,false,false,false,true,v2.38H
U00150,ALOT,"AstroNova, Inc. - Common Stock",,668,2024-01-02,2026-08-28,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.005201,0.855954,2.192731,1.61879,0.009254,0.907494,0.890005,1.415982,1.057336,-0.098913,-0.408938,0.206785,83223.380952,157618.904762,true,true,true,true,true,false,true,v2.38H
U00155,ALRM,"Alarm.com Holdings, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.00126,0.209439,0.127534,-0.051509,0.044445,0.137175,0.088784,0.283932,0.322342,-0.15992,-0.266411,0.246448,372536.428571,480708.968254,true,true,false,true,true,false,true,v2.38H
U00156,ALRS,Alerus Financial Corporation - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.044256,0.127593,0.337023,0.464302,0.005817,0.218863,0.211813,0.185027,0.200001,-0.064412,-0.111443,0.110431,145810.047619,221447.793651,false,true,false,true,false,false,true,v2.38H
U00157,ALT,"Altimmune, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.03,0.065517,-0.257212,-0.193211,0.031857,-0.155432,-0.181507,0.466217,0.620205,-0.393443,-0.580906,0.48675,4319568.142857,4376703.666667,false,false,false,false,false,true,true,v2.38H
U00159,ALTO,"Alto Ingredients, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.17284,-0.291005,0.546154,2.557522,-0.167874,-0.000435,0.201218,0.732877,1.079669,-0.338898,-0.338898,0.532336,1983311.571429,2351651.47619,false,false,false,false,false,false,true,v2.38H
U00163,AMAL,Amalgamated Financial Corp. - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.046141,0.121004,0.226743,0.638629,-0.017887,0.172125,0.193472,0.238847,0.241136,-0.089908,-0.131063,0.135982,153053.714286,162041.714286,false,false,false,true,false,false,true,v2.38H
U00165,AMAT,"Applied Materials, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.147353,-0.098357,0.257685,1.748507,-0.187766,0.09421,0.347162,0.845897,0.6992,-0.396335,-0.396335,0.420917,7253005.428571,9503017.68254,false,false,false,false,false,false,true,v2.38H
U00166,AMBA,"Ambarella, Inc. - Ordinary Shares",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.179608,-0.134601,0.180679,-0.177619,-0.083262,-0.023648,0.065028,0.981151,0.835275,-0.339104,-0.490629,0.560785,1008783.52381,1638648.47619,false,false,false,false,false,false,true,v2.38H
U00168,AMCX,AMC Global Media Inc. - Class A Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.133945,0.172676,0.582586,0.750708,0.122759,0.359646,0.210987,0.562846,0.50143,-0.214458,-0.348651,0.286375,599959.285714,619499.126984,true,true,false,true,true,true,true,v2.38H
U00169,AMD,"Advanced Micro Devices, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.051647,-0.118744,1.406965,1.826108,-0.086084,0.360919,0.489108,0.760016,0.75058,-0.260539,-0.277608,0.369123,21566654.904762,27085478.619048,false,false,false,false,false,false,true,v2.38H
U00170,AMGN,Amgen Inc. - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.156386,0.334674,0.162122,0.522783,0.118787,0.227578,0.09724,0.271331,0.255205,-0.146123,-0.165679,0.138354,2512659.047619,2703005.396825,true,true,false,true,false,true,true,v2.38H
U00172,AMKR,"Amkor Technology, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.100511,-0.388146,0.025566,0.890451,-0.251739,-0.181477,0.0939,1.001449,0.87618,-0.543239,-0.543239,0.661805,4204097.238095,5650521.301587,false,false,false,false,false,false,true,v2.38H
U00174,AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.309227,11.311112,4.410156,1.613208,-0.313949,0.679602,1.448217,60.676165,42.908065,-0.65,-0.844961,0.813054,240739.619048,118434.84127,false,false,false,false,true,false,true,v2.38H
U00175,AMPG,"Amplitech Group, Inc. - Common Stock",,670,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.322176,-0.354582,0.191176,-0.147368,-0.405243,-0.161339,0.41009,1.424761,1.351294,-0.665979,-0.665979,0.951231,2554893.380952,3859286.68254,false,false,false,false,false,false,true,v2.38H
U00176,AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.135509,0.244444,0.157842,-0.250163,0.127004,0.017852,-0.096851,0.426897,0.516068,-0.297961,-0.452451,0.479653,434369.238095,481440.539683,true,false,true,false,true,true,true,v2.38H
U00177,AMPL,"Amplitude, Inc. - Class A Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.452731,0.658273,0.824538,0.209974,0.338171,0.566504,0.170631,0.65333,0.729484,-0.287166,-0.543902,0.518822,2178009.238095,2272555.460317,true,true,false,true,true,true,true,v2.38H
U00178,AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.062069,0.397628,0.328325,0.849372,-0.002381,0.238212,0.241168,0.375913,0.366746,-0.150971,-0.222515,0.20066,1642391.142857,1970508.15873,false,false,false,true,false,false,true,v2.38H
U00179,AMSC,American Superconductor Corporation - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.078412,-0.44186,-0.081377,-0.427655,-0.141497,-0.20435,-0.073213,0.707646,0.760019,-0.546322,-0.610828,0.438867,689962.52381,890681.15873,false,false,false,false,false,false,true,v2.38H
U00180,AMSF,"AMERISAFE, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.14049,-0.158066,-0.243511,-0.438285,-0.14786,-0.235657,-0.103032,0.350249,0.329946,-0.279305,-0.456085,0.258735,406925.142857,307563.936508,false,false,false,false,false,false,true,v2.38H
U00182,AMST,Amesite Inc. - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.009434,-0.244604,-0.40678,-0.619565,-0.008461,-0.35004,-0.344494,0.79914,2.106673,-0.613949,-0.796899,0.959532,127023.619048,115838.031746,false,false,false,false,false,false,true,v2.38H
U00184,AMZN,"Amazon.com, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.102458,-0.006237,0.221291,0.113188,0.009947,0.067564,0.05705,0.446376,0.378826,-0.175788,-0.217362,0.172346,35783310.285714,48790427.238095,false,true,false,false,false,false,true,v2.38H
U00185,ANAB,"AnaptysBio, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.03019,0.078424,0.569563,3.078702,-0.052232,0.203551,0.26988,0.635922,0.714386,-0.279616,-0.279616,0.437819,381159.761905,590689.761905,true,false,false,false,false,true,true,v2.38H
U00186,ANDE,"The Andersons, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.037217,-0.075972,0.025461,0.644499,-0.041883,0.016961,0.061416,0.403364,0.400633,-0.211945,-0.211945,0.328151,364487.47619,338856.142857,false,false,false,false,false,false,true,v2.38H
U00189,ANGO,"AngioDynamics, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.045485,0.444444,0.436594,0.545809,0.096334,0.302156,0.187737,0.40765,0.44067,-0.187605,-0.288856,0.314092,374477.904762,441368.825397,true,true,false,true,true,false,true,v2.38H
U00190,ANIK,Anika Therapeutics Inc. - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.01784,0.468011,0.465972,1.250533,0.173469,0.532381,0.305855,0.489645,0.567494,-0.225625,-0.225625,0.40429,134777.380952,95565.47619,true,true,false,true,false,false,true,v2.38H
U00191,ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.101674,-0.036571,-0.054928,-0.230802,-0.09246,-0.095259,-0.003084,0.301562,0.308556,-0.164013,-0.286611,0.175041,425935.047619,346160.888889,false,false,false,false,false,false,true,v2.38H
U00195,ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,,291,2025-07-08,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.006087,-0.366006,-0.578006,-0.901756,-0.047684,-0.787387,-0.776742,0.859296,0.889522,-0.626467,-0.977833,0.420409,10459.52381,13799.206349,false,false,false,false,false,false,true,v2.38H
U00197,ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,,328,2025-05-13,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.21875,-0.496124,-0.537915,-0.704321,-0.06798,-0.481573,-0.44376,0.929613,0.996289,-0.708038,-0.774834,0.575734,7031.619048,4951.809524,false,false,false,false,false,false,true,v2.38H
U00199,ANY,Sphere 3D Corp. - Common Shares,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.085366,-0.424552,0.666667,-0.635332,0.011009,-0.10347,-0.113232,1.656389,2.116003,-0.716814,-0.89619,0.83167,421941.619048,1126428.15873,false,false,false,false,false,false,true,v2.38H
U00200,AOSL,Alpha and Omega Semiconductor Limited - Common Shares,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.248808,-0.556639,0.153734,-0.178311,-0.292228,-0.195932,0.136056,1.035792,1.060543,-0.556639,-0.556639,0.729269,618581.285714,713212.809524,false,false,false,false,false,false,true,v2.38H
U00201,AOUT,"American Outdoor Brands, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.22179,0.012146,0.132503,-0.042146,-0.197161,0.029405,0.282206,0.699235,0.584768,-0.309869,-0.388462,0.337005,43308.380952,100239.301587,false,false,false,false,false,false,true,v2.38H
U00205,APEI,"American Public Education, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.137347,-0.122992,-0.011214,0.519218,-0.089353,-0.043508,0.050343,0.503071,0.526198,-0.271936,-0.271936,0.384311,309008.190476,306817.015873,false,false,false,false,false,false,true,v2.38H
U00207,API,"Agora, Inc. - ADS",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.011057,-0.234791,-0.117325,0.166667,-0.032103,-0.011415,0.021374,0.463037,0.561458,-0.268061,-0.289583,0.266678,240946.095238,321756.634921,false,false,false,false,false,false,true,v2.38H
U00212,APOG,"Apogee Enterprises, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.10436,-0.025408,-0.021603,-0.145293,-0.088802,-0.010464,0.085973,0.506633,0.44819,-0.231603,-0.301101,0.253827,170000.809524,247744.714286,false,false,false,false,false,false,true,v2.38H
U00213,APP,Applovin Corporation - Class A Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.23247,-0.485263,-0.289708,-0.348628,-0.224684,-0.3632,-0.178658,0.704545,0.702833,-0.513459,-0.59298,0.516674,6411188.619048,6011972.396825,false,false,false,false,false,false,true,v2.38H
U00214,APPF,"AppFolio, Inc. - Class A Common Stock",,671,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.175231,0.290042,0.195754,-0.187829,0.199458,0.197831,-0.001356,0.500163,0.477074,-0.250196,-0.499616,0.259213,403530.380952,400413.301587,true,false,false,false,true,true,true,v2.38H
U00215,APPN,Appian Corporation - Class A Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.457597,0.513301,0.501487,0.312216,0.361308,0.420581,0.043542,0.684431,0.672109,-0.30641,-0.589833,0.422459,873654.904762,872588.142857,true,true,false,false,true,true,true,v2.38H
U00216,APPS,"Digital Turbine, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.111111,0.169591,1.386635,1.380952,-0.064966,0.583042,0.693032,1.184737,1.159119,-0.396694,-0.613169,0.428435,4216619.714286,4596378.0,true,false,false,false,true,true,true,v2.38H
U00220,APWC,"Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.126582,-0.021277,-0.168675,-0.245902,-0.102381,-0.126831,-0.027239,1.023368,0.801028,-0.339713,-0.424107,0.289511,10528.285714,801022.126984,false,false,false,false,false,false,true,v2.38H
U00222,APYX,Apyx Medical Corporation - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.270335,-0.207792,-0.037855,0.532663,-0.202281,-0.203276,-0.001247,0.715699,0.8139,-0.384774,-0.384774,0.453295,157650.809524,132035.984127,false,false,false,false,false,false,true,v2.38H
U00225,AQST,"Aquestive Therapeutics, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.382586,0.333333,0.271845,0.38992,0.226735,0.173086,-0.043733,0.55022,0.536073,-0.284294,-0.606142,0.347208,3827476.714286,2654198.587302,true,false,false,false,true,true,true,v2.38H
U00227,ARAY,Accuray Incorporated - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.057037,-0.3635,-0.519623,-0.8325,-0.060142,-0.513633,-0.48251,1.086413,1.333691,-0.557692,-0.875676,0.907365,734066.52381,1440638.047619,false,false,false,false,false,false,true,v2.38H
U00229,ARBE,Arbe Robotics Ltd. - Ordinary Shares,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.086667,-0.430177,-0.195125,-0.504692,-0.110461,-0.328879,-0.245541,1.002525,1.034246,-0.5216,-0.79368,0.472802,853744.619048,1598994.238095,false,false,false,false,false,false,true,v2.38H
U00230,ARCB,ArcBest Corporation - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.035255,-0.064364,0.269319,0.799349,-0.081081,0.178381,0.282355,0.508687,0.489441,-0.233807,-0.248571,0.334808,280239.47619,399570.301587,false,false,false,false,false,false,true,v2.38H
U00234,ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,1.704167,1.120915,1.051201,-0.046149,0.973724,1.12722,0.07777,0.978906,0.815373,-0.400217,-0.761226,0.291896,1442477.380952,797113.095238,true,true,true,false,true,true,true,v2.38H
U00235,ARDX,"Ardelyx, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.24498,-0.318841,-0.395498,-0.408805,-0.210084,-0.36121,-0.191319,0.506804,0.502605,-0.487671,-0.531915,0.412406,5260869.571429,4235305.253968,false,false,false,false,false,false,true,v2.38H
U00237,ARHS,"Arhaus, Inc. - Class A Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.058228,0.280245,0.045,-0.287298,-0.01078,-0.020558,-0.009885,0.663632,0.595514,-0.2866,-0.515586,0.272315,1593446.238095,1335209.063492,true,false,false,false,true,false,true,v2.38H
U00238,ARKO,ARKO Corp. - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.407115,-0.392713,-0.290221,-0.1,-0.329339,-0.261438,0.101244,0.725943,0.612898,-0.494213,-0.494213,0.548105,1277100.666667,945546.253968,false,false,false,false,false,false,true,v2.38H
U00239,ARKR,Ark Restaurants Corp. - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.053982,-0.140675,-0.210487,-0.215125,-0.06407,-0.174775,-0.118283,0.50515,0.55012,-0.402484,-0.402484,0.423213,6319.666667,3607.31746,false,false,false,false,false,false,true,v2.38H
U00240,AROW,Arrow Financial Corporation - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.072899,0.010814,0.119796,0.257652,-0.062701,0.050778,0.12107,0.239636,0.230197,-0.120235,-0.125839,0.137294,93852.47619,97893.68254,false,false,false,false,false,false,true,v2.38H
U00243,ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.084426,0.142376,0.006356,0.530284,-0.105414,-0.072903,0.036342,0.418476,0.481963,-0.222798,-0.375,0.340197,1801264.333333,1656464.301587,false,false,false,false,false,false,true,v2.38H
U00244,ARRY,"Array Technologies, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.231718,-0.527115,-0.418667,-0.516093,-0.24249,-0.446992,-0.269966,0.686062,0.663525,-0.529158,-0.635452,0.3529,7096811.047619,6772792.571429,false,false,false,false,false,false,true,v2.38H
U00247,ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.045734,0.094508,0.055013,0.076018,0.033536,0.084809,0.04961,0.161561,0.193016,-0.110787,-0.122555,0.143615,29461.904762,32319.047619,true,true,false,true,false,true,true,v2.38H
U00249,ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.337963,0.124514,0.278761,-0.08254,0.125828,0.172295,0.041274,0.834098,0.70098,-0.302932,-0.416901,0.316304,1607445.238095,553588.095238,true,true,false,false,false,true,true,v2.38H
U00250,ARVN,"Arvinas, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.151365,0.16,-0.305389,0.200517,0.0801,-0.120958,-0.186148,0.46629,0.504028,-0.4953,-0.4953,0.330664,885665.714286,780271.111111,false,false,false,false,true,true,true,v2.38H
U00251,ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.038019,0.168314,0.290796,2.755787,-0.010577,0.174307,0.186861,0.562939,0.555672,-0.179315,-0.246438,0.288044,1139885.714286,2002065.079365,false,false,false,true,false,false,true,v2.38H
U00254,ASLE,AerSale Corporation - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.160247,-0.152411,-0.28195,-0.368482,-0.100259,-0.176843,-0.085117,0.350687,0.400582,-0.280053,-0.382086,0.364865,503599.714286,441474.507937,false,false,false,false,false,false,true,v2.38H
U00255,ASMB,"Assembly Biosciences, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.387224,0.436505,0.221528,0.424291,0.233174,0.200537,-0.026466,0.599972,0.568891,-0.298235,-0.421818,0.325971,283961.809524,237407.904762,true,false,false,true,true,true,true,v2.38H
U00258,ASO,"Academy Sports and Outdoors, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.11841,-0.166796,-0.283874,-0.20056,-0.092939,-0.182387,-0.098613,0.388776,0.411034,-0.29931,-0.303318,0.290849,1592120.714286,1612824.365079,false,false,false,false,false,false,true,v2.38H
U00260,ASPI,ASP Isotopes Inc. - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.086957,-0.546218,-0.281369,-0.592672,-0.169979,-0.324943,-0.186699,0.866552,1.025482,-0.57503,-0.748043,0.508839,3231730.095238,4118787.809524,false,false,false,false,false,false,true,v2.38H
U00262,ASRV,AmeriServ Financial Inc. - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.071274,0.333333,0.305263,0.66443,0.128915,0.319904,0.169179,0.402082,0.366146,-0.096535,-0.096535,0.230797,24645.571429,18280.269841,true,true,false,true,false,false,true,v2.38H
U00263,ASST,"Strive, Inc. - Class A Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,1.033898,0.488834,1.881152,-0.804878,0.726929,0.638281,-0.051333,0.958512,0.958448,-0.411225,-0.959792,0.407427,7197228.619048,5073563.507937,true,false,false,false,true,true,true,v2.38H
U00264,ASTC,Astrotech Corporation - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.026549,-0.847033,1.656489,0.351456,-0.171882,0.052592,0.271065,1.416329,7.025868,-0.875301,-0.875301,0.884009,301053.952381,427659.253968,false,false,false,false,false,false,true,v2.38H
U00265,ASTE,"Astec Industries, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.216365,-0.208381,-0.334841,-0.110391,-0.192258,-0.204281,-0.014885,0.464972,0.495724,-0.366656,-0.366656,0.416494,288551.428571,233412.380952,false,false,false,false,false,false,true,v2.38H
U00266,ASTH,Astrana Health Inc. - Common Stock,,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,0.074909,0.045787,0.574867,0.20776,-0.060896,0.240597,0.321043,0.500282,0.458131,-0.314796,-0.464149,0.285795,440971.571429,595392.111111,true,false,false,false,false,true,true,v2.38H
U00267,ASTI,"Ascent Solar Technologies, Inc - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.081699,-0.682844,-0.582467,0.419192,-0.212665,-0.38132,-0.21421,1.206708,1.501998,-0.685102,-0.690687,0.709329,291978.380952,809684.857143,false,false,false,false,false,false,true,v2.38H
U00271,ASYS,"Amtech Systems, Inc. - Common Stock",,669,2024-01-02,2026-09-01,252,false,PRICE_FEATURES_READY,21,,adjusted_prices_unavailable,-0.075159,-0.338497,0.082774,1.293839,-0.136834,-0.043705,0.107893,0.964502,0.907971,-0.431013,-0.431013,0.510966,484609.52381,475004.761905,false,false,false,false,false,false,true,v2.38H
U00273,ATCX,Atlas Critical Minerals Corporation - Common Stock,,162,2026-01-09,2026-09-01,162,false,PRICE_FEATURES_PARTIAL,17,max_drawdown_12m|price_vs_sma_200|return_12m|sma_50_vs_sma_200,adjusted_prices_unavailable|less_than_252_sessions,0.266917,-0.235828,-0.522663,,0.003006,,,0.831946,0.865653,-0.644537,,0.467685,10819.047619,12469.84127,false,false,false,false,false,false,true,v2.38H
