batch_id,batch_type,assets,asset_ids,provider_route_status,network_allowed,phase9c_authorized
EU_HOME_READY_001,provider_pilot_candidate,100,U36865|U36866|U36867|U36868|U36869|U36870|U36871|U36872|U36873|U36874|U36875|U36876|U36877|U36878|U36879|U36880|U36881|U36882|U36883|U36884|U36886|U36887|U36888|U36889|U36890|U36891|U36902|U36903|U36904|U36905|U36906|U36907|U36908|U36909|U36910|U36911|U36912|U36913|U36914|U36915|U36916|U36917|U36918|U36919|U36920|U36921|U36922|U36923|U36924|U36925|U36926|U36927|U36928|U36929|U36930|U36932|U36933|U36934|U36935|U36936|U36937|U36938|U36939|U36940|U36941|U36942|U36943|U36944|U36945|U36946|U36947|U36948|U36949|U36950|U36951|U36952|U36953|U36954|U36955|U36956|U36957|U36958|U36959|U36960|U36961|U36962|U36963|U36964|U36965|U36966|U36967|U36968|U36969|U36970|U36971|U36972|U36973|U36974|U36975|U36976,READY_FOR_IDENTITY_PILOT,false,false
EU_HOME_READY_002,provider_pilot_candidate,100,U36977|U36978|U36979|U36980|U36981|U36982|U36983|U36984|U36985|U36986|U36987|U36988|U36989|U36990|U36991|U36992|U36993|U36994|U36995|U36996|U36997|U36998|U36999|U37000|U37001|U37002|U37003|U37004|U37005|U37006|U37007|U37008|U37009|U37010|U37011|U37012|U37013|U37014|U37015|U37016|U37017|U37018|U37019|U37020|U37021|U37022|U37023|U37024|U37025|U37026|U37027|U37028|U37029|U37030|U37031|U37032|U37033|U37034|U37035|U37036|U37037|U37038|U37039|U37040|U37041|U37042|U37043|U37044|U37045|U37046|U37047|U37048|U37049|U37050|U37051|U37052|U37053|U37054|U37055|U37056|U37057|U37058|U37059|U37060|U37061|U37062|U37063|U37064|U37065|U37066|U37067|U37068|U37069|U37070|U37071|U37072|U37073|U37074|U37075|U37076,READY_FOR_PRICE_HISTORY_PILOT,false,false
EU_HOME_READY_003,provider_pilot_candidate,100,U37077|U37078|U37079|U37080|U37081|U37082|U37083|U37084|U37085|U37086|U37087|U37088|U37089|U37090|U37091|U37092|U37093|U37094|U37095|U37096|U37097|U37098|U37099|U37100|U37101|U37102|U37103|U37104|U37105|U37106|U37107|U37108|U37109|U37110|U37111|U37112|U37113|U37114|U37115|U37116|U37117|U37118|U37119|U37120|U37121|U37122|U37123|U37124|U37125|U37126|U37127|U37128|U37129|U37130|U37131|U37132|U37133|U37134|U37135|U37136|U37137|U37138|U37139|U37140|U37141|U37142|U37143|U37144|U37145|U37146|U37147|U37148|U37149|U37150|U37151|U37152|U37153|U37154|U37155|U37156|U37157|U37158|U37159|U37160|U37161|U37162|U37163|U37164|U37165|U37166|U37167|U37168|U37169|U37170|U37171|U37172|U37173|U37174|U37175|U37176,READY_FOR_PRICE_HISTORY_PILOT,false,false
EU_HOME_READY_004,provider_pilot_candidate,100,U37177|U37178|U37179|U37180|U37181|U37182|U37183|U37184|U37185|U37186|U37187|U37188|U37189|U37190|U37191|U37192|U37193|U37194|U37195|U37196|U37197|U37198|U37199|U37200|U37201|U37202|U37203|U37204|U37205|U37206|U37207|U37208|U37209|U37210|U37211|U37212|U37213|U37214|U37215|U37216|U37217|U37218|U37219|U37220|U37221|U37222|U37223|U37224|U37225|U37226|U37227|U37228|U37229|U37230|U37231|U37232|U37233|U37234|U37235|U37236|U37237|U37238|U37239|U37240|U37241|U37242|U37243|U37244|U37245|U37246|U37247|U37248|U37249|U37250|U37251|U37252|U37253|U37254|U37255|U37256|U37257|U37258|U37259|U37260|U37261|U37262|U37263|U37264|U37265|U37266|U37267|U37268|U37269|U37270|U37271|U37272|U37273|U37274|U37275|U37276,READY_FOR_PRICE_HISTORY_PILOT,false,false
EU_HOME_READY_005,provider_pilot_candidate,100,U37277|U37278|U37279|U37280|U37281|U37282|U37283|U37284|U37285|U37286|U37287|U37288|U37289|U37290|U37291|U37292|U37293|U37294|U37295|U37296|U37297|U37298|U37299|U37300|U37301|U37302|U37303|U37304|U37305|U37306|U37307|U37308|U37309|U37310|U37311|U37312|U37313|U37314|U37315|U37316|U37317|U37318|U37319|U37320|U37321|U37322|U37323|U37324|U37325|U37326|U37327|U37328|U37329|U37330|U37331|U37332|U37333|U37334|U37335|U37336|U37337|U37338|U37339|U37340|U37341|U37342|U37343|U37344|U37345|U37346|U37347|U37348|U37349|U37350|U37351|U37352|U37353|U37354|U37355|U37356|U37357|U37358|U37359|U37360|U37361|U37362|U37363|U37364|U37365|U37366|U37367|U37368|U37369|U37370|U37371|U37372|U37373|U37374|U37375|U37376,READY_FOR_PRICE_HISTORY_PILOT,false,false
EU_HOME_READY_006,provider_pilot_candidate,100,U37377|U37378|U37379|U37380|U37381|U37382|U37383|U37384|U37385|U37386|U37387|U37388|U37389|U37390|U37391|U37392|U37393|U37394|U37395|U37396|U37397|U37398|U37399|U37400|U37401|U37402|U37403|U37404|U37405|U37406|U37407|U37408|U37409|U37410|U37411|U37412|U37413|U37414|U37415|U37416|U37417|U37418|U37419|U37420|U37421|U37422|U37423|U37424|U37425|U37426|U37427|U37428|U37429|U37430|U37431|U37432|U37433|U37434|U37435|U37436|U37437|U37438|U37439|U37440|U37441|U37442|U37443|U37444|U37445|U37446|U37447|U37448|U37449|U37450|U37451|U37452|U37453|U37454|U37455|U37456|U37457|U37458|U37459|U37460|U37461|U37462|U37463|U37464|U37465|U37466|U37467|U37468|U37469|U37470|U37471|U37472|U37473|U37474|U37475|U37476,READY_FOR_IDENTITY_PILOT,false,false
EU_HOME_READY_007,provider_pilot_candidate,89,U37477|U37478|U37479|U37480|U37481|U37482|U37483|U37484|U37485|U37486|U37487|U37488|U37489|U37490|U37491|U37492|U37493|U37494|U37495|U37496|U37497|U37498|U37499|U37500|U37501|U37502|U37503|U37504|U37505|U37506|U37507|U37508|U37509|U37510|U37511|U37512|U37513|U37514|U37515|U37516|U37517|U37541|U37542|U37543|U37544|U37545|U37546|U37547|U37548|U37549|U37550|U37551|U37552|U37553|U37554|U37555|U37556|U37557|U37558|U37559|U37560|U37561|U37562|U37563|U37564|U37565|U37566|U37567|U37568|U37569|U37570|U37571|U37572|U37573|U37574|U37575|U37576|U37577|U37578|U37579|U37580|U37581|U37582|U37583|U37584|U37585|U37586|U37587|U37588,READY_FOR_IDENTITY_PILOT,false,false
EU_HOME_BLOCKED_REVIEW,blocked_review_register,21889,U09202|U09203|U09204|U09205|U09206|U09207|U09208|U09209|U09210|U09211|U09212|U09213|U09214|U09215|U09216|U09217|U09218|U09219|U09220|U09221|U09222|U09223|U09224|U09225|U09226|U09227|U09228|U09229|U09230|U09231|U09232|U09233|U09234|U09235|U09236|U09237|U09238|U09239|U09240|U09241|U09242|U09243|U09244|U09245|U09246|U09247|U09248|U09249|U09250|U09251|U09252|U09253|U09254|U09255|U09256|U09257|U09258|U09259|U09260|U09261|U09262|U09263|U09264|U09265|U09266|U09267|U09268|U09269|U09270|U09271|U09272|U09273|U09274|U09275|U09276|U09277|U09278|U09279|U09280|U09281|U09282|U09283|U09284|U09285|U09286|U09287|U09288|U09289|U09290|U09291|U09292|U09293|U09294|U09295|U09296|U09297|U09298|U09299|U09300|U09301|U09302|U09303|U09304|U09305|U09306|U09307|U09308|U09309|U09310|U09311|U09312|U09313|U09314|U09315|U09316|U09317|U09318|U09319|U09320|U09321|U09322|U09323|U09324|U09325|U09326|U09327|U09328|U09329|U09330|U09331|U09332|U09333|U09334|U09335|U09336|U09337|U09338|U09339|U09340|U09341|U09342|U09343|U09344|U09345|U09346|U09347|U09348|U09349|U09350|U09351|U09352|U09353|U09354|U09355|U09356|U09357|U09358|U09359|U09360|U09361|U09362|U09363|U09364|U09365|U09366|U09367|U09368|U09369|U09370|U09371|U09372|U09373|U09374|U09375|U09376|U09377|U09378|U09379|U09380|U09381|U09382|U09383|U09384|U09385|U09386|U09387|U09388|U09389|U09390|U09391|U09392|U09393|U09394|U09395|U09396|U09397|U09398|U09399|U09400|U09401|U09402|U09403|U09404|U09405|U09406|U09407|U09408|U09409|U09410|U09411|U09412|U09413|U09414|U09415|U09416|U09417|U09418|U09419|U09420|U09421|U09422|U09423|U09424|U09425|U09426|U09427|U09428|U09429|U09430|U09431|U09432|U09433|U09434|U09435|U09436|U09437|U09438|U09439|U09440|U09441|U09442|U09443|U09444|U09445|U09446|U09447|U09448|U09449|U09450|U09451,BLOCKED_OR_MANUAL_REVIEW,false,false
