market_id,provider,source_id,url,raw_file,parse_mode,candidate_like_records,structured_endpoint_candidate,endpoint_validation_status,selected_for_extraction
SINGAPORE_SGX,SGX,SGX_SECURITIES_V1_1_JSON_MINIMAL,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Ccn%2Cs%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Cdp%2Cdpc%2Ctrading_time,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\005_SGX_SECURITIES_V1_1_JSON_MINIMAL.json,json,1278,True,STRUCTURED_ENDPOINT_CANDIDATE_FOUND,True
SINGAPORE_SGX,SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,json,1278,True,STRUCTURED_ENDPOINT_CANDIDATE_FOUND,True
