repair_source_id,provider,repair_role,origin_source_id,source_url,method,attempt_strategy,ssl_mode,download_status,http_status,final_url,content_type,encoding,bytes,sha256,raw_artifact_path,detected_format,parse_status,row_like_count,column_like_count,row_data_candidate,candidate_role,error_type,error_message,captured_at_utc,notes
twse_ssl_repair_twse_openapi_swagger,TWSE,ssl_repair_retry,twse_openapi_swagger,https://openapi.twse.com.tw/,GET,default_then_unverified_ssl_fallback+unverified_ssl_fallback,unverified_ssl_fallback,downloaded_200,200,https://openapi.twse.com.tw/,text/html; charset=utf-8,utf-8,734,bb9928afd0ea8c12e124c42fef58fb080f36770389684badb2a4dcf548624eeb,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_repair_v2_18c_fix\twse_ssl_repair_twse_openapi_swagger_200.html,html,html_profiled,0,0,False,discovery_catalog,,,2026-08-11T10:02:59.054287+00:00,Retry official TWSE source with fallback only if default SSL verification fails.
twse_ssl_repair_twse_listed_company_profile,TWSE,ssl_repair_retry,twse_listed_company_profile,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,GET,default_then_unverified_ssl_fallback+unverified_ssl_fallback,unverified_ssl_fallback,downloaded_200,200,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,application/json,,1326081,fff4221fe3564e5759aff324b3afbd53abb59a3cacfa23f9650ad86aa0e39412,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_repair_v2_18c_fix\twse_ssl_repair_twse_listed_company_profile_200.json,json_like,json_list_parsed,1094,33,True,primary_twse_candidate_source,,,2026-08-11T10:04:28.882205+00:00,Retry official TWSE source with fallback only if default SSL verification fails.
twse_ssl_repair_twse_stock_day_all,TWSE,ssl_repair_retry,twse_stock_day_all,https://openapi.twse.com.tw/v1/exchangeReport/STOCK_DAY_ALL,GET,default_then_unverified_ssl_fallback+unverified_ssl_fallback,unverified_ssl_fallback,downloaded_200,200,https://openapi.twse.com.tw/v1/exchangeReport/STOCK_DAY_ALL,application/json,,319038,046eb70557936dd6123ed3c9f410b43516a8e79d38c30590e91dd2ae0e9fb024,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_repair_v2_18c_fix\twse_ssl_repair_twse_stock_day_all_200.json,json_like,json_list_parsed,1378,11,True,twse_symbol_name_crosscheck,,,2026-08-11T10:05:01.189834+00:00,Retry official TWSE source with fallback only if default SSL verification fails.
twse_ssl_repair_twse_latest_listed_companies,TWSE,ssl_repair_retry,twse_latest_listed_companies,https://www.twse.com.tw/en/company/newlisting?response=html,GET,default_then_unverified_ssl_fallback+unverified_ssl_fallback,unverified_ssl_fallback,downloaded_200,200,https://www.twse.com.tw/en/company/newlisting?response=html,text/html;charset=utf-8,utf-8,201704,08b1f2bbc2ffe5c9383a940ed204dc8fd4c7961383ed26854b89dc37b167cf80,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_repair_v2_18c_fix\twse_ssl_repair_twse_latest_listed_companies_200.html,html,html_profiled,278,0,False,new_listing_crosscheck,,,2026-08-11T10:05:04.601934+00:00,Retry official TWSE source with fallback only if default SSL verification fails.
tpex_openapi_swagger_json_repair,TPEx,swagger_json_endpoint_discovery,tpex_openapi_swagger,https://www.tpex.org.tw/openapi/swagger.json,GET,direct_official_swagger_json,default_verify,network_error_payload_captured,,https://www.tpex.org.tw/openapi/swagger.json,,,120,1d77f9d0d56c41625a5f35226b023935b53247e1ec09b492e2c5437cddbf38e6,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_repair_v2_18c_fix\tpex_openapi_swagger_json_repair_network_error_payload_captured.json,error_text,error_payload_profiled,0,0,False,discovery_catalog,URLError,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Missing Subject Key Identifier (_ssl.c:1081)>,2026-08-11T10:05:06.453304+00:00,Official TPEx Swagger JSON used to discover row-data endpoints.
tpex_mainboard_daily_close_quotes_known_endpoint,TPEx,known_openapi_row_data_candidate,tpex_daily_stock_quotes,https://www.tpex.org.tw/openapi/v1/tpex_mainboard_daily_close_quotes,GET,direct_official_openapi_known_path,default_verify,network_error_payload_captured,,https://www.tpex.org.tw/openapi/v1/tpex_mainboard_daily_close_quotes,,,120,1d77f9d0d56c41625a5f35226b023935b53247e1ec09b492e2c5437cddbf38e6,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_repair_v2_18c_fix\tpex_mainboard_daily_close_quotes_known_endpoint_network_error_payload_captured.json,error_text,error_payload_profiled,0,0,False,primary_tpex_candidate_source,URLError,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Missing Subject Key Identifier (_ssl.c:1081)>,2026-08-11T10:05:08.018585+00:00,Known official TPEx OpenAPI path surfaced from Swagger/search; raw capture only.
