row_number,matched_terms,isin,symbol,name,country,exchange,mic,currency,source_provider,severity
4728,fund,,,Nuveen Arizona Quality Municipal Income Fund Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
4729,fund,,,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4730,fund,,,Neuberger Municipal Fund Inc. Common Stock,USA,NYSE American,,,nasdaq_trader_otherlisted,review
4733,fund,,,Neuberger Next Generation Connectivity Fund Inc. Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
4735,fund,,,Nuveen California Municipal Value Fund,USA,NYSE,,,nasdaq_trader_otherlisted,review
4739,fund,,,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4740,fund,,,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4741,fund,,,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4743,fund,,,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,USA,NYSE,,,nasdaq_trader_otherlisted,review
4745,debenture;debentures,,,"NextEra Energy Capital Holdings Inc. Series N Junior Subordinated Debentures due March 1, 2079",USA,NYSE,,,nasdaq_trader_otherlisted,review
4746,debenture;debentures,,,"NextEra Energy, Inc. Series U Junior Subordinated Debentures due June 1, 2085",USA,NYSE,,,nasdaq_trader_otherlisted,review
4747,debenture;debentures,,,"NextEra Energy Capital Holdings Inc. Series Z Junior Subordinated Debentures due April 15, 2086",USA,NYSE,,,nasdaq_trader_otherlisted,review
4755,fund,,,"Virtus Dividend, Interest & Premium Strategy Fund Common Shares of Beneficial Interest",USA,NYSE,,,nasdaq_trader_otherlisted,review
4762,fund,,,Neuberger High Yield Strategies Fund Inc. Common Stock,USA,NYSE American,,,nasdaq_trader_otherlisted,review
4765,fund,,,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4766,fund,,,Nuveen Select Maturities Municipal Fund Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
4771,fund,,,Nuveen California AMT-Free Quality Municipal Income Fund,USA,NYSE,,,nasdaq_trader_otherlisted,review
4776,fund,,,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4778,fund,,,Nuveen Municipal Credit Opportunities Fund Common Shares,USA,NYSE,,,nasdaq_trader_otherlisted,review
4780,fund,,,"Nuveen Municipal Income Fund, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
4781,fund,,,Neuberger Energy Infrastructure and Income Fund Inc. Common Stock,USA,NYSE American,,,nasdaq_trader_otherlisted,review
4782,fund,,,Nuveen Minnesota Quality Municipal Income Fund,USA,NYSE,,,nasdaq_trader_otherlisted,review
4783,fund,,,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
4784,fund,,,"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share",USA,NYSE,,,nasdaq_trader_otherlisted,review
4788,fund,,,Nuveen New York Municipal Value Fund Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
4797,fund,,,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4801,fund,,,Nuveen Virginia Quality Municipal Income Fund Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
4807,fund,,,Nuveen New York AMT-Free Quality Municipal Income Fund,USA,NYSE,,,nasdaq_trader_otherlisted,review
4808,fund,,,Neuberger Real Estate Securities Income Fund Inc. Common Stock,USA,NYSE American,,,nasdaq_trader_otherlisted,review
4824,fund,,,"Nuveen Municipal Value Fund, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
4826,fund,,,Nuveen AMT-Free Municipal Value Fund,USA,NYSE,,,nasdaq_trader_otherlisted,review
4828,fund,,,Nuveen AMT-Free Municipal Credit Income Fund,USA,NYSE,,,nasdaq_trader_otherlisted,review
4843,fund,,,NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4848,fund,,,Nuveen Municipal Credit Income Fund,USA,NYSE,,,nasdaq_trader_otherlisted,review
4885,fund,,,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
4916,fund,,,Western Asset Investment Grade Income Fund Inc.,USA,NYSE,,,nasdaq_trader_otherlisted,review
4923,fund,,,PIMCO Access Income Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4933,fund,,,High Income Securities Fund Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
4935,fund,,,"PCM Fund, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
4936,fund,,,Pimco Corporate & Income Strategy Fund Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
4938,fund,,,PIMCO California Municipal Income Fund Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
4941,fund,,,PIMCO Dynamic Income Fund Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
4943,fund,,,PIMCO Dynamic Income Opportunities Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4945,fund,,,John Hancock Premium Dividend Fund,USA,NYSE,,,nasdaq_trader_otherlisted,review
4946,fund,,,PIMCO Dynamic Income Strategy Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4951,fund,,,"Adams Natural Resources Fund, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
4956,fund,,,PIMCO Income Strategy Fund Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4958,fund,,,PIMCO Income Strategy Fund II,USA,NYSE,,,nasdaq_trader_otherlisted,review
4962,fund,,,Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4964,fund,,,Principal Real Estate Income Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4970,fund,,,Pimco High Income Fund,USA,NYSE,,,nasdaq_trader_otherlisted,review
4993,fund,,,Pimco Municipal Income Fund II Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
4999,fund,,,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
5032,fund,,,Pimco Corporate & Income Opportunity Fund,USA,NYSE,,,nasdaq_trader_otherlisted,review
5052,fund,,,Brookfield Real Assets Income Fund Inc. Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
5062,fund,,,"RENN Fund, Inc Common Stock",USA,NYSE American,,,nasdaq_trader_otherlisted,review
5065,fund,,,"PIMCO Strategic Income Fund, Inc.",USA,NYSE,,,nasdaq_trader_otherlisted,review
5080,fund,,,"Cohen & Steers Total Return Realty Fund, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
5082,fund,,,"RiverNorth Flexible Municipal Income Fund, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
5083,fund,,,"RiverNorth Flexible Municipal Income Fund II, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
5095,fund,,,"RiverNorth Opportunities Fund, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
5102,fund,,,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
5106,fund,,,"RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
5107,fund,,,"RiverNorth Managed Duration Municipal Income Fund, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
5108,fund,,,"RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
5121,fund,,,Cohen & Steers Quality Income Realty Fund Inc Common Shares,USA,NYSE,,,nasdaq_trader_otherlisted,review
5125,fund,,,RiverNorth Capital and Income Fund Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
5130,fund,,,Robinhood Ventures Fund I Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
5143,debenture;debentures,,,"Reinsurance Group of America, Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052",USA,NYSE,,,nasdaq_trader_otherlisted,review
5146,fund,,,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
5160,fund,,,Western Asset Intermediate Muni Fund Inc Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
5168,fund,,,LMP Capital and Income Fund Inc. Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
5179,fund,,,PGIM Short Duration High Yield Opportunities Fund Common Shares,USA,NYSE,,,nasdaq_trader_otherlisted,review
5253,fund,,,"Special Opportunities Fund, Inc Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
5264,fund,,,Nuveen S&P 500 Dynamic Overwrite Fund,USA,NYSE,,,nasdaq_trader_otherlisted,review
5272,fund,,,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
5284,fund,,,"SRH Total Return Fund, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
5285,fund,,,Columbia Seligman Premium Technology Growth Fund Inc,USA,NYSE,,,nasdaq_trader_otherlisted,review
5305,fund,,,Total Return Securities Fund Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
5326,fund,,,"Templeton Dragon Fund, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
5334,fund,,,"Templeton Emerging Markets Income Fund, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
5355,fund,,,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
5356,fund,,,abrdn World Healthcare Fund Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
5401,preference share,,,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual Preference Shares,USA,NYSE,,,nasdaq_trader_otherlisted,review
5402,preference share,,,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,USA,NYSE,,,nasdaq_trader_otherlisted,review
5403,preference share,,,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,USA,NYSE,,,nasdaq_trader_otherlisted,review
5404,preference share,,,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,USA,NYSE,,,nasdaq_trader_otherlisted,review
5405,preference share,,,Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares,USA,NYSE,,,nasdaq_trader_otherlisted,review
5406,preference share,,,Triton International Limited 7.625% Series F Cumulative Redeemable Perpetual Preference Shares,USA,NYSE,,,nasdaq_trader_otherlisted,review
5407,preference share,,,Triton International Limited 7.500% Series G Cumulative Redeemable Perpetual Preference Shares,USA,NYSE,,,nasdaq_trader_otherlisted,review
5412,fund,,,"TCW Strategic Income Fund, Inc. Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
5428,fund,,,"Taiwan Fund, Inc. (The) Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
5469,fund,,,Liberty All-Star Equity Fund Common Stock,USA,NYSE,,,nasdaq_trader_otherlisted,review
5476,fund,,,"Cohen & Steers Infrastructure Fund, Inc Common Stock",USA,NYSE,,,nasdaq_trader_otherlisted,review
5477,fund,,,Reaves Utility Income Fund Common Shares of Beneficial Interest,USA,NYSE American,,,nasdaq_trader_otherlisted,review
5492,fund,,,"Fundrise Innovation Fund, LLC Common Shares of Limited Liability Company Interests",USA,NYSE,,,nasdaq_trader_otherlisted,review
5499,fund,,,abrdn National Municipal Income Fund Common Stock,USA,NYSE American,,,nasdaq_trader_otherlisted,review
5501,fund,,,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
5558,fund,,,Western Asset Diversified Income Fund Common Shares of Beneficial Interest,USA,NYSE,,,nasdaq_trader_otherlisted,review
5572,fund,,,Western Asset Inflation-Linked Income Fund,USA,NYSE,,,nasdaq_trader_otherlisted,review
5574,fund,,,Western Asset Inflation-Linked Opportunities & Income Fund,USA,NYSE,,,nasdaq_trader_otherlisted,review
5591,debenture;debentures,,,W.R. Berkley Corporation 5.70% Subordinated Debentures due 2058,USA,NYSE,,,nasdaq_trader_otherlisted,review
5592,debenture;debentures,,,W.R. Berkley Corporation 5.10% Subordinated Debentures due 2059,USA,NYSE,,,nasdaq_trader_otherlisted,review
5593,debenture;debentures,,,W.R. Berkley Corporation 4.25% Subordinated Debentures due 2060,USA,NYSE,,,nasdaq_trader_otherlisted,review
5594,debenture;debentures,,,W.R. Berkley Corporation 4.125% Subordinated Debentures due 2061,USA,NYSE,,,nasdaq_trader_otherlisted,review
5646,fund,,,Virtus Total Return Fund Inc.,USA,NYSE,,,nasdaq_trader_otherlisted,review
5694,right,,,CURTISS WRIGHT CORP,USA,NYSE,,,sec_company_tickers_exchange,review
5720,right;rights,,,"BrightSpring Health Services, Inc.",USA,NASDAQ,,,sec_company_tickers_exchange,review
5763,right,,,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,USA,NYSE,,,sec_company_tickers_exchange,review
5767,right,,,"Brighthouse Financial, Inc.",USA,NASDAQ,,,sec_company_tickers_exchange,review
5768,fund,,,REAVES UTILITY INCOME FUND,USA,NYSE,,,sec_company_tickers_exchange,review
5782,fund;preferred,,,Nuveen Preferred & Income Opportunities Fund,USA,NYSE,,,sec_company_tickers_exchange,review
5796,fund,,,"Cornerstone Strategic Investment Fund, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
5802,right;rights,,,Brightstar Lottery PLC,USA,NYSE,,,sec_company_tickers_exchange,review
5827,right,,,"BrightView Holdings, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
5831,preferred,,,Preferred Bank,USA,NASDAQ,,,sec_company_tickers_exchange,review
5839,fund,,,CORNERSTONE TOTAL RETURN FUND INC,USA,NYSE,,,sec_company_tickers_exchange,review
5846,fund;preferred,,,First Trust Intermediate Duration Preferred & Income Fund,USA,NYSE,,,sec_company_tickers_exchange,review
5847,fund,,,Eaton Vance Ltd Duration Income Fund,USA,NYSE,,,sec_company_tickers_exchange,review
5848,fund;preferred,,,Cohen & Steers Tax-Advantaged Preferred Securities & Income Fund,USA,NYSE,,,sec_company_tickers_exchange,review
5856,bond,,,BlackRock Taxable Municipal Bond Trust,USA,NYSE,,,sec_company_tickers_exchange,review
5857,fund;preferred,,,COHEN & STEERS REIT & PREFERRED & INCOME FUND INC,USA,NYSE,,,sec_company_tickers_exchange,review
5872,fund;preferred,,,Flaherty & Crumrine PREFERRED & INCOME SECURITIES FUND INC,USA,NYSE,,,sec_company_tickers_exchange,review
5880,right;rights,,,"BrightSpire Capital, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
5886,bond,,,BLACKROCK CORE BOND TRUST,USA,NYSE,,,sec_company_tickers_exchange,review
5889,right,,,BRIGHT MINDS BIOSCIENCES INC.,USA,NASDAQ,,,sec_company_tickers_exchange,review
5893,fund;preferred,,,"Cohen & Steers Ltd Duration Preferred & Income Fund, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
5896,fund,,,"ABRDN ASIA-PACIFIC INCOME FUND, INC.",USA,NYSE,,,sec_company_tickers_exchange,review
5898,fund,,,Neuberger Energy Infrastructure & Income Fund Inc.,USA,NYSE,,,sec_company_tickers_exchange,review
5909,bond;fund,,,Eaton Vance Municipal Bond Fund,USA,NYSE,,,sec_company_tickers_exchange,review
5914,fund;preferred,,,JOHN HANCOCK PREFERRED INCOME FUND III,USA,NYSE,,,sec_company_tickers_exchange,review
5916,fund;preferred,,,Nuveen Variable Rate Preferred & Income Fund,USA,NYSE,,,sec_company_tickers_exchange,review
5920,fund;preferred,,,JOHN HANCOCK PREFERRED INCOME FUND,USA,NYSE,,,sec_company_tickers_exchange,review
5922,bond;fund,,,"PGIM High Yield Bond Fund, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
5924,fund;preferred,,,Flaherty & Crumrine Dynamic Preferred & Income Fund Inc,USA,NYSE,,,sec_company_tickers_exchange,review
5930,bond,,,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust,USA,NYSE,,,sec_company_tickers_exchange,review
5933,fund,,,ALLSPRING INCOME OPPORTUNITIES FUND,USA,NYSE,,,sec_company_tickers_exchange,review
5936,fund,,,"abrdn Emerging Markets ex-China Fund, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
5943,fund;preferred,,,JOHN HANCOCK PREFERRED INCOME FUND II,USA,NYSE,,,sec_company_tickers_exchange,review
5954,fund,,,NEUBERGER MUNICIPAL FUND INC.,USA,NYSE,,,sec_company_tickers_exchange,review
5959,bond;fund,,,"BNY MELLON STRATEGIC MUNICIPAL BOND FUND, INC.",USA,NYSE,,,sec_company_tickers_exchange,review
5969,fund,,,Clough Global Opportunities Fund,USA,NYSE,,,sec_company_tickers_exchange,review
5971,fund,,,ALLSPRING MULTI-SECTOR INCOME FUND,USA,NYSE,,,sec_company_tickers_exchange,review
5972,fund,,,CREDIT SUISSE HIGH YIELD CREDIT FUND,USA,NYSE,,,sec_company_tickers_exchange,review
5974,fund;preferred,,,"Cohen & Steers Select Preferred & Income Fund, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
5984,bond;fund,,,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
5992,fund,,,Neuberger High Yield Strategies Fund Inc.,USA,NYSE,,,sec_company_tickers_exchange,review
5994,fund,,,NEUBERGER REAL ESTATE SECURITIES INCOME FUND INC,USA,NYSE,,,sec_company_tickers_exchange,review
6005,fund,,,ELLSWORTH GROWTH & INCOME FUND LTD,USA,NYSE,,,sec_company_tickers_exchange,review
6010,bond;fund,,,Invesco Bond Fund,USA,NYSE,,,sec_company_tickers_exchange,review
6015,fund,,,Clough Global Equity Fund,USA,NYSE,,,sec_company_tickers_exchange,review
6024,fund;preferred,,,FLAHERTY & CRUMRINE PREFERRED & INCOME FUND INC,USA,NYSE,,,sec_company_tickers_exchange,review
6029,fund,,,BANCROFT FUND LTD,USA,NYSE,,,sec_company_tickers_exchange,review
6035,fund,,,"CREDIT SUISSE ASSET MANAGEMENT INCOME FUND, INC.",USA,NYSE,,,sec_company_tickers_exchange,review
6038,fund,,,abrdn National Municipal Income Fund,USA,NYSE,,,sec_company_tickers_exchange,review
6041,bond;fund,,,WESTERN ASSET PREMIER BOND FUND,USA,NYSE,,,sec_company_tickers_exchange,review
6045,fund;preferred,,,Flaherty & Crumrine PREFERRED & INCOME OPPORTUNITY FUND INC,USA,NYSE,,,sec_company_tickers_exchange,review
6046,fund,,,"ABRDN AUSTRALIA EQUITY FUND, INC.",USA,NYSE,,,sec_company_tickers_exchange,review
6056,fund,,,ALLSPRING UTILITIES & HIGH INCOME FUND,USA,NYSE,,,sec_company_tickers_exchange,review
6070,fund,,,Clough Global Dividend & Income Fund,USA,NYSE,,,sec_company_tickers_exchange,review
6133,fund,,,"EAGLE CAPITAL GROWTH FUND, INC.",USA,NYSE,,,sec_company_tickers_exchange,review
6175,fund,,,"RENN Fund, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
6178,bond,,,BLACKROCK VIRGINIA MUNICIPAL BOND TRUST,USA,NYSE,,,sec_company_tickers_exchange,review
6193,bond,,,"Our Bond, Inc.",USA,NASDAQ,,,sec_company_tickers_exchange,review
6228,note,,,AIM ImmunoTech Inc.,USA,NYSE,,,sec_company_tickers_exchange,review
6233,cdt,,,Green Circle Decarbonize Technology Ltd,USA,NYSE,,,sec_company_tickers_exchange,review
6238,right,,,Everbright Digital Holding Ltd.,USA,NASDAQ,,,sec_company_tickers_exchange,review
6282,etf,,,SPDR S&P 500 ETF TRUST,USA,NYSE,,,sec_company_tickers_exchange,review
6284,etf,,,SPDR S&P MIDCAP 400 ETF TRUST,USA,NYSE,,,sec_company_tickers_exchange,review
6285,etf,,,SPDR DOW JONES INDUSTRIAL AVERAGE ETF TRUST,USA,NYSE,,,sec_company_tickers_exchange,review
6291,fund,,,"United States Oil Fund, LP",USA,NYSE,,,sec_company_tickers_exchange,review
6292,fund,,,Invesco DB Commodity Index Tracking Fund,USA,NYSE,,,sec_company_tickers_exchange,review
6302,fund,,,"United States Natural Gas Fund, LP",USA,NYSE,,,sec_company_tickers_exchange,review
6303,fund,,,Invesco DB Precious Metals Fund,USA,NYSE,,,sec_company_tickers_exchange,review
6304,fund,,,Invesco DB Oil Fund,USA,NYSE,,,sec_company_tickers_exchange,review
6305,fund,,,Invesco DB Energy Fund,USA,NYSE,,,sec_company_tickers_exchange,review
6306,fund,,,INVESCO DB AGRICULTURE FUND,USA,NYSE,,,sec_company_tickers_exchange,review
6307,fund,,,INVESCO DB BASE METALS FUND,USA,NYSE,,,sec_company_tickers_exchange,review
6308,fund,,,INVESCO DB US DOLLAR INDEX BEARISH FUND,USA,NYSE,,,sec_company_tickers_exchange,review
6309,fund,,,"United States Gasoline Fund, LP",USA,NYSE,,,sec_company_tickers_exchange,review
6311,fund,,,"United States 12 Month Natural Gas Fund, LP",USA,NYSE,,,sec_company_tickers_exchange,review
6312,fund,,,"United States 12 Month Oil Fund, LP",USA,NYSE,,,sec_company_tickers_exchange,review
6315,etf,,,abrdn Silver ETF Trust,USA,NYSE,,,sec_company_tickers_exchange,review
6316,etf,,,abrdn Gold ETF Trust,USA,NYSE,,,sec_company_tickers_exchange,review
6317,etf,,,abrdn Palladium ETF Trust,USA,NYSE,,,sec_company_tickers_exchange,review
6318,etf,,,abrdn Platinum ETF Trust,USA,NYSE,,,sec_company_tickers_exchange,review
6319,fund,,,"United States Brent Oil Fund, LP",USA,NYSE,,,sec_company_tickers_exchange,review
6320,fund,,,United States Commodity Index Funds Trust,USA,NYSE,,,sec_company_tickers_exchange,review
6321,etf,,,abrdn Precious Metals Basket ETF Trust,USA,NYSE,,,sec_company_tickers_exchange,review
6324,etf,,,VanEck Merk Gold ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6326,etf,,,Grayscale Bitcoin Trust ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6332,etf,,,Goldman Sachs Physical Gold ETF,USA,CBOE,,,sec_company_tickers_exchange,review
6333,etf,,,Bitwise 10 Crypto Index ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6334,etf,,,Grayscale Ethereum Staking ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6335,etf,,,Grayscale CoinDesk Crypto 5 ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6337,etf,,,Bitwise Bitcoin ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6341,etf,,,VanEck Bitcoin ETF,USA,CBOE,,,sec_company_tickers_exchange,review
6342,etf,,,CoinShares Bitcoin ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6344,fund,,,WisdomTree Bitcoin Fund,USA,CBOE,,,sec_company_tickers_exchange,review
6345,etf,,,Grayscale Chainlink Trust ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6346,fund,,,Fidelity Wise Origin Bitcoin Fund,USA,CBOE,,,sec_company_tickers_exchange,review
6347,etf,,,Invesco Galaxy Bitcoin ETF,USA,CBOE,,,sec_company_tickers_exchange,review
6349,etf,,,VanEck Ethereum ETF,USA,CBOE,,,sec_company_tickers_exchange,review
6350,etf,,,Ark 21Shares Bitcoin ETF,USA,CBOE,,,sec_company_tickers_exchange,review
6351,fund,,,Eagle Point Institutional Income Fund,USA,NYSE,,,sec_company_tickers_exchange,review
6352,etf,,,Grayscale Solana Staking ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6353,right,,,"Forbright, Inc.",USA,NASDAQ,,,sec_company_tickers_exchange,review
6356,etf,,,iShares Bitcoin Trust ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6358,etf,,,21Shares Ethereum ETF,USA,CBOE,,,sec_company_tickers_exchange,review
6360,etf,,,Invesco Galaxy Ethereum ETF,USA,CBOE,,,sec_company_tickers_exchange,review
6361,fund,,,Fidelity Ethereum Fund,USA,CBOE,,,sec_company_tickers_exchange,review
6362,etf,,,iShares Ethereum Trust ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6364,etf,,,Bitwise Ethereum ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6365,etf,,,Grayscale Bitcoin Mini Trust ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6366,etf,,,Grayscale Ethereum Staking Mini ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6367,etf,,,VanEck Solana ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6368,etf,,,21Shares Solana ETF,USA,CBOE,,,sec_company_tickers_exchange,review
6369,etf,,,21Shares XRP ETF,USA,CBOE,,,sec_company_tickers_exchange,review
6370,etf,,,Hashdex Nasdaq CME Crypto Index ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6372,etf,,,Grayscale Sui Staking ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6373,etf,,,Grayscale Avalanche Staking ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6374,etf,,,Grayscale XRP Trust ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6375,etf,,,Bitwise XRP ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6376,etf,,,Canary Marinade Solana ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6377,etf,,,Bitwise Solana Staking ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6378,etf,,,Bitwise Dogecoin ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6379,etf,,,Grayscale Dogecoin Trust ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6382,etf,,,Canary Staked SUI ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6383,etf,,,VanEck Avalanche ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6384,etf,,,21Shares Sui ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6385,fund,,,Fidelity Solana Fund,USA,NYSE,,,sec_company_tickers_exchange,review
6386,etf,,,21Shares Dogecoin ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6387,etf,,,VanEck BNB ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6388,etf,,,Invesco Galaxy Solana ETF,USA,CBOE,,,sec_company_tickers_exchange,review
6389,etf,,,Bitwise Chainlink ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6390,etf,,,Bitwise Avalanche ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6391,etf,,,Bitwise Hyperliquid ETF,USA,NYSE,,,sec_company_tickers_exchange,review
6392,etf,,,iShares Bitcoin Premium Income ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6393,etf,,,21Shares Hyperliquid ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6394,etf,,,iShares Staked Ethereum Trust ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6397,etf,,,Grayscale Hyperliquid Staking ETF,USA,NASDAQ,,,sec_company_tickers_exchange,review
6514,fund,,,Virtus Convertible & Income Fund II,USA,NYSE,,,sec_company_tickers_exchange,review
