row_number,matched_terms,isin,symbol,name,country,exchange,mic,currency,source_provider,severity
9889,etf,,,Amundi MSCI Emerging Markets Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9890,etf,,,Amundi Msci Europe Quality Factor UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9910,etf,,,BNP PARIBAS EASY II Nasdaq 100 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9911,etf,,,BNP PARIBAS EASY II Nasdaq 100 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9915,etf;fund,,,UBS Property Fund - Swiss Residential Anfos,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9923,etf,,,Amundi Global Hydrogen UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9924,etf,,,Amundi Global Hydrogen UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9927,etf,,,Amundi Nasdaq-100 Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9928,etf,,,Amundi Nasdaq-100 Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9929,etf,,,Amundi Nasdaq-100 Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9930,etf,,,Amundi Nasdaq-100 Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9931,etf,,,Amundi Nasdaq-100 Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9942,etf,,,Amundi MSCI AC Asia Ex Japan UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9945,etf,,,iShares MSCI Pacific ex-Japan ESG Enhanced CTB UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9952,etf,,,Amundi MSCI Pacific Ex Japan SRI Climate Paris Aligned ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9953,etf,,,Amundi MSCI AC Asia Ex Japan UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9955,etf,,,Global X Clean Water UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9956,etf,,,Global X Clean Water UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9957,etf,,,Global X Clean Water UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9960,etf,,,abrdn Future Raw Materials UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9971,etf,,,ARK Artificial Intelligence & Robotics UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9973,etf,,,GLOBAL X DEFENCE TECH UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9974,etf,,,Future of European Defence Screened UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9975,etf,,,GLOBAL X DEFENCE TECH UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9992,etf,,,SS SPDR S&P Pan Asia Dividend Aristocrats UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9993,bond;etf,,,iShares $ Asia Investment Grade Corp Bond UCITS ETF SGD Hedged (Acc),,CBOE_EUROPE,,,cboe_europe_reference_data,review
9995,etf,,,Xtrackers Harvest CSI300 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9996,bond;etf,,,iShares Asia Investment Grade Corp Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9997,etf,,,Amundi MSCI China ESG Selection Extra UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9998,etf,,,Amundi MSCI China ESG Selection Extra UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10008,bond;etf,,,BNP Paribas Easy EUR Corp Bond SRI PAB 1-3Y UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10009,etf,,,BNP Paribas Easy JPM Screened EMBI Global Diversified Composite,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10010,etf,,,UBS MSCI USA Socially Responsible UCITS ETF/Lux,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10011,bond;etf,,,BNP Paribas Easy JPM Tilted EMU Government Bond IG 3-5Y,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10012,etf,,,BNP Paribas Easy EUR High Yield SRI Fossil Free UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10013,bond;etf,,,BNP Paribas Easy EUR Corp Bond SRI PAB UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10015,etf,,,UBS MSCI USA Socially Responsible UCITS ETF/Lux,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10017,etf,,,Future of Defence UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10018,etf,,,Kotak Indo-Pacific Defence UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10019,etf,,,Rex Tech Innovation Premium Income UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10020,etf,,,Rex Crypto Equity Income & Growth UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10021,etf;preferred,,,Infrastructure Capital Preferred Income UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10025,bond;etf,,,Invesco USD AT1 CoCo Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10049,etf,,,UBS MSCI Australia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10051,etf,,,UBS Gold hCHF ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10052,etf,,,L&G Gold Mining UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10053,etf,,,L&G Gold Mining UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10054,etf,,,L&G Gold Mining UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10055,etf,,,L&G Gold Mining UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10057,etf,,,Amundi MSCI Emerging Markets Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10058,etf,,,Amundi MSCI Emerging Markets Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10059,etf,,,Amundi MSCI Emerging Markets Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10060,etf,,,UBS MSCI Australia Universal UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10061,etf,,,UBS Gold hEUR ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10064,etf,,,UBS MSCI Australia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10065,etf,,,UBS MSCI Australia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10066,etf,,,UBS MSCI Australia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10067,etf,,,UBS MSCI Australia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10070,etf,,,UBS MSCI Australia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10071,etf,,,UBS MSCI Australia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10072,etf,,,UBS MSCI Australia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10073,etf,,,UBS MSCI Australia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10075,etf,,,BNP PARIBAS EASY ESG ENHANCED US UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10077,etf,,,UBS MSCI Australia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10078,etf,,,Amundi Australia S&P/ASX 200 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10084,etf,,,UBS Gold ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10088,etf,,,Avantis Global Small Cap Value UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10095,etf,,,Avantis Global Small Cap Value UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10097,etf,,,UBS MSCI World ex USA Climate Paris Aligned UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10098,etf,,,UBS MSCI EM Climate Paris Aligned UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10099,etf,,,UBS MSCI Japan Climate Paris Aligned UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10100,etf,,,UBS S&P 500 ESG Elite UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10101,etf,,,UBS S&P 500 ESG Elite UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10102,etf,,,UBS MSCI EMU Universal UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10103,etf,,,UBS MSCI Japan Universal UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10104,etf,,,UBS MSCI ACWI Socially Responsible UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10105,etf,,,UBS MSCI EMU Climate Paris Aligned UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10106,etf,,,Amundi PEA Eau (MSCI Water) UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10107,etf,,,BNP PARIBAS EASY II MSCI World PAB UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10108,etf,,,BNP Paribas Easy ESG Enhanced World UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10109,etf,,,UBS MSCI ACWI Universal UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10110,etf,,,UBS MSCI ACWI Universal UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10111,etf,,,UBS MSCI ACWI Universal UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10112,etf,,,UBS MSCI ACWI Universal UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10113,etf,,,UBS MSCI ACWI Socially Responsible UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10114,etf,,,UBS MSCI ACWI Socially Responsible UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10116,etf,,,iShares Asia ex Japan Equity Enhanced Active UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10117,etf,,,iShares Asia ex Japan Equity Enhanced Active UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10125,bond;etf,,,iShares EUR High Yield Corp Bond ESG SRI UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10126,etf,,,iShares MSCI EM IMI Screened UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10127,etf,,,iShares Asia Property Yield UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10128,etf,,,iShares Smart City Infrastructure UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10129,etf,,,iShares Smart City Infrastructure UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10130,etf,,,iShares MSCI World Information Technology Sector Advanced UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10140,bond;bonds;etf,,,iShares iBonds Dec 2026 Term EUR Corp UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10141,bond;bonds;etf,,,iShares iBonds Dec 2028 Term EUR Corp UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10144,etf,,,GLOBAL X EUROPEAN INFRASTRUCTURE DEVELOPMENT UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10146,etf,,,Amundi S&P 500 Buyback UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10147,etf,,,Amundi S&P 500 Buyback UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10172,etf,,,L&G Battery Value-Chain UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10173,etf,,,L&G Battery Value-Chain UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10175,etf,,,L&G Battery Value-Chain UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10179,bond;etf,,,JPMorgan Betabuilders US Treasury Bond 0-3 Months UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10180,etf,,,JPMorgan Betabuilders US Small Cap Equity UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10181,bond;etf,,,JPMorgan BetaBuilders EUR Govt Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10182,bond;etf,,,JPMorgan BetaBuilders EUR Govt Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10183,bond;etf,,,JPMorgan BetaBuilders EUR Govt Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10184,bond;etf,,,JPMorgan BetaBuilders US Treasury Bond 0-1 YR UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10185,bond;etf,,,JPMorgan BetaBuilders US Treasury Bond 0-1 YR UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10186,bond;etf,,,JPMorgan BetaBuilders US Treasury Bond 0-1 YR UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10189,bond;etf,,,JPMorgan BetaBuilders US Treasury Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10190,etf,,,JPMorgan Betabuilders US Small Cap Equity UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10191,bond;etf,,,JPMorgan BetaBuilders US Treasury Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10192,bond;etf,,,JPMorgan BetaBuilders US Treasury Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10193,bond;etf,,,JPMorgan BetaBuilders US Treasury Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10194,bond;etf,,,JPMorgan BetaBuilders US Treasury Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10195,etf,,,JPMorgan Betabuilders US Equity UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10196,etf,,,BBVA Accion Dow Jones Euro STOXX 50,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10197,etf,,,Accion Ibex 35 ETF FI Cotizado Armonizado,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10203,etf,,,UBS BBG Commodity CMCI SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10204,etf,,,UBS Solactive US Listed Gold & Silver Miners UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10207,etf,,,Invesco CoinShares Global Blockchain UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10208,etf,,,Invesco CoinShares Global Blockchain UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10210,etf,,,Invesco CoinShares Global Blockchain UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10211,etf,,,L&G All Commodities UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10229,etf,,,Amundi BEL 20 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10235,etf,,,Amundi FTSE MIB Daily -1X Inverse UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10276,etf,,,Bonhote-Immobilier SICAV-BIM,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10287,etf,,,L&G Pharma Breakthrough UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10288,etf,,,L&G Pharma Breakthrough UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10290,bond,,,Invesco Bond Income Plus Ltd,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10302,etf,,,BNP Paribas Easy JPM Screened EMBI Global Diversified Composite,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10303,etf,,,BNP Paribas Easy JPM Screened EMBI Global Diversified Composite,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10304,etf,,,BNP Paribas Easy ECPI Global ESG Blue Economy UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10305,etf,,,Global X Blockchain UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10306,etf,,,Global X Blockchain UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10307,etf,,,Global X Blockchain UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10308,etf,,,Global X Blockchain UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10309,etf,,,Wisdomtree Blockchain UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10317,etf,,,Global X Blockchain UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10321,etf,,,iShares Blockchain Technology UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10322,etf,,,iShares Blockchain Technology UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10324,etf,,,First Trust Indxx Innovative Transaction & Process UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10325,etf,,,First Trust Indxx Innovative Transaction & Process UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10326,etf,,,iShares Blockchain Technology UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10327,bond;etf,,,iShares Brazil LTN BRL Govt Bond UCITS ETF DE,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10342,etf,,,Amundi Euro Stoxx Banks UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10344,etf,,,iShares S&P US Banks UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10345,etf,,,iShares S&P US Banks UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10346,etf,,,Amundi Stoxx Europe 600 Banks UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10347,etf,,,Amundi Stoxx Europe 600 Banks UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10353,etf,,,Invesco CoinShares Global Blockchain UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10366,bond,,,Bonduelle SCA,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10376,etf,,,Global X Robotics & Artificial Intelligence UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10377,etf,,,Global X Robotics & Artificial Intelligence UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10378,etf,,,Global X Robotics & Artificial Intelligence UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10379,etf,,,Global X Robotics & Artificial Intelligence UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10385,fund,,,BioPharma Credit PLC/The Fund,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10386,fund,,,BioPharma Credit PLC/The Fund,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10390,etf,,,Nordea ETF ICAV - BetaPlus Enhanced European Select Equity UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10394,etf,,,Amundi MSCI Brazil UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10399,etf,,,Amundi Stoxx Europe 600 Basic Resources UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10400,etf,,,Amundi Stoxx Europe 600 Basic Resources UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10405,etf,,,iShares BIC 50 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10406,etf,,,GLOBAL X EUROPEAN INFRASTRUCTURE DEVELOPMENT UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10423,bond;etf,,,Invesco BulletShares 2026 USD Corporate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10425,bond;etf,,,Invesco BulletShares 2030 EUR Corporate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10426,bond;etf,,,Invesco BulletShares 2026 EUR Corporate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10427,bond;etf,,,Invesco BulletShares 2027 EUR Corporate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10428,bond;etf,,,Invesco BulletShares 2028 EUR Corporate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10429,bond;etf,,,Invesco BulletShares 2029 EUR Corporate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10430,fund,,,Bluefield Solar Income Fund Ltd,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10437,etf,,,Amundi EURO STOXX 50 Daily -1X Inverse UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10438,etf,,,Amundi EURO STOXX 50 Daily -1X Inverse UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10459,etf,,,Fineco AM MarketVectorTM Bioproduction Tech and Tools Sustainable UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10460,etf,,,iShares Nasdaq US Biotechnology UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10461,etf,,,iShares Nasdaq US Biotechnology UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10462,etf,,,iShares Nasdaq US Biotechnology UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10469,bond;etf,,,iShares USD Treasury Bond 7-10yr UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10470,bond;etf,,,Amundi Italy BTP Government Bond 10Y UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10471,bond;etf,,,Amundi Italy BTP Government Bond 1-3Y UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10472,etf,,,Amundi Italy BTP Daily -2x Inverse UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10473,etf,,,Amundi Italy BTP Daily -2x Inverse UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10479,etf,,,Global X Cybersecurity UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10480,etf,,,Global X Cybersecurity UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10481,etf,,,Global X Cybersecurity UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10482,etf,,,Global X Cybersecurity UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10483,etf,,,Global X Cybersecurity UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10487,etf,,,Amundi German Bund Daily -2x Inverse UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10491,etf,,,Invesco Global Buyback Achievers UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10492,etf,,,Invesco Global Buyback Achievers UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10493,etf,,,Invesco Global Buyback Achievers UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10504,etf,,,Amundi CAC 40 Daily -2X Inverse UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10505,etf,,,Amundi EURO STOXX 50 Daily -2X Inverse UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10506,etf,,,Amundi EURO STOXX 50 Daily -2X Inverse UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10507,etf,,,Amundi S&P 500 Buyback UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10515,etf,,,Amundi Core DAX UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10516,etf,,,Amundi Core DAX UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10517,etf,,,Amundi DivDAX UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10518,etf,,,Amundi SDAX UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10519,etf,,,Amundi FAZ 100 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10520,etf,,,Amundi MDAX ESG UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10521,etf,,,Amundi Core MSCI China A Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10522,etf,,,Amundi Core MSCI China A Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10523,etf,,,Amundi DJ Switzerland Titans 30 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10524,etf,,,Amundi MSCI UK IMI SRI Climate Paris Aligned ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10525,etf,,,OSSIAM EUROPE ESG MACHINE LEARNING,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10526,etf,,,Invesco S&P China A 300 Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10527,bond;etf,,,Amundi Euro Government Bond 0-6 M UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10528,bond;etf,,,Amundi Euro Government Bond 0-6 M UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10529,etf,,,Amundi CAC 40 ESG UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10530,etf,,,Amundi CAC 40 ESG UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10531,etf,,,Amundi CAC 40 ESG UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10532,etf,,,Amundi CAC 40 ESG UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10533,etf,,,Amundi Core EURO STOXX 50 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10534,etf,,,Amundi Core EURO STOXX 50 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10535,etf,,,Amundi Core EURO STOXX 50 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10536,etf,,,Amundi Core EURO STOXX 50 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10537,etf,,,Amundi Core EURO STOXX 50 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10538,etf,,,Amundi Stoxx Europe 50 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10540,etf,,,AMUNDI STOXX EUROPE 600 ESG,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10541,etf,,,AMUNDI STOXX EUROPE 600 ESG,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10545,etf,,,Amundi CAC 40 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10546,etf,,,Amundi CAC 40 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10550,etf,,,UBS MSCI Canada UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10551,etf,,,UBS MSCI Canada UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10552,etf,,,UBS MSCI Canada UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10561,etf,,,UBS MSCI Canada UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10562,etf,,,UBS MSCI Canada UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10563,etf,,,UBS MSCI Canada UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
