market_id,raw_candidates,raw_accepted_by_quality,raw_rejected_by_quality,eligible_new_candidates,rejected_candidates,duplicate_or_rejected_by_dedup,rejected_by_quality_filter,rejected_by_capacity_filter,projected_rows_after_addition,remaining_capacity_after_addition,ready_for_singapore_rebuild_candidate
SINGAPORE_SGX,1554,1180,374,358,1196,822,374,0,43066,1934,True
