candidate_id,market_id,country,country_code,exchange,mic,currency,source_id,source_file,extraction_method,ticker,symbol,trading_code,isin,name,instrument_type,sector,raw_payload,dedup_key,dedup_status,dedup_reason,quality_status,quality_reason
v2_21c_rejected_00001,COLOMBIA_BVC,Colombia,CO,BVC,XBOG,COP,BVC_OFFICIAL_ISSUERS_AND_PROSPECTUSES,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\BVC_OFFICIAL_ISSUERS_AND_PROSPECTUSES.html,regex_pattern_0_match_1,GTM,,,,KSZ85XQ8,,,"{""ticker"": ""GTM"", ""name"": ""KSZ85XQ8""}",COLOMBIA_BVC||gtm|ksz85xq8,rejected,duplicate_within_new_candidates,accepted,candidate_has_name_and_identifier
v2_21c_rejected_00002,COLOMBIA_BVC,Colombia,CO,BVC,XBOG,COP,BVC_OFFICIAL_ISSUERS_AND_PROSPECTUSES,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\BVC_OFFICIAL_ISSUERS_AND_PROSPECTUSES.html,regex_pattern_0_match_2,ICONTEC,,,,Carbono,,,"{""ticker"": ""ICONTEC"", ""name"": ""Carbono""}",COLOMBIA_BVC||icontec|carbono,rejected,disallowed_instrument_term=bono,rejected,disallowed_instrument_term=bono
v2_21c_rejected_00003,COLOMBIA_BVC,Colombia,CO,BVC,XBOG,COP,BVC_RESULTS_AND_ISSUER_INFORMATION,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\BVC_RESULTS_AND_ISSUER_INFORMATION.html,regex_pattern_0_match_0,GTM,,,,KSZ85XQ8'),,,"{""ticker"": ""GTM"", ""name"": ""KSZ85XQ8')""}",COLOMBIA_BVC||gtm|ksz85xq8,rejected,duplicate_within_new_candidates,accepted,candidate_has_name_and_identifier
v2_21c_rejected_00004,COLOMBIA_BVC,Colombia,CO,BVC,XBOG,COP,BVC_RESULTS_AND_ISSUER_INFORMATION,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\BVC_RESULTS_AND_ISSUER_INFORMATION.html,regex_pattern_0_match_1,GTM,,,,KSZ85XQ8,,,"{""ticker"": ""GTM"", ""name"": ""KSZ85XQ8""}",COLOMBIA_BVC||gtm|ksz85xq8,rejected,duplicate_within_new_candidates,accepted,candidate_has_name_and_identifier
v2_21c_rejected_00005,COLOMBIA_BVC,Colombia,CO,BVC,XBOG,COP,BVC_RESULTS_AND_ISSUER_INFORMATION,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\BVC_RESULTS_AND_ISSUER_INFORMATION.html,regex_pattern_0_match_2,ICONTEC,,,,Carbono,,,"{""ticker"": ""ICONTEC"", ""name"": ""Carbono""}",COLOMBIA_BVC||icontec|carbono,rejected,disallowed_instrument_term=bono,rejected,disallowed_instrument_term=bono
v2_21c_rejected_00006,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,SGX_CORPORATE_INFORMATION,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\SGX_CORPORATE_INFORMATION.html,regex_pattern_0_match_0,UA,,,,Compatible,,,"{""ticker"": ""UA"", ""name"": ""Compatible""}",SINGAPORE_SGX||ua|compatible,rejected,duplicate_within_new_candidates,accepted,candidate_has_name_and_identifier
v2_21c_rejected_00007,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,SGX_CORPORATE_INFORMATION,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\SGX_CORPORATE_INFORMATION.html,regex_pattern_0_match_1,5DY4G,,,,LV8JN-2CLEK-T7VJU,,,"{""ticker"": ""5DY4G"", ""name"": ""LV8JN-2CLEK-T7VJU""}",SINGAPORE_SGX||5dy4g|lv8jn2clekt7vju,rejected,duplicate_within_new_candidates,accepted,candidate_has_name_and_identifier
