raw_candidate_id,market_id,source_id,source_url,raw_file,raw_object_index,symbol,name,isin,instrument_type,sector,price,currency,raw_payload,raw_quality_status,raw_quality_reason
sgx_raw_000180,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,180,0.190,IJMW,,structuredwarrants,,0.157,SGD,"{""pv"": 0.17, ""lt"": 0.157, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""structuredwarrants"", ""du"": null, ""bv"": 4.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": ""2027-02-26"", ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": ""0.157"", ""c"": -0.013, ""sv"": 50.0, ""h"": 0.177, ""v_"": """", ""cn"": null, ""l"": 0.157, ""o"": 0.177, ""p_"": ""X"", ""p"": -7.647, ""change_vs_pc"": null, ""s"": ""0.190"", ""nc"": ""IJMW"", ""cx"": 0.0, ""vl"": 482.1, ""v"": 83311.3}",rejected,disallowed_instrument_term=warrant
sgx_raw_000181,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,181,0.071,D03,,stocks,,0.069,SGD,"{""pv"": 0.07, ""lt"": 0.069, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 19.1, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.069"", ""c"": -0.001, ""sv"": 10.2, ""h"": 0.07, ""v_"": """", ""cn"": null, ""l"": 0.069, ""o"": 0.07, ""p_"": """", ""p"": -1.429, ""change_vs_pc"": null, ""s"": ""0.071"", ""nc"": ""D03"", ""cx"": 0.0, ""vl"": 30.0, ""v"": 2093.1}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000182,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,182,0.840,P34,,stocks,,0.835,SGD,"{""pv"": 0.865, ""lt"": 0.835, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 134.7, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.835"", ""c"": -0.03, ""sv"": 1.6, ""h"": 0.865, ""v_"": """", ""cn"": null, ""l"": 0.83, ""o"": 0.865, ""p_"": """", ""p"": -3.468, ""change_vs_pc"": null, ""s"": ""0.840"", ""nc"": ""P34"", ""cx"": 0.0, ""vl"": 991.7, ""v"": 837834.5}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000183,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,183,10.700,TDED,,adrs,,10.7,SGD,"{""pv"": 10.47, ""lt"": 10.7, ""fn"": null, ""trading_time"": ""20260812_090254"", ""dp"": null, ""type"": ""adrs"", ""du"": null, ""bv"": 2.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": ""10.580"", ""c"": 0.23, ""sv"": 0.3, ""h"": 10.7, ""v_"": """", ""cn"": null, ""l"": 10.58, ""o"": 10.7, ""p_"": ""X"", ""p"": 2.197, ""change_vs_pc"": null, ""s"": ""10.700"", ""nc"": ""TDED"", ""cx"": 0.0, ""vl"": 4.3, ""v"": 45643.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000184,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,184,0.188,UZF,,stocks,,0.19,SGD,"{""pv"": 0.186, ""lt"": 0.19, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 12.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.170"", ""c"": 0.004, ""sv"": 7.5, ""h"": 0.19, ""v_"": """", ""cn"": null, ""l"": 0.19, ""o"": 0.19, ""p_"": """", ""p"": 2.151, ""change_vs_pc"": null, ""s"": ""0.188"", ""nc"": ""UZF"", ""cx"": 0.0, ""vl"": 0.1, ""v"": 19.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000185,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,185,3.850,D01,,stocks,,3.84,SGD,"{""pv"": 3.88, ""lt"": 3.84, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 11.1, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""3.830"", ""c"": -0.04, ""sv"": 1.4, ""h"": 3.88, ""v_"": """", ""cn"": null, ""l"": 3.82, ""o"": 3.88, ""p_"": """", ""p"": -1.031, ""change_vs_pc"": null, ""s"": ""3.850"", ""nc"": ""D01"", ""cx"": 0.0, ""vl"": 543.6, ""v"": 2090497.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000186,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,186,0.505,DCRU,,reits,,0.5,SGD,"{""pv"": 0.475, ""lt"": 0.5, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""reits"", ""du"": null, ""bv"": 334.5, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": ""0.500"", ""c"": 0.025, ""sv"": 668.0, ""h"": 0.515, ""v_"": """", ""cn"": null, ""l"": 0.475, ""o"": 0.48, ""p_"": ""X"", ""p"": 5.263, ""change_vs_pc"": null, ""s"": ""0.505"", ""nc"": ""DCRU"", ""cx"": 0.0, ""vl"": 7127.2, ""v"": 3531815.5}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000187,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,187,0.695,BAI,,stocks,,0.595,SGD,"{""pv"": 0.595, ""lt"": 0.595, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 0.1, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260807"", ""b"": ""0.595"", ""c"": 0.0, ""sv"": 0.1, ""h"": 0.0, ""v_"": """", ""cn"": null, ""l"": 0.0, ""o"": 0.0, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.695"", ""nc"": ""BAI"", ""cx"": 0.0, ""vl"": 0.0, ""v"": 0.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000188,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,188,0.002,532,,stocks,,0.001,SGD,"{""pv"": 0.001, ""lt"": 0.001, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 103815.1, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.001"", ""c"": 0.0, ""sv"": 207273.5, ""h"": 0.001, ""v_"": """", ""cn"": null, ""l"": 0.001, ""o"": 0.001, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.002"", ""nc"": ""532"", ""cx"": 0.0, ""vl"": 6225.0, ""v"": 6225.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000189,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,189,0.001,B91W,,companywarrants,,0.001,SGD,"{""pv"": 0.001, ""lt"": 0.001, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""companywarrants"", ""du"": null, ""bv"": 0.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": """", ""c"": 0.0, ""sv"": 129437.0, ""h"": 0.0, ""v_"": """", ""cn"": null, ""l"": 0.0, ""o"": 0.0, ""p_"": ""X"", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.001"", ""nc"": ""B91W"", ""cx"": 0.0, ""vl"": 0.0, ""v"": 0.0}",rejected,disallowed_instrument_term=warrant
sgx_raw_000190,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,190,0.066,5SO,,stocks,,0.066,SGD,"{""pv"": 0.06, ""lt"": 0.066, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 11.9, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.062"", ""c"": 0.006, ""sv"": 108.2, ""h"": 0.066, ""v_"": """", ""cn"": null, ""l"": 0.061, ""o"": 0.061, ""p_"": """", ""p"": 10.0, ""change_vs_pc"": null, ""s"": ""0.066"", ""nc"": ""5SO"", ""cx"": 0.0, ""vl"": 111.9, ""v"": 6865.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000191,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,191,0.006,YXRW,,companywarrants,,0.005,SGD,"{""pv"": 0.005, ""lt"": 0.005, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""companywarrants"", ""du"": null, ""bv"": 100.3, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": ""0.005"", ""c"": 0.0, ""sv"": 588.9, ""h"": 0.005, ""v_"": """", ""cn"": null, ""l"": 0.005, ""o"": 0.005, ""p_"": ""X"", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.006"", ""nc"": ""YXRW"", ""cx"": 0.0, ""vl"": 99.7, ""v"": 498.5}",rejected,disallowed_instrument_term=warrant
sgx_raw_000192,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,192,0.014,5CT,,stocks,,0.013,SGD,"{""pv"": 0.015, ""lt"": 0.013, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 715.6, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260807"", ""b"": ""0.013"", ""c"": -0.002, ""sv"": 753.8, ""h"": 0.013, ""v_"": """", ""cn"": null, ""l"": 0.013, ""o"": 0.013, ""p_"": """", ""p"": -13.333, ""change_vs_pc"": null, ""s"": ""0.014"", ""nc"": ""5CT"", ""cx"": 0.0, ""vl"": 2319.8, ""v"": 30157.4}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000193,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,193,0.006,5HG,,stocks,,0.005,SGD,"{""pv"": 0.005, ""lt"": 0.005, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 2100.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260706"", ""b"": ""0.004"", ""c"": 0.0, ""sv"": 1421.0, ""h"": 0.0, ""v_"": """", ""cn"": null, ""l"": 0.0, ""o"": 0.0, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.006"", ""nc"": ""5HG"", ""cx"": 0.0, ""vl"": 0.0, ""v"": 0.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000194,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,194,0.039,8YY,,stocks,,0.039,SGD,"{""pv"": 0.039, ""lt"": 0.039, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 11.3, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260806"", ""b"": ""0.034"", ""c"": 0.0, ""sv"": 99.9, ""h"": 0.039, ""v_"": """", ""cn"": null, ""l"": 0.034, ""o"": 0.034, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.039"", ""nc"": ""8YY"", ""cx"": 0.0, ""vl"": 65.4, ""v"": 2224.1}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000195,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,195,0.785,EGX,,stocks,,0.775,SGD,"{""pv"": 0.81, ""lt"": 0.775, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 1.5, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.775"", ""c"": -0.035, ""sv"": 3.8, ""h"": 0.81, ""v_"": """", ""cn"": null, ""l"": 0.76, ""o"": 0.81, ""p_"": """", ""p"": -4.321, ""change_vs_pc"": null, ""s"": ""0.785"", ""nc"": ""EGX"", ""cx"": 0.0, ""vl"": 557.3, ""v"": 434460.5}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000196,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,196,0.029,42Z,,stocks,,0.03,SGD,"{""pv"": 0.03, ""lt"": 0.03, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 40.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260722"", ""b"": ""0.022"", ""c"": 0.0, ""sv"": 84.2, ""h"": 0.0, ""v_"": """", ""cn"": null, ""l"": 0.0, ""o"": 0.0, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.029"", ""nc"": ""42Z"", ""cx"": 0.0, ""vl"": 0.0, ""v"": 0.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000197,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,197,0.315,MXNU,,reits,,0.315,SGD,"{""pv"": 0.315, ""lt"": 0.315, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""reits"", ""du"": null, ""bv"": 1575.6, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": ""0.310"", ""c"": 0.0, ""sv"": 388.5, ""h"": 0.315, ""v_"": """", ""cn"": null, ""l"": 0.31, ""o"": 0.315, ""p_"": ""X"", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.315"", ""nc"": ""MXNU"", ""cx"": 0.0, ""vl"": 523.0, ""v"": 164400.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000198,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,198,0.545,MENU,,reits,,0.545,SGD,"{""pv"": 0.54, ""lt"": 0.545, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""reits"", ""du"": null, ""bv"": 69.5, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": ""0.540"", ""c"": 0.005, ""sv"": 98.1, ""h"": 0.545, ""v_"": """", ""cn"": null, ""l"": 0.54, ""o"": 0.54, ""p_"": ""X"", ""p"": 0.926, ""change_vs_pc"": null, ""s"": ""0.545"", ""nc"": ""MENU"", ""cx"": 0.0, ""vl"": 7.1, ""v"": 3844.5}",accepted,structured_sgx_record_has_symbol_and_name
