raw_candidate_id,market_id,source_id,source_url,raw_file,raw_object_index,symbol,name,isin,instrument_type,sector,price,currency,raw_payload,raw_quality_status,raw_quality_reason
sgx_raw_000485,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,485,0.160,9DAW,,dlcertificates,,0.138,SGD,"{""pv"": 0.132, ""lt"": 0.138, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": 0.0, ""type"": ""dlcertificates"", ""du"": 0.0, ""bv"": 0.4, ""dpc"": 0.0, ""iiv"": null, ""iopv"": 0.0, ""ed"": ""2028-11-23"", ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": ""0.132"", ""c"": 0.009, ""sv"": 1.0, ""h"": 0.138, ""v_"": """", ""cn"": null, ""l"": 0.134, ""o"": 0.134, ""p_"": """", ""p"": 6.977, ""change_vs_pc"": ""0.146"", ""s"": ""0.160"", ""nc"": ""9DAW"", ""cx"": 0.129, ""vl"": 420.0, ""v"": 57120.0}",rejected,disallowed_instrument_term=certificate
sgx_raw_000486,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,486,31.190,O39,,stocks,,31.19,SGD,"{""pv"": 31.36, ""lt"": 31.19, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 0.6, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""31.180"", ""c"": -0.17, ""sv"": 12.2, ""h"": 31.36, ""v_"": """", ""cn"": null, ""l"": 30.93, ""o"": 31.2, ""p_"": """", ""p"": -0.542, ""change_vs_pc"": null, ""s"": ""31.190"", ""nc"": ""O39"", ""cx"": 0.0, ""vl"": 6807.9, ""v"": 211962582.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000487,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,487,0.032,92WW,,structuredwarrants,,0.031,SGD,"{""pv"": 0.031, ""lt"": 0.031, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""structuredwarrants"", ""du"": null, ""bv"": 0.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": ""2027-02-26"", ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": """", ""c"": 0.0, ""sv"": 200.0, ""h"": 0.0, ""v_"": """", ""cn"": null, ""l"": 0.0, ""o"": 0.0, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.032"", ""nc"": ""92WW"", ""cx"": 0.0, ""vl"": 0.0, ""v"": 0.0}",rejected,disallowed_instrument_term=warrant
sgx_raw_000488,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,488,0.039,1B6,,stocks,,0.035,SGD,"{""pv"": 0.035, ""lt"": 0.035, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 100.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.032"", ""c"": 0.0, ""sv"": 37.5, ""h"": 0.0, ""v_"": """", ""cn"": null, ""l"": 0.0, ""o"": 0.0, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.039"", ""nc"": ""1B6"", ""cx"": 0.0, ""vl"": 0.0, ""v"": 0.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000489,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,489,0.003,579,,stocks,,0.002,SGD,"{""pv"": 0.003, ""lt"": 0.002, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 98992.3, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.002"", ""c"": -0.001, ""sv"": 83828.2, ""h"": 0.003, ""v_"": """", ""cn"": null, ""l"": 0.002, ""o"": 0.003, ""p_"": """", ""p"": -33.333, ""change_vs_pc"": null, ""s"": ""0.003"", ""nc"": ""579"", ""cx"": 0.0, ""vl"": 2350.0, ""v"": 5000.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000490,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,490,0.045,43A,,stocks,,0.046,SGD,"{""pv"": 0.047, ""lt"": 0.046, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 65.8, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.040"", ""c"": -0.001, ""sv"": 30.0, ""h"": 0.046, ""v_"": """", ""cn"": null, ""l"": 0.039, ""o"": 0.042, ""p_"": """", ""p"": -2.128, ""change_vs_pc"": null, ""s"": ""0.045"", ""nc"": ""43A"", ""cx"": 0.0, ""vl"": 1763.9, ""v"": 75939.4}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000491,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,491,1.580,HQU,,stocks,,1.57,SGD,"{""pv"": 1.56, ""lt"": 1.57, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 53.1, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""1.560"", ""c"": 0.01, ""sv"": 39.1, ""h"": 1.59, ""v_"": """", ""cn"": null, ""l"": 1.54, ""o"": 1.58, ""p_"": """", ""p"": 0.641, ""change_vs_pc"": null, ""s"": ""1.580"", ""nc"": ""HQU"", ""cx"": 0.0, ""vl"": 657.6, ""v"": 1030708.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000492,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,492,0.035,KUX,,stocks,,0.05,SGD,"{""pv"": 0.05, ""lt"": 0.05, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 34.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260805"", ""b"": ""0.020"", ""c"": 0.0, ""sv"": 53.0, ""h"": 0.0, ""v_"": """", ""cn"": null, ""l"": 0.0, ""o"": 0.0, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.035"", ""nc"": ""KUX"", ""cx"": 0.0, ""vl"": 0.0, ""v"": 0.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000493,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,493,0.765,5CF,,stocks,,0.76,SGD,"{""pv"": 0.795, ""lt"": 0.76, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 79.6, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.760"", ""c"": -0.035, ""sv"": 0.1, ""h"": 0.8, ""v_"": """", ""cn"": null, ""l"": 0.76, ""o"": 0.8, ""p_"": """", ""p"": -4.403, ""change_vs_pc"": null, ""s"": ""0.765"", ""nc"": ""5CF"", ""cx"": 0.0, ""vl"": 2917.5, ""v"": 2281658.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000494,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,494,1.340,VC2,,stocks,,1.34,SGD,"{""pv"": 1.32, ""lt"": 1.34, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 112.3, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""1.330"", ""c"": 0.02, ""sv"": 180.4, ""h"": 1.34, ""v_"": """", ""cn"": null, ""l"": 1.31, ""o"": 1.32, ""p_"": """", ""p"": 1.515, ""change_vs_pc"": null, ""s"": ""1.340"", ""nc"": ""VC2"", ""cx"": 0.0, ""vl"": 4556.8, ""v"": 6055081.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000495,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,495,1.190,5ML,,stocks,,1.17,SGD,"{""pv"": 1.17, ""lt"": 1.17, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 8.6, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""1.170"", ""c"": 0.0, ""sv"": 0.7, ""h"": 1.19, ""v_"": """", ""cn"": null, ""l"": 1.17, ""o"": 1.19, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""1.190"", ""nc"": ""5ML"", ""cx"": 0.0, ""vl"": 8.5, ""v"": 10045.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000496,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,496,0.380,5SY,,stocks,,0.33,SGD,"{""pv"": 0.33, ""lt"": 0.33, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 0.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260728"", ""b"": """", ""c"": 0.0, ""sv"": 21.5, ""h"": 0.0, ""v_"": """", ""cn"": null, ""l"": 0.0, ""o"": 0.0, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.380"", ""nc"": ""5SY"", ""cx"": 0.0, ""vl"": 0.0, ""v"": 0.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000497,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,497,0.179,O08,,stocks,,0.162,SGD,"{""pv"": 0.179, ""lt"": 0.162, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 30.5, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.162"", ""c"": -0.017, ""sv"": 2.9, ""h"": 0.162, ""v_"": """", ""cn"": null, ""l"": 0.162, ""o"": 0.162, ""p_"": """", ""p"": -9.497, ""change_vs_pc"": null, ""s"": ""0.179"", ""nc"": ""O08"", ""cx"": 0.0, ""vl"": 4.0, ""v"": 648.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000498,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,498,0.150,OTS,,stocks,,0.136,SGD,"{""pv"": 0.142, ""lt"": 0.136, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 11.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260804"", ""b"": ""0.137"", ""c"": -0.006, ""sv"": 135.0, ""h"": 0.137, ""v_"": """", ""cn"": null, ""l"": 0.136, ""o"": 0.137, ""p_"": """", ""p"": -4.225, ""change_vs_pc"": null, ""s"": ""0.150"", ""nc"": ""OTS"", ""cx"": 0.0, ""vl"": 146.9, ""v"": 19988.4}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000499,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,499,0.995,LJ3,,stocks,,0.98,SGD,"{""pv"": 0.995, ""lt"": 0.98, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 3.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.985"", ""c"": -0.015, ""sv"": 1.0, ""h"": 0.99, ""v_"": """", ""cn"": null, ""l"": 0.98, ""o"": 0.985, ""p_"": """", ""p"": -1.508, ""change_vs_pc"": null, ""s"": ""0.995"", ""nc"": ""LJ3"", ""cx"": 0.0, ""vl"": 97.5, ""v"": 95960.0}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000500,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,500,0.039,5WA,,stocks,,0.039,SGD,"{""pv"": 0.038, ""lt"": 0.039, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 69.1, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.038"", ""c"": 0.001, ""sv"": 29.4, ""h"": 0.039, ""v_"": """", ""cn"": null, ""l"": 0.038, ""o"": 0.038, ""p_"": """", ""p"": 2.632, ""change_vs_pc"": null, ""s"": ""0.039"", ""nc"": ""5WA"", ""cx"": 0.0, ""vl"": 1538.6, ""v"": 58717.4}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000501,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,501,0.355,TS0U,,reits,,0.35,SGD,"{""pv"": 0.355, ""lt"": 0.35, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""reits"", ""du"": null, ""bv"": 2944.6, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": ""0.350"", ""c"": -0.005, ""sv"": 2407.3, ""h"": 0.355, ""v_"": """", ""cn"": null, ""l"": 0.35, ""o"": 0.355, ""p_"": """", ""p"": -1.408, ""change_vs_pc"": null, ""s"": ""0.355"", ""nc"": ""TS0U"", ""cx"": 0.0, ""vl"": 928.1, ""v"": 325984.5}",accepted,structured_sgx_record_has_symbol_and_name
sgx_raw_000502,SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,outputs\full_universe_source_acquisition\raw_targeted_market_endpoint_discovery_v2_21c3\006_SGX_SECURITIES_V1_1_JSON_EXTENDED.json,502,0.159,RQ1,,stocks,,0.159,SGD,"{""pv"": 0.159, ""lt"": 0.159, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 0.9, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260807"", ""b"": ""0.153"", ""c"": 0.0, ""sv"": 11.5, ""h"": 0.159, ""v_"": """", ""cn"": null, ""l"": 0.159, ""o"": 0.159, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.159"", ""nc"": ""RQ1"", ""cx"": 0.0, ""vl"": 65.0, ""v"": 10335.0}",accepted,structured_sgx_record_has_symbol_and_name
