selection_order,source_id,artifact_id,label,url,host,priority_score,capture_recommendation,direct_structured_file,selected_reason
1,hkex_securities_lists,hkex_securities_lists_page,Full List of Securities,https://www.hkex.com.hk/eng/services/trading/securities/securitieslists/ListOfSecurities.xlsx,www.hkex.com.hk,100,capture_in_v2_19L_FIX,True,top_primary_full_list_of_securities
2,hkex_equities,hkex_equities_page,List of Approved SPAC Exchange Participants,https://www.hkex.com.hk/-/media/HKEX-Market/Products/Securities/Equities/SPAC/List-of-Approved-SPAC-EP.xls,www.hkex.com.hk,95,capture_in_v2_19L_FIX,True,official_direct_structured_high_priority_download
3,hkex_securities_lists,hkex_securities_lists_page,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Securities-Using-Standard-Transfer-Form-(including-GEM)-By-Stock-Code-Order/secstkorder.xls,www.hkex.com.hk,70,capture_in_v2_19L_FIX,True,official_direct_structured_high_priority_download
4,hkex_securities_lists,hkex_securities_lists_page,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Securities-Using-Standard-Transfer-Form-(including-GEM)-By-English-Stock-Short-Name-Order/englishstk.xls,www.hkex.com.hk,70,capture_in_v2_19L_FIX,True,official_direct_structured_high_priority_download
5,hkex_securities_lists,hkex_securities_lists_page,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Redirect_List-of-Volatility-Control-Mechanism-(VCM)-Securities/list-of-vcm-securities.xls,www.hkex.com.hk,70,capture_in_v2_19L_FIX,True,official_direct_structured_high_priority_download
6,hkex_securities_lists,hkex_securities_lists_page,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Redirect_List-of-Closing-Auction-Session-(CAS)-Securities/list-of-cas-securities.xls,www.hkex.com.hk,70,capture_in_v2_19L_FIX,True,official_direct_structured_high_priority_download
7,hkex_securities_lists,hkex_securities_lists_page,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/ISINs-assigned-by-Other-Numbering-Agencies/isino.xls,www.hkex.com.hk,70,capture_in_v2_19L_FIX,True,official_direct_structured_high_priority_download
8,hkex_securities_lists,hkex_securities_lists_page,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/ISINs-assigned-by-HKEX/isinsehk.xls,www.hkex.com.hk,70,capture_in_v2_19L_FIX,True,official_direct_structured_high_priority_download
9,hkex_securities_lists,hkex_securities_lists_page,List of Dual Counter Securities,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Dual_Counter_Security_List.xlsx,www.hkex.com.hk,70,capture_in_v2_19L_FIX,True,official_direct_structured_high_priority_download
