source_id,provider,market,source_category,source_url,method,planned_raw_kind,priority,candidate_role,expected_confidence,filter_policy_ref,attempted,download_status,http_status,final_url,content_type,encoding,bytes,sha256,raw_artifact_path,error_type,error_message,captured_at_utc,notes
twse_openapi_swagger,TWSE,Taiwan,official_api_catalog,https://openapi.twse.com.tw/,GET,html/swagger_catalog,1,discovery_catalog,support,catalog_only,True,network_error_payload_captured,,https://openapi.twse.com.tw/,,,120,1d77f9d0d56c41625a5f35226b023935b53247e1ec09b492e2c5437cddbf38e6,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\01_twse_openapi_swagger_network_error_payload_captured.html,URLError,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Missing Subject Key Identifier (_ssl.c:1081)>,2026-08-11T09:20:30.238031+00:00,raw acquisition only; no candidate extraction performed
twse_listed_company_profile,TWSE,Taiwan,listed_company_profile,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,GET,json,2,primary_twse_candidate_source,high,ordinary_equity_filter,True,network_error_payload_captured,,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,120,1d77f9d0d56c41625a5f35226b023935b53247e1ec09b492e2c5437cddbf38e6,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\02_twse_listed_company_profile_network_error_payload_captured.json,URLError,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Missing Subject Key Identifier (_ssl.c:1081)>,2026-08-11T09:20:34.384350+00:00,raw acquisition only; no candidate extraction performed
twse_stock_day_all,TWSE,Taiwan,daily_trading_all_listed_stocks,https://openapi.twse.com.tw/v1/exchangeReport/STOCK_DAY_ALL,GET,json,3,twse_symbol_name_crosscheck,medium,ordinary_equity_filter,True,network_error_payload_captured,,https://openapi.twse.com.tw/v1/exchangeReport/STOCK_DAY_ALL,,,120,1d77f9d0d56c41625a5f35226b023935b53247e1ec09b492e2c5437cddbf38e6,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\03_twse_stock_day_all_network_error_payload_captured.json,URLError,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Missing Subject Key Identifier (_ssl.c:1081)>,2026-08-11T09:20:35.863813+00:00,raw acquisition only; no candidate extraction performed
twse_latest_listed_companies,TWSE,Taiwan,latest_listed_companies,https://www.twse.com.tw/en/company/newlisting?response=html,GET,html,4,new_listing_crosscheck,medium,ordinary_equity_filter,True,network_error_payload_captured,,https://www.twse.com.tw/en/company/newlisting?response=html,,,120,1d77f9d0d56c41625a5f35226b023935b53247e1ec09b492e2c5437cddbf38e6,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\04_twse_latest_listed_companies_network_error_payload_captured.html,URLError,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Missing Subject Key Identifier (_ssl.c:1081)>,2026-08-11T09:20:38.262950+00:00,raw acquisition only; no candidate extraction performed
tpex_openapi_swagger,TPEx,Taiwan,official_api_catalog,https://www.tpex.org.tw/openapi/,GET,html/swagger_catalog,5,discovery_catalog,support,catalog_only,True,downloaded_200,200,https://www.tpex.org.tw/openapi/,text/html,,3030,18593d5f3e094a37f567410f8c5cae493597d88ecf7a41d3efcae8c4baf59f02,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\05_tpex_openapi_swagger_200.html,,,2026-08-11T09:20:40.065275+00:00,raw acquisition only; no candidate extraction performed
tpex_daily_stock_quotes,TPEx,Taiwan,mainboard_daily_quotes,https://www.tpex.org.tw/en-us/mainboard/trading/info/pricing.html,GET,html/csv_link,6,primary_tpex_candidate_source,high_if_csv_download_resolves,ordinary_equity_filter,True,downloaded_200,200,https://www.tpex.org.tw/en-us/mainboard/trading/info/pricing.html,text/html,,11041,b1a4946420e5a2b0147f7a74d7dbed014b6c2576611406251cbb8e5572954621,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\06_tpex_daily_stock_quotes_200.csv,,,2026-08-11T09:20:42.110381+00:00,raw acquisition only; no candidate extraction performed
tpex_stock_pricing_page,TPEx,Taiwan,mainboard_stock_pricing,https://www.tpex.org.tw/en-us/mainboard/trading/info/stock-pricing.html,GET,html/csv_link,7,tpex_symbol_name_crosscheck,medium,ordinary_equity_filter,True,downloaded_200,200,https://www.tpex.org.tw/en-us/mainboard/trading/info/stock-pricing.html,text/html,,11038,c12cdcb94566cd5536b02de7efc0833b57f5e8892fda2425774cfc04a739f718,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\07_tpex_stock_pricing_page_200.csv,,,2026-08-11T09:20:45.489662+00:00,raw acquisition only; no candidate extraction performed
tpex_mainboard_applicant_companies,TPEx,Taiwan,applicant_companies,https://www.tpex.org.tw/en-us/mainboard/applying/status/company.html,GET,html/csv_link,8,applicant_review_only,low_review,applicant_exclusion_policy,True,downloaded_200,200,https://www.tpex.org.tw/en-us/mainboard/applying/status/company.html,text/html,,11085,5a6e21f68fa5acd5191e37de33a170bb81d2f61c1f14065db889e85529370710,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\08_tpex_mainboard_applicant_companies_200.csv,,,2026-08-11T09:20:46.687449+00:00,raw acquisition only; no candidate extraction performed
tpex_gisa_company,TPEx,Taiwan,gisa_company,https://www.tpex.org.tw/openapi/,GET,openapi_endpoint_discovery,9,deferred_or_review_only,low_review,non_mainboard_review_policy,True,downloaded_200,200,https://www.tpex.org.tw/openapi/,text/html,,3030,ab7df510dd9893691875ef45085a6abc09901f037892177542bb8a9bb1aa58a0,outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\09_tpex_gisa_company_200.html,,,2026-08-11T09:20:47.878307+00:00,raw acquisition only; no candidate extraction performed
