candidate_url,source_raw_file,base_validation_score,matched_hints,proposed_use,priority,risk,allowed_in_next_phase
https://live.euronext.com/fr/products/equities,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/nb/products/equities,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/nl/products/equities,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/pt/products/equities,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/de/products/equities,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/it/products/equities,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/en/products/equities/expert-market/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/en/markets/milan/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_milan_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/fr/markets/milan/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_milan_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/nb/markets/milan/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_milan_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/nl/markets/milan/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_milan_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/pt/markets/milan/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_milan_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/de/markets/milan/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_milan_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/it/markets/milan/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_milan_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/en/markets/oslo/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_oslo_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/fr/markets/oslo/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_oslo_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/nb/markets/oslo/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_oslo_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/nl/markets/oslo/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_oslo_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/pt/markets/oslo/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_oslo_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/de/markets/oslo/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_oslo_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/it/markets/oslo/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_oslo_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/en/markets/paris/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_paris_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
https://live.euronext.com/fr/markets/paris/equities/list?page=0,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_paris_equities_list.html,35,equities|euronext|live.euronext.com,possible_public_equity_listing_route_next_phase,2,medium,True
