version,phase,status,canonical_rows,promoted_rows,promoted_sha256,derived_cells,provenance_coverage_pct,overwrite_attempts,critical_failed_checks,metadata_artifact_promoted,canonical_dataset_modified,active_pointer_modified,production_scoring_authorized,scoring_promoted,openai_called,broker_called,full59k
v2.24F,Metadata Promotion / Freeze Decision,METADATA_PROMOTION_FREEZE_DECISION_COMPLETED_PROMOTED_ARTIFACT_CREATED_POINTER_UNCHANGED,43089,43089,01fef82316a458c65d42c08cb993feed9e0cc8178f4f7bf4f08835f169bfa74c,56002,100.0,0,0,True,False,False,False,False,False,False,DEPRECATED_DEFERRED
