version,phase_type,family,target,url,discovery_source,source_note,raw_output_path,fetched_at_utc,status,status_code,content_type,bytes,sha256,error
v2.12C,acquisition-only,hkex_official_direct_file,hkex_list_of_securities_xlsx_en,https://www.hkex.com.hk/eng/services/trading/securities/securitieslists/ListOfSecurities.xlsx,v2.12B acquisition contract,Official HKEX English List of Securities XLSX direct file.,outputs\full_universe_source_acquisition\raw\hkex_v2_12c\ListOfSecurities.xlsx,2026-07-08T10:45:52.372695+00:00,FETCHED_RAW_BYTES_PRESERVED,200,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1379361,dde8dad707a556e9d956d07c1f2e9bc3a9ee8fb6a5fd4109c6b49662133d4f3d,
v2.12C,acquisition-only,hkex_official_landing_page,hkex_securities_lists_page,https://www.hkex.com.hk/Services/Trading/Securities/Securities-Lists?sc_lang=en,v2.12B acquisition contract,Official HKEX Securities Lists landing page for provenance and discovery.,outputs\full_universe_source_acquisition\raw\hkex_v2_12c\securities_lists_page.html,2026-07-08T10:45:53.904096+00:00,FETCHED_RAW_BYTES_PRESERVED,200,text/html; charset=utf-8,397240,c9489161387542e10e588a954d02fe406d71a554e182f3ce2a43eecac35aeced,
