discovery_order,discovery_source,provider,origin_source_id,discovered_url,discovery_method,selected_for_download,selection_reason,notes
1,v2_18c_tpex_html_artifact,TPEx,tpex_openapi_swagger,https://www.tpex.org.tw/openapi/swagger.json,html_link_regex,True,official TWSE/TPEx HTML link/script reference containing csv/json/api/openapi token,source_html=outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\05_tpex_openapi_swagger_200.html; official_domain=True
2,v2_18c_tpex_html_artifact,TPEx,tpex_daily_stock_quotes,https://fonts.googleapis.com,html_link_regex,False,excluded_non_official_or_non_data_link,source_html=outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\06_tpex_daily_stock_quotes_200.csv; official_domain=False
3,v2_18c_tpex_html_artifact,TPEx,tpex_daily_stock_quotes,https://fonts.googleapis.com/css2?family=Noto+Sans+TC:wght@900&family=Noto+Serif+TC:wght@600;700&display=swap,html_link_regex,False,excluded_non_official_or_non_data_link,source_html=outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\06_tpex_daily_stock_quotes_200.csv; official_domain=False
4,v2_18c_tpex_html_artifact,TPEx,tpex_stock_pricing_page,https://fonts.googleapis.com,html_link_regex,False,excluded_non_official_or_non_data_link,source_html=outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\07_tpex_stock_pricing_page_200.csv; official_domain=False
5,v2_18c_tpex_html_artifact,TPEx,tpex_stock_pricing_page,https://fonts.googleapis.com/css2?family=Noto+Sans+TC:wght@900&family=Noto+Serif+TC:wght@600;700&display=swap,html_link_regex,False,excluded_non_official_or_non_data_link,source_html=outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\07_tpex_stock_pricing_page_200.csv; official_domain=False
6,v2_18c_tpex_html_artifact,TPEx,tpex_mainboard_applicant_companies,https://fonts.googleapis.com,html_link_regex,False,excluded_non_official_or_non_data_link,source_html=outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\08_tpex_mainboard_applicant_companies_200.csv; official_domain=False
7,v2_18c_tpex_html_artifact,TPEx,tpex_mainboard_applicant_companies,https://fonts.googleapis.com/css2?family=Noto+Sans+TC:wght@900&family=Noto+Serif+TC:wght@600;700&display=swap,html_link_regex,False,excluded_non_official_or_non_data_link,source_html=outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\08_tpex_mainboard_applicant_companies_200.csv; official_domain=False
8,v2_18c_tpex_html_artifact,TPEx,tpex_gisa_company,https://www.tpex.org.tw/openapi/swagger.json,html_link_regex,True,official TWSE/TPEx HTML link/script reference containing csv/json/api/openapi token,source_html=outputs\full_universe_source_acquisition\twse_tpex_raw_acquisition_v2_18c\09_tpex_gisa_company_200.html; official_domain=True
