version,phase,status,input_rows,input_scores_sha256,formula_reconstruction_rows,formula_reconstruction_pct,max_formula_reconstruction_error,explanation_archetypes,score_mean,data_quality_mean_contribution,scope_mean_contribution,provider_mean_contribution,attractiveness_mean_contribution,data_quality_share_of_mean_score_pct,complete_seven_field_rows,complete_seven_field_pct,largest_archetype_rows,largest_archetype_pct,mathematically_explainable,investment_attractiveness_explainable,production_scoring_authorized,scoring_promoted,explainability_promotion_ready,promoted_metadata_artifact_modified,active_pointer_modified,openai_called,broker_called,full59k,critical_failed_checks,recommended_next_phase
v2.25D,Score Explainability Report,SCORE_EXPLAINABILITY_COMPLETED_NOT_INVESTMENT_READY,33498,4a041712e66034044388dddb0d556c17dbba4bc1a982a6ae7e43d7b57ded5a8f,33498,100,0,19,70.6094,47.5801,16.8305,6.1989,0,67.3848,13086,39.065,10523,31.4138,true,false,false,false,false,false,false,false,false,DEPRECATED_DEFERRED,0,v2.25E - Scoring Promotion / Freeze Decision
