provider_id,provider_name,exchange,country,priority,route,first_expansion_candidate,provider_dir,expected_file_1,expected_file_2,expected_file_3,local_file_found,selected_file,readable,rows,columns,error
nasdaq_trader_nasdaqlisted,NASDAQ Trader ? nasdaqlisted,NASDAQ,USA,1,PRIMARY_ROUTE,True,data/raw/source_providers/nasdaq_trader_nasdaqlisted,data/raw/source_providers/nasdaq_trader_nasdaqlisted/nasdaq_trader_nasdaqlisted.csv,data/raw/source_providers/nasdaq_trader_nasdaqlisted/source.csv,data/raw/source_providers/nasdaq_trader_nasdaqlisted.csv,False,,False,0,0,
nasdaq_trader_otherlisted,NASDAQ Trader ? otherlisted,NYSE_AMEX_ARCA_CBOE_OTHER_US,USA,1,PRIMARY_ROUTE,True,data/raw/source_providers/nasdaq_trader_otherlisted,data/raw/source_providers/nasdaq_trader_otherlisted/nasdaq_trader_otherlisted.csv,data/raw/source_providers/nasdaq_trader_otherlisted/source.csv,data/raw/source_providers/nasdaq_trader_otherlisted.csv,False,,False,0,0,
nyse_listed_directory,NYSE Listed Company Directory,NYSE,USA,2,SECONDARY_ROUTE,True,data/raw/source_providers/nyse_listed_directory,data/raw/source_providers/nyse_listed_directory/nyse_listed_directory.csv,data/raw/source_providers/nyse_listed_directory/source.csv,data/raw/source_providers/nyse_listed_directory.csv,False,,False,0,0,
euronext_instruments,Euronext Listed Instruments,Euronext,Multi-country Europe,3,LATER_ROUTE,False,data/raw/source_providers/euronext_instruments,data/raw/source_providers/euronext_instruments/euronext_instruments.csv,data/raw/source_providers/euronext_instruments/source.csv,data/raw/source_providers/euronext_instruments.csv,False,,False,0,0,
lse_instruments,London Stock Exchange Instruments,London Stock Exchange,United Kingdom,3,LATER_ROUTE,False,data/raw/source_providers/lse_instruments,data/raw/source_providers/lse_instruments/lse_instruments.csv,data/raw/source_providers/lse_instruments/source.csv,data/raw/source_providers/lse_instruments.csv,False,,False,0,0,
xetra_frankfurt_instruments,Deutsche B?rse / Xetra instruments,Xetra / Frankfurt,Germany,3,LATER_ROUTE,False,data/raw/source_providers/xetra_frankfurt_instruments,data/raw/source_providers/xetra_frankfurt_instruments/xetra_frankfurt_instruments.csv,data/raw/source_providers/xetra_frankfurt_instruments/source.csv,data/raw/source_providers/xetra_frankfurt_instruments.csv,False,,False,0,0,
bme_instruments,BME / Bolsa de Madrid instruments,BME,Spain,3,LATER_ROUTE,False,data/raw/source_providers/bme_instruments,data/raw/source_providers/bme_instruments/bme_instruments.csv,data/raw/source_providers/bme_instruments/source.csv,data/raw/source_providers/bme_instruments.csv,False,,False,0,0,
jp_x_tse_instruments,Japan Exchange Group / Tokyo Stock Exchange,Tokyo Stock Exchange,Japan,4,LATER_ROUTE,False,data/raw/source_providers/jp_x_tse_instruments,data/raw/source_providers/jp_x_tse_instruments/jp_x_tse_instruments.csv,data/raw/source_providers/jp_x_tse_instruments/source.csv,data/raw/source_providers/jp_x_tse_instruments.csv,False,,False,0,0,
