selection_order,source_id,artifact_id,label,requested_url,final_url,official_scope_allowed,final_official_scope_allowed,priority_score,selected_reason,method,http_status,http_success,error_type,error_message,content_type,byte_count,sha256,raw_path,headers_path,fetched_at_utc,elapsed_ms
1,hkex_securities_lists,hkex_repair_01_full_list_of_securities,Full List of Securities,https://www.hkex.com.hk/eng/services/trading/securities/securitieslists/ListOfSecurities.xlsx,https://www.hkex.com.hk/eng/services/trading/securities/securitieslists/ListOfSecurities.xlsx,True,True,100,top_primary_full_list_of_securities,GET,200,True,,,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1382593,0cdb042847c03c3a57ee0d7efa105058a4ef2455500de5c26b503382a0c22259,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities_headers.json,2026-08-11T20:14:59.333196+00:00,1660
2,hkex_equities,hkex_repair_02_list_of_approved_spac_exchange_participants,List of Approved SPAC Exchange Participants,https://www.hkex.com.hk/-/media/HKEX-Market/Products/Securities/Equities/SPAC/List-of-Approved-SPAC-EP.xls,https://www.hkex.com.hk/-/media/HKEX-Market/Products/Securities/Equities/SPAC/List-of-Approved-SPAC-EP.xls,True,True,95,official_direct_structured_high_priority_download,GET,200,True,,,application/vnd.ms-excel,30720,7a1458bfa41200f5db20649ba8df5f2d6552071ce828aca267e24e6e65eaaa20,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\02_list_of_approved_spac_exchange_participants.xls,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\02_list_of_approved_spac_exchange_participants_headers.json,2026-08-11T20:15:01.880893+00:00,447
3,hkex_securities_lists,hkex_repair_03_secstkorder_xls,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Securities-Using-Standard-Transfer-Form-(including-GEM)-By-Stock-Code-Order/secstkorder.xls,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Securities-Using-Standard-Transfer-Form-(including-GEM)-By-Stock-Code-Order/secstkorder.xls,True,True,70,official_direct_structured_high_priority_download,GET,200,True,,,application/vnd.ms-excel,427520,f31d722c2fe98934f29ff868bd5e620aef34af45dbf38479670795fe8767c4bb,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\03_secstkorder_xls.xls,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\03_secstkorder_xls_headers.json,2026-08-11T20:15:02.921264+00:00,803
4,hkex_securities_lists,hkex_repair_04_englishstk_xls,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Securities-Using-Standard-Transfer-Form-(including-GEM)-By-English-Stock-Short-Name-Order/englishstk.xls,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Securities-Using-Standard-Transfer-Form-(including-GEM)-By-English-Stock-Short-Name-Order/englishstk.xls,True,True,70,official_direct_structured_high_priority_download,GET,200,True,,,application/vnd.ms-excel,434176,5384b88d5a18b776ae6a7c6d2ac1c5505b433ce6c0f0a35996c05c2335a4dfed,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\04_englishstk_xls.xls,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\04_englishstk_xls_headers.json,2026-08-11T20:15:04.367188+00:00,835
5,hkex_securities_lists,hkex_repair_05_list_of_vcm_securities_xls,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Redirect_List-of-Volatility-Control-Mechanism-(VCM)-Securities/list-of-vcm-securities.xls,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Redirect_List-of-Volatility-Control-Mechanism-(VCM)-Securities/list-of-vcm-securities.xls,True,True,70,official_direct_structured_high_priority_download,GET,200,True,,,application/vnd.ms-excel,45568,98a909c0830f5ca38e49440a77a0ecade55378c49a82ebf62a40ac569b3e93be,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\05_list_of_vcm_securities_xls.xls,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\05_list_of_vcm_securities_xls_headers.json,2026-08-11T20:15:05.824365+00:00,530
6,hkex_securities_lists,hkex_repair_06_list_of_cas_securities_xls,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Redirect_List-of-Closing-Auction-Session-(CAS)-Securities/list-of-cas-securities.xls,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Redirect_List-of-Closing-Auction-Session-(CAS)-Securities/list-of-cas-securities.xls,True,True,70,official_direct_structured_high_priority_download,GET,200,True,,,application/vnd.ms-excel,84992,7f0d3e7aab8b852d621fee30e3740a1bc0fd7c5a606b677c03c1b80bf00c1d64,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\06_list_of_cas_securities_xls.xls,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\06_list_of_cas_securities_xls_headers.json,2026-08-11T20:15:07.002183+00:00,570
7,hkex_securities_lists,hkex_repair_07_isino_xls,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/ISINs-assigned-by-Other-Numbering-Agencies/isino.xls,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/ISINs-assigned-by-Other-Numbering-Agencies/isino.xls,True,True,70,official_direct_structured_high_priority_download,GET,200,True,,,application/vnd.ms-excel,1883136,ddb040bd9afab4303ea6aae568941f921d26f9d33eb351cef99bab9e5e065176,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\07_isino_xls.xls,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\07_isino_xls_headers.json,2026-08-11T20:15:08.168421+00:00,694
8,hkex_securities_lists,hkex_repair_08_isinsehk_xls,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/ISINs-assigned-by-HKEX/isinsehk.xls,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/ISINs-assigned-by-HKEX/isinsehk.xls,True,True,70,official_direct_structured_high_priority_download,GET,200,True,,,application/vnd.ms-excel,1606656,38fd581c344a8620029f16e17fe19c80959cb22edbc289d28b2821353b1d6dd4,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\08_isinsehk_xls.xls,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\08_isinsehk_xls_headers.json,2026-08-11T20:15:09.500604+00:00,968
9,hkex_securities_lists,hkex_repair_09_list_of_dual_counter_securities,List of Dual Counter Securities,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Dual_Counter_Security_List.xlsx,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Dual_Counter_Security_List.xlsx,True,True,70,official_direct_structured_high_priority_download,GET,200,True,,,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,19751,b79e446159b3f80f9a4d9c796d9c3ca80969a87440922b13ed3e972a83139c60,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\09_list_of_dual_counter_securities.xlsx,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\09_list_of_dual_counter_securities_headers.json,2026-08-11T20:15:11.074392+00:00,409
