version,phase,status,gate_decision,input_metadata_dataset,input_metadata_rows,input_metadata_sha256,historical_scoring_rows,legacy_scoring_sha256,redesigned_scoring_sha256,metadata_blocker_resolved,manual_labels_available,attractiveness_score_available,controlled_dry_run_authorized,production_scoring_authorized,scoring_promoted,canonical_dataset_modified,promoted_metadata_artifact_modified,active_pointer_modified,active_pointer_sha256,critical_failed_checks,production_readiness_unmet_criteria,openai_called,broker_called,full59k,recommended_next_phase
v2.25A,Production Scoring Readiness Gate,PRODUCTION_SCORING_READINESS_GATE_COMPLETED_DRY_RUN_AUTHORIZED_PRODUCTION_BLOCKED,READY_FOR_CONTROLLED_DRY_RUN_NOT_READY_FOR_PRODUCTION,outputs/full_universe_source_acquisition/expanded_universe_v2_24f_metadata_promoted.csv,43089,01fef82316a458c65d42c08cb993feed9e0cc8178f4f7bf4f08835f169bfa74c,33498,a93d48e4bdead6ca8e378a9949cf056c4970e9c1f6a2e8963d7ddbb170e358d1,096ab26fc05bf9f37d80d99ea934f41be12126b10295e506180bb5eb8ebb7edb,True,False,False,True,False,False,False,False,False,61ceca33292a20e00f21a1cb34f7c824c50944818111b8c02834a2e7c74eabf4,0,4,False,False,DEPRECATED_DEFERRED,v2.25B - Production Scoring Dry Run v2
