audit_id,row_type,symbol,name,exchange,source_id,validation_status,dry_run_decision,recommended_for_rebuild_candidate,action,detail
7d7e2a7cb5642b40,candidate_addition,IRR,Irruptive Metals Corp.,TSXV,tmx_money_recent_listings,net_new_candidate_high_confidence_dry_run,review_net_new_candidate,True,add_to_candidate_dataset_only,added_to_v2_16g_candidate_dataset_not_to_canonical
