path,updated,before_sha,after_sha,old_refs_before,old_refs_after,new_refs_before,new_refs_after,old_refs_replaced,new_refs_added,planned_scope
outputs/audit/documentation_canonical_dataset_path_v2_14i.json,True,f55aa4957df82b79d9d64a37b9f5caae49436747604b53b3a69de6a2c20bea61,4172515871ab5ddce00317b443a43b1b1fed101b53632cb34d5bfdc675758e83,1,0,0,1,1,1,controlled_update_candidate
outputs/audit/eol_guard_v2_14k.json,True,911f4eb3b3969a5907c5a3e597233cbf798e009652e66912010984e15af6bbcb,b69d584b5fb35ce98942d5ce18a105bfadfe6057a129d22fe3e27ede1d6f02d6,1,0,0,1,1,1,controlled_update_candidate
tests/test_expanded_universe_post_closure_v2_14j.py,True,844958e81a39e295866c884b4968cba6c3d5afd06b2477b024a3c89df557be31,d96b54e56ed3a3143661b772eeb8a1b9c66f5d1415cc314b73bb912c3990c636,1,0,0,1,1,1,controlled_update_candidate
