version,phase,status,canonical_rows,canonical_sha256_before,canonical_sha256_after,canonical_materialized_sha256_before,canonical_materialized_sha256_after,derived_cells,provenance_coverage_pct,overwrite_attempts,conflicts,control_changed_rows,critical_failed_checks,canonical_dataset_modified,active_pointer_modified,production_scoring_authorized,scoring_promoted,openai_called,broker_called,full59k
v2.24E,Metadata Improvement Dry Run,METADATA_IMPROVEMENT_DRY_RUN_COMPLETED_NO_PROMOTION,43089,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707,72a02a82851c6b6e14a43944e817700010516286defd8f9984991fb4d1ea50d4,72a02a82851c6b6e14a43944e817700010516286defd8f9984991fb4d1ea50d4,56002,100.0,0,0,0,0,False,False,False,False,False,False,DEPRECATED_DEFERRED
