market_id,source_id,source_file,raw_bytes,sha256,contains_table_tag,html_table_count,next_data_object_count,script_tag_count,link_count,candidate_relevant_marker_count
COLOMBIA_BVC,BVC_OFFICIAL_ISSUERS_AND_PROSPECTUSES,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\BVC_OFFICIAL_ISSUERS_AND_PROSPECTUSES.html,38628,9d6251022406fdbe913a95af63e762049bdbc2e476d679cee004b8801a52ce8a,False,0,267,13,0,2
COLOMBIA_BVC,BVC_RESULTS_AND_ISSUER_INFORMATION,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\BVC_RESULTS_AND_ISSUER_INFORMATION.html,38872,2418ab934cb662c5732f9756a146eb028aeec4805a49c0e1e87ebe4a2525d3ce,False,0,272,13,0,2
SINGAPORE_SGX,SGX_SECURITIES_PRICES,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\SGX_SECURITIES_PRICES.html,14859,ffbb004bab166671f26416cc04199ac0a8adc43cf8a72f9689d23ef1632a6645,False,0,0,10,10,2
SINGAPORE_SGX,SGX_CORPORATE_INFORMATION,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\SGX_CORPORATE_INFORMATION.html,14860,5cf56ce4c368e669e22a5d18ea5eb6752a2b9ef5a11a8c1898620bd19ee0a60b,False,0,0,10,10,2
