version,phase,status,dry_run_decision,policy_commit,baseline_rows,baseline_sha256,provider_buckets,replayed_provider_buckets,replayed_rows,replayed_row_coverage_pct,held_provider_buckets,held_rows,live_fetch_attempted,live_freshness_verified,logical_candidate_rows,logical_candidate_sha256,candidate_is_new_physical_copy,candidate_is_operational,promotion_eligible,added_rows,removed_rows,changed_rows,unresolved_duplicates,critical_provider_failures,operational_pointer_modified,metadata_baseline_modified,scoring_pointer_modified,production_scoring_authorized,scoring_promoted,openai_called,broker_called,full59k,critical_failed_checks,warning_checks,recommended_next_phase
v2.26B,Provider Refresh Dry Run,PROVIDER_REFRESH_DRY_RUN_COMPLETED_REPLAY_NO_LIVE_FETCH_NO_PROMOTION,CONTROLLED_REPOSITORY_REPLAY_ACCEPTED_FOR_DELTA_SYSTEM_TESTING,d54c6b6f05e7e7c1d7628e7fb3ffda80ba88c1be,43089,01fef82316a458c65d42c08cb993feed9e0cc8178f4f7bf4f08835f169bfa74c,14,13,41076,95.3283,1,2013,false,false,43089,01fef82316a458c65d42c08cb993feed9e0cc8178f4f7bf4f08835f169bfa74c,false,false,false,0,0,0,0,0,false,false,false,false,false,false,false,DEPRECATED_DEFERRED,0,1,v2.26C - Delta Detection System
