addition_id,raw_symbol,raw_name,raw_exchange,confidence_bucket,source_id,validation_status,dry_run_decision,rebuild_candidate_reason,mapped_symbol_column,mapped_name_column,mapped_exchange_column,candidate_dataset_row_index,evidence,notes
79906c06e40ef687,IRR,Irruptive Metals Corp.,TSXV,high,tmx_money_recent_listings,net_new_candidate_high_confidence_dry_run,review_net_new_candidate,symbol_absent_from_canonical_high_confidence,ticker,company_name,exchange,38288,"{""symbol"":""IRR"",""longName"":""Irruptive Metals Corp."",""rank"":29,""metric"":""TSXV"",""price"":1.5,""priceChange"":0,""percentChange"":0,""volume"":63410,""__typename"":""StockListItem""}",json_like_embedded_object
