artifact_id,source_id,label,url,http_status,http_success,content_type,byte_count,extension,structured_extension,official_scope_allowed,final_official_scope_allowed,is_top_primary_full_list,raw_path
hkex_repair_01_full_list_of_securities,hkex_securities_lists,Full List of Securities,https://www.hkex.com.hk/eng/services/trading/securities/securitieslists/ListOfSecurities.xlsx,200,True,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1382593,.xlsx,True,True,True,True,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx
hkex_repair_02_list_of_approved_spac_exchange_participants,hkex_equities,List of Approved SPAC Exchange Participants,https://www.hkex.com.hk/-/media/HKEX-Market/Products/Securities/Equities/SPAC/List-of-Approved-SPAC-EP.xls,200,True,application/vnd.ms-excel,30720,.xls,True,True,True,False,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\02_list_of_approved_spac_exchange_participants.xls
hkex_repair_03_secstkorder_xls,hkex_securities_lists,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Securities-Using-Standard-Transfer-Form-(including-GEM)-By-Stock-Code-Order/secstkorder.xls,200,True,application/vnd.ms-excel,427520,.xls,True,True,True,False,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\03_secstkorder_xls.xls
hkex_repair_04_englishstk_xls,hkex_securities_lists,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Securities-Using-Standard-Transfer-Form-(including-GEM)-By-English-Stock-Short-Name-Order/englishstk.xls,200,True,application/vnd.ms-excel,434176,.xls,True,True,True,False,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\04_englishstk_xls.xls
hkex_repair_05_list_of_vcm_securities_xls,hkex_securities_lists,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Redirect_List-of-Volatility-Control-Mechanism-(VCM)-Securities/list-of-vcm-securities.xls,200,True,application/vnd.ms-excel,45568,.xls,True,True,True,False,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\05_list_of_vcm_securities_xls.xls
hkex_repair_06_list_of_cas_securities_xls,hkex_securities_lists,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Redirect_List-of-Closing-Auction-Session-(CAS)-Securities/list-of-cas-securities.xls,200,True,application/vnd.ms-excel,84992,.xls,True,True,True,False,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\06_list_of_cas_securities_xls.xls
hkex_repair_07_isino_xls,hkex_securities_lists,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/ISINs-assigned-by-Other-Numbering-Agencies/isino.xls,200,True,application/vnd.ms-excel,1883136,.xls,True,True,True,False,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\07_isino_xls.xls
hkex_repair_08_isinsehk_xls,hkex_securities_lists,,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/ISINs-assigned-by-HKEX/isinsehk.xls,200,True,application/vnd.ms-excel,1606656,.xls,True,True,True,False,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\08_isinsehk_xls.xls
hkex_repair_09_list_of_dual_counter_securities,hkex_securities_lists,List of Dual Counter Securities,https://www.hkex.com.hk/-/media/HKEX-Market/Services/Trading/Securities/Securities-Lists/Dual_Counter_Security_List.xlsx,200,True,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,19751,.xlsx,True,True,True,False,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\09_list_of_dual_counter_securities.xlsx
