row_number,ticker,exchange,source_provider,changed_field_count,metadata_backfill_status,original_country,proposed_country,country_rule_id,original_mic,proposed_mic,mic_rule_id,original_currency,proposed_currency,currency_rule_id,original_asset_type,proposed_asset_type,asset_type_rule_id,original_instrument_type,proposed_instrument_type,instrument_type_rule_id,original_instrument_scope,proposed_instrument_scope,instrument_scope_rule_id
1,AACB,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
2,AACI,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
3,AACO,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
4,AACP,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
5,AAL,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
6,AAME,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
7,AAOI,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
8,AAON,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
9,AAPG,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,adr_equity,TAX_NASDAQ_ADR_001,ADR,ADR,,IN_SCOPE_ADR,IN_SCOPE_ADR,
10,AAPL,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
11,AARD,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
12,ABAT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
13,ABCL,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
14,ABEO,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
15,ABLV,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
16,ABNB,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
17,ABOS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
18,ABSI,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
19,ABTC,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
20,ABTS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
21,ABUS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
22,ABVC,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
23,ACAA,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
24,ACAD,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
25,ACB,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
26,ACCL,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
27,ACDC,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
28,ACET,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
29,ACFN,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
30,ACGC,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
31,ACGL,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
32,ACHC,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
33,ACHV,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
34,ACIC,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
35,ACIU,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
36,ACIW,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
37,ACLS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
38,ACMR,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
39,ACNB,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
40,ACNT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
41,ACOG,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
42,ACON,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
43,ACRS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
44,ACRV,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
45,ACT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
46,ACTG,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
47,ACTU,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
48,ACXP,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
49,ADAC,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
50,ADAG,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,adr_equity,TAX_NASDAQ_ADR_001,ADR,ADR,,IN_SCOPE_ADR,IN_SCOPE_ADR,
51,ADAM,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
52,ADBE,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
53,ADEA,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
54,ADGM,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
55,ADI,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
56,ADIL,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
57,ADMA,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
58,ADP,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
59,ADPT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
60,ADSE,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,adr_equity,TAX_NASDAQ_ADR_001,ADR,ADR,,IN_SCOPE_ADR,IN_SCOPE_ADR,
61,ADSK,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
62,ADTN,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
63,ADUR,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
64,ADUS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
65,ADV,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
66,ADVB,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
67,AEAQ,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
68,AEBI,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
69,AEC,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
70,AEHL,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
71,AEHR,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
72,AEI,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
73,AEIS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
74,AEMD,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
75,AENT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
76,AEP,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
77,AERT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
78,AESP,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
79,AEVA,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
80,AEYE,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
81,AFBI,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
82,AFCG,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
83,AFJK,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
84,AFRI,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
