row_number,ticker,exchange,source_provider,changed_field_count,metadata_backfill_status,original_country,proposed_country,country_rule_id,original_mic,proposed_mic,mic_rule_id,original_currency,proposed_currency,currency_rule_id,original_asset_type,proposed_asset_type,asset_type_rule_id,original_instrument_type,proposed_instrument_type,instrument_type_rule_id,original_instrument_scope,proposed_instrument_scope,instrument_scope_rule_id
41836,FEX.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41837,FFI.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41838,FID.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41839,FIN.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41840,FDR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41841,FNX.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41842,FRB.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41843,FGR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41844,FL1.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41845,FZR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41846,FPR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41847,FWD.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41848,FBU.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41849,FRX.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41850,FLT.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41851,FG1.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41852,FMR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41853,FML.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41854,FGH.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41855,FEL.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41856,FOS.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41857,FCG.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41858,FHS.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41859,FLN.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41860,FRW.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41861,FDV.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41862,FHE.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41863,FSA.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41864,A50.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_or_equity_like_unclassified,ordinary_or_equity_like_unclassified,,equity_like,equity_like,,ordinary_or_equity_like_unclassified,ordinary_or_equity_like_unclassified,
41865,FGX.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41866,FGG.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41867,G11.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41868,G50.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41869,GLN.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41870,GAL.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41871,GDF.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41872,GML.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41873,GBM.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41874,GCM.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41875,GDI.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41876,GLF.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41877,GDG.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41878,GMD.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41879,GES.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41880,GTG.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41881,GNP.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41882,GPR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41883,GC1.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41884,GL1.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41885,ETP.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_or_equity_like_unclassified,ordinary_or_equity_like_unclassified,,equity_like,equity_like,,ordinary_or_equity_like_unclassified,ordinary_or_equity_like_unclassified,
41886,GLB.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41887,GBE.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41888,GRL.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41889,GD8.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41890,ZAU.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_or_equity_like_unclassified,ordinary_or_equity_like_unclassified,,equity_like,equity_like,,ordinary_or_equity_like_unclassified,ordinary_or_equity_like_unclassified,
41891,GA8.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41892,GCR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41893,GED.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41894,GDR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41895,G88.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41896,GMG.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41897,GO1.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_or_equity_like_unclassified,ordinary_or_equity_like_unclassified,,equity_like,equity_like,,ordinary_or_equity_like_unclassified,ordinary_or_equity_like_unclassified,
41898,GG8.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41899,GOW.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41900,GPT.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41901,GQG.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_or_equity_like_unclassified,ordinary_or_equity_like_unclassified,,equity_like,equity_like,,ordinary_or_equity_like_unclassified,ordinary_or_equity_like_unclassified,
41902,GNG.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41903,GGE.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41904,GRR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41905,GTI.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41906,GBL.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41907,GR8.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41908,GDM.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41909,GNM.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41910,GG1.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41911,GT1.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41912,GT3.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41913,GRE.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41914,GRV.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41915,GW1.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41916,G6M.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41917,G1C.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41918,GOZ.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41919,GCI.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41920,GUL.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41921,GUM.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41922,GYG.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41923,GWA.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41924,GRS.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41925,GWR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41926,HCF.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41927,H2G.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41928,H3E.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41929,HG1.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41930,HMG.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41931,HMX.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41932,HSN.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41933,HAR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41934,HT8.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41935,HVN.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41936,HAV.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41937,HWK.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41938,HZR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41939,HLS.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41940,HCW.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,a_reit_equity_like,a_reit_equity_like,,reit,reit,,a_reit_equity_like,a_reit_equity_like,
41941,HGH.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41942,HM1.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41943,HVY.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41944,HRE.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41945,HE8.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41946,HLO.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41947,HMD.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41948,HPR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41949,HYB.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_or_equity_like_unclassified,ordinary_or_equity_like_unclassified,,equity_like,equity_like,,ordinary_or_equity_like_unclassified,ordinary_or_equity_like_unclassified,
41950,HYR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_or_equity_like_unclassified,ordinary_or_equity_like_unclassified,,equity_like,equity_like,,ordinary_or_equity_like_unclassified,ordinary_or_equity_like_unclassified,
41951,HFR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41952,HTM.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41953,HGO.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41954,HPG.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41955,HIQ.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41956,HCT.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41957,HRN.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41958,HZN.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41959,HOR.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41960,HCH.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
41961,HUB.AX,ASX,ASX,0,NO_DETERMINISTIC_CHANGE,Australia,Australia,,XASX,XASX,,AUD,AUD,,ordinary_equity,ordinary_equity,,equity,equity,,ordinary_equity,ordinary_equity,
