endpoint_id,endpoint_url,status_code,ok,content_type,sampled_bytes,payload_saved_to_disk,json_top_level_type,candidate_container_path,raw_rows_seen,candidate_rows_extracted,valid_isin_rows,rows_with_mic,rows_with_name,rows_with_symbol,rows_with_currency,high_quality,medium_quality,low_quality,unique_isins,quality_notes
d9534f9c8846e89c,https://live.euronext.com/en/instrumentSearch/searchJSON,200,True,application/json,80,False,list,$,1,0,0,0,0,0,0,0,0,0,0,OK_DRY_RUN_RAW_CANDIDATES_ONLY_NO_CANONICAL_READ_NO_NET_NEW_NO_REBUILD
fadba7b6f3060cf1,https://live.euronext.com/en/instrumentSearch/searchJsonByMic?listMics&amp;instruType=Stock&amp;idBlockSearchBox=134,200,True,application/json,80,False,list,$,1,0,0,0,0,0,0,0,0,0,0,OK_DRY_RUN_RAW_CANDIDATES_ONLY_NO_CANONICAL_READ_NO_NET_NEW_NO_REBUILD
