version,phase,status,closure_decision,closed_phase_range,canonical_dataset,canonical_rows,canonical_sha256,canonical_contract_sha256,promoted_metadata_dataset,promoted_rows,promoted_sha256,deterministically_improved_cells,provenance_coverage_pct,overwrite_attempts,critical_failed_checks,metadata_artifact_promoted,canonical_dataset_modified,active_pointer_modified,active_pointer_sha256,production_scoring_authorized,scoring_promoted,openai_called,broker_called,full59k,recommended_next_phase
v2.24G,Metadata Closure Report,METADATA_CLOSURE_REPORT_COMPLETED_V2_24_CLOSED_SCORING_READINESS_DEFERRED,V2_24_CLOSED_METADATA_ARTIFACT_PROMOTED_OPERATIONAL_ACTIVATION_DEFERRED,v2.24A-v2.24G,outputs/full_universe_source_acquisition/expanded_universe_v2_21h_activated_operational_reference.csv,43089,72a02a82851c6b6e14a43944e817700010516286defd8f9984991fb4d1ea50d4,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707,outputs/full_universe_source_acquisition/expanded_universe_v2_24f_metadata_promoted.csv,43089,01fef82316a458c65d42c08cb993feed9e0cc8178f4f7bf4f08835f169bfa74c,56002,100.0,0,0,True,False,False,61ceca33292a20e00f21a1cb34f7c824c50944818111b8c02834a2e7c74eabf4,False,False,False,False,DEPRECATED_DEFERRED,v2.25A - Production Scoring Readiness Gate
