row_number,classification,matched_terms,reason,isin,ticker,name,exchange,country,mic,currency,source_provider,asset_type,instrument_type,instrument_scope
9541,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,5ESGEm,UBS S&P 500 Scored & Screened UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9542,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,5ESGSz,UBS S&P 500 Scored & Screened UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9543,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,5ESGd,Invesco S&P 500 Scored & Screened UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9544,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,5ESGm,Invesco S&P 500 Scored & Screened UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9545,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,5MVWd,iShares MSCI World Energy Sector UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9546,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,5PABd,Global X S&P 500 Annual Buffer UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9547,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,5PAHd,Global X S&P 500 Annual Tail Hedge UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9549,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,5PXEz,Invesco S&P 500 Scored & Screened UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9550,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,5UOAd,iShares USD Corp Bond ESG SRI UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9552,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,600Xa,SS SPDR STOXX Europe 600 SRI UCIT,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9553,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,600Xm,SS SPDR STOXX Europe 600 SRI UCIT,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9556,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,6PSAd,Invesco RAFI US Fundamental Value UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9557,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,6PSCd,Invesco RAFI Europe Fundamental Value UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9558,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,6TVLd,Amundi STOXX Europe 600 Consumer Discretionary UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9559,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,6TVMd,Amundi Core S&P 500 Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9564,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,7USHd,Amundi US Treasury Bond 7-10Y UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9565,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,84X0d,iShares MSCI EM EX-China UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9569,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,8R80d,Amundi MSCI Japan SRI Climate Paris Aligned ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9573,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,94VEd,Global X US Infrastructure Development UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9574,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,9W1Ad,BNP Paribas Easy MSCI China Min TE/ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9575,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,9W1d,BNP Paribas Easy MSCI China Min TE/ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9576,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,A01Ud,BNP PARIBAS EASY II Bloomberg US Treasury 0-1Y UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9580,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,A4HCd,Amundi Core Euro Government Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9581,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,A500m,Amundi S&P 500 Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9583,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AAA13m,Amundi Euro Highest Rated Macro-Weighted Government Bond 1-3Y UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9584,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AAA35m,Amundi Euro Highest Rated Macro-Weighted Government Bond 3-5Y UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9590,residual_review_required,fund,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AAIFl,Aberdeen Asian Income Fund Ltd,CBOE_EUROPE,,,,cboe_europe_reference_data,,EQTY,
9596,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AASIm,Amundi Msci EM Asia UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9597,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AASIp,Amundi Msci EM Asia UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9598,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AASIz,Amundi Msci EM Asia UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9599,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AASUp,Amundi Msci EM Asia UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9637,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACE32m,BNP Paribas Easy ESG Enhanced EUR Corp Bond December 2032 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9641,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACGUKz,UBS MSCI ACWI SF UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9644,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACM9d,Amundi MSCI World Ex EMU UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9652,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACUGd,Amundi MSCI Emerging Markets SRI Climate Paris Aligned ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9653,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACUVd,Amundi MSCI AC Far East Ex Japan ESG Selection - UCITS ETF DR,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9654,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACWDl,SS SPDR MSCI All Country World UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9655,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACWEm,SS SPDR MSCI All Country World UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9656,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACWEp,SS SPDR MSCI All Country World UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9657,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACWIEm,UBS MSCI ACWI SF UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9658,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACWIEz,UBS MSCI ACWI SF UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9659,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACWISz,UBS MSCI ACWI SF UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9660,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACWIUz,UBS MSCI ACWI SF UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9661,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACWIl,SS SPDR MSCI All Country World UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9662,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACWIm,Amundi MSCI All Country World UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9663,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACWIp,Amundi MSCI All Country World UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9664,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACWIz,SS SPDR MSCI All Country World UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9665,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ACWLl,Amundi MSCI All Country World UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9687,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AE5Ad,Amundi Core MSCI Emerging Markets Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9688,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AE5Bd,Amundi MSCI Europe Action UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9693,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AEEMm,Amundi MSCI Emerging Markets Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9694,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AEEMp,Amundi MSCI Emerging Markets Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9695,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AEEMz,Amundi MSCI Emerging Markets Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9697,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AEGEd,iShares Global Aggregate Bond ESG SRI UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9700,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AEJLl,Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9701,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AEJl,Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9702,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AEJm,Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9703,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AEJp,Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9704,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AEMDd,Amundi Core MSCI Emerging Markets UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9705,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AEMEl,Amundi Core MSCI Emerging Markets UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9706,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AEMEp,Amundi Core MSCI Emerging Markets UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9707,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AEMUl,Amundi Core MSCI Emerging Markets UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9725,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AFLEp,Amundi USD Floating Rate Corporate Bond ESG,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9726,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AFLMx,Amundi USD Floating Rate Corporate Bond ESG UCITS ETF MXN Hedged Acc,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9727,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AFLTp,Amundi USD Floating Rate Corporate Bond ESG,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9729,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AFRNm,Amundi Floating Rate Euro Corporate ESG UCITS ETF DR,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9730,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AFRNp,Amundi Floating Rate Euro Corporate ESG UCITS ETF DR,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9735,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGACa,iShares Core Global Aggregate Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9737,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGAUx,iShares Global Aggregate Bond ESG SRI UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9738,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGBPl,iShares Core Global Aggregate Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9740,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGE40m,Fineco AM Longevity 2040 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9741,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGE50m,Fineco AM Longevity 2050 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9742,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGE60m,Fineco AM Longevity 2060 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9743,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGEBm,Amundi USD Emerging Markets Government Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9744,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGEBp,Amundi USD Emerging Markets Government Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9745,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGEDa,iShares Ageing Population UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9746,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGEDl,iShares Ageing Population UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9747,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGEDm,iShares Ageing Population UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9748,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGENZx,iShares Global Aggregate Bond ESG SRI UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9751,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGGDa,iShares Global Aggregate Bond ESG SRI UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9752,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGGGl,iShares Core Global Aggregate Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9753,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGGGz,iShares Core Global Aggregate Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9754,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGGHm,iShares Core Global Aggregate Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9755,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGGNZx,iShares Core Global Aggregate Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9756,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGGUl,iShares Core Global Aggregate Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9761,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGSGDx,iShares Core Global Aggregate Bond UCITS ETF SGD Hedged (Acc),CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9762,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGSGx,iShares Core Global Aggregate Bond UCITS ETF SEK Hedged (Acc),CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9763,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGSKx,iShares Global Aggregate Bond ESG SRI UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9766,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AGUGa,iShares Core Global Aggregate Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9767,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AH50d,Xtrackers Harvest CSI A500 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9768,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AH50l,Xtrackers Harvest CSI A500 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9770,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AHYEd,Amundi Euro High Yield Bond ESG,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9771,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AHYEm,Amundi Euro High Yield Bond ESG,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9772,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AHYEp,Amundi Euro High Yield Bond ESG,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9773,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AHYQd,Amundi Core MSCI World Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9774,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AHYRd,Amundi Core MSCI World Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9775,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AHYWd,Amundi Core MSCI World Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9776,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AHYZd,Amundi MSCI Japan ESG Broad Transition UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9777,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AIAAd,iShares AI Adopters & Applications UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9778,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AIAGl,L&G Artificial Intelligence UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9779,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AIAIl,L&G Artificial Intelligence UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9780,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AIAIm,L&G Artificial Intelligence UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9782,residual_review_required,fund,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AIEl,Ashoka India Equity Investment Trust PLC/Fund,CBOE_EUROPE,,,,cboe_europe_reference_data,,EQTY,
9783,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AIFSd,iShares AI Infrastructure UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9799,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AINFa,iShares AI Infrastructure UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9800,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AIPEm,BNP PARIBAS EASY II EUR Credit PAB Opportunities UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9801,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AIPTd,BNP PARIBAS EASY II USD Credit PAB Opportunities UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9802,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AIQUl,GLOBAL X ARTIFICIAL INTELLIGENCE UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9809,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AJASEm,BNP PARIBAS EASY ESG ENHANCED JAPAN UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9810,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AJASEp,BNP PARIBAS EASY ESG ENHANCED JAPAN UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9811,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AJASRp,BNP PARIBAS EASY ESG ENHANCED JAPAN UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9814,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AJEUAm,UBS MSCI AC Asia ex Japan SF UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9815,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AJEUAz,UBS MSCI AC Asia ex Japan SF UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9816,residual_review_required,fund,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AJOTl,AVI Japan Opportunity Trust PLC/Fund,CBOE_EUROPE,,,,cboe_europe_reference_data,,EQTY,
9817,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AK8Gd,Amundi Fixed Maturity 2027 German Bund Government Bond,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9827,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AKWAd,Global X Clean Water UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9830,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ALAGl,Amundi Msci EM Latin America UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9831,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ALATm,Amundi Msci EM Latin America UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9832,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ALATp,Amundi Msci EM Latin America UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9833,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ALAUl,Amundi Msci EM Latin America UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9834,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ALAUp,Amundi Msci EM Latin America UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9874,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AM3Am,Amundi Euro Government Bond Highest Rated Investment Grade UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9875,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AM3Ap,Amundi Euro Government Bond Highest Rated Investment Grade UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9877,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AMALl,Saturna Al-Kawthar Global Focused Equity UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9883,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AMEAd,Amundi Msci EM Asia UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
9884,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,AMECd,Amundi MSCI Smart Cities UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
