row_number,classification,matched_terms,reason,isin,ticker,name,exchange,country,mic,currency,source_provider,asset_type,instrument_type,instrument_scope
11124,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CTEKm,Global X Cleantech UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11126,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CTEKz,Global X Cleantech UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11138,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CU2Gl,Amundi PEA MSCI USA ESG Selection UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11139,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CU2USz,Amundi PEA MSCI USA ESG Selection UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11140,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CU2Up,Amundi PEA MSCI USA ESG Selection UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11141,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CU2m,Amundi PEA MSCI USA ESG Selection UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11142,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CU2p,Amundi PEA MSCI USA ESG Selection UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11143,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CU31l,iShares USD Treasury Bond 1-3yr UCITS ETF USD Acc B,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11144,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CU71l,iShares USD Treasury Bond 3-7yr UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11145,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CU9p,Amundi MSCI Europe Ex EMU ESG Selection UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11146,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CUIKd,Amundi MSCI UK IMI SRI Climate Paris Aligned ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11147,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CUKXl,iShares Core FTSE 100 UCITS ETF GBP Acc,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11150,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CUSSl,iShares MSCI USA Small Cap CTB Enhanced ESG UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11151,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CV9p,Amundi MSCI Europe Value Factor UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11157,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CW8USz,Amundi MSCI World Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11158,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CW8Ul,Amundi MSCI World Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11159,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CW8m,Amundi MSCI World Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11160,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CW8p,Amundi MSCI World Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11162,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CWEUSz,Amundi Global Bioenergy UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11163,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CWEUl,Amundi Global Bioenergy UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11164,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CWEUp,Amundi Global Bioenergy UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11165,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CWEm,Amundi Global Bioenergy UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11166,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CWIGAc,Investeringsforeningen C WorldWide Globale Aktier,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11169,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CXAUl,UBS CMCI ex-Agriculture SF UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11172,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CYBEa,iShares China CNY Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11173,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CYBOm,VanEck Medical Robotics and Bionic Engineering UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11174,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CYBRa,Rize Cybersecurity & Data Privacy UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11175,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CYBRl,Rize Cybersecurity & Data Privacy UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11176,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CYBUa,iShares China CNY Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11177,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,CYEAp,iShares China CNY Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11179,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D26Al,iShares iBonds Dec 2026 Term USD Corp UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11180,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D28Al,iShares iBonds Dec 2028 Term USD Corp UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11182,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D500d,Invesco S&P 500 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11183,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D5BBd,Xtrackers II Germany Government Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11184,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D5BCd,Xtrackers II Germany Government Bond 1-3 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11185,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D5BEd,Xtrackers II US Treasuries 1-3 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11186,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D5BGd,Xtrackers II EUR Corporate Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11187,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D5BHd,Xtrackers MSCI Canada Screened UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11188,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D5BId,Xtrackers MSCI Mexico UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11189,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D5BKd,Xtrackers FTSE Developed Europe Real Estate UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11190,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D5BLd,Xtrackers MSCI Europe Value UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11191,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D5BMd,Xtrackers S&P 500 Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11192,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D6ATd,Global X Disruptive Materials UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11193,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D6RPd,Deka MSCI World Climate Change ESG CTB UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11194,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D6RQd,Deka MSCI USA Climate Change ESG CTB UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11195,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D6RSd,Deka MSCI EMU Climate Change ESG CTB UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11196,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,D6RUd,Deka Europe Defense UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11199,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DAGBl,VanEck Crypto and Blockchain Innovators UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11206,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DAPPl,VanEck Crypto and Blockchain Innovators UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11207,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DAPPm,VanEck Crypto and Blockchain Innovators UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11208,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DAPPz,VanEck Crypto and Blockchain Innovators UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11212,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DAVVd,VanEck Crypto and Blockchain Innovators UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11213,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DAX2Sm,Amundi ShortDAX Daily -2x Inverse UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11215,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DAXESm,Amundi MSCI EMU Screened UCITS ETF Acc,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11216,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DAXEXz,iShares Core DAX UCITS ETF DE,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11217,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DAXLEm,Amundi LevDax Daily 2x Leveraged UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11218,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DAXXm,Amundi DAX II UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11219,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DAXp,Amundi DAX II UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11224,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBPDd,Xtrackers ShortDAX x2 Daily Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11225,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBPEd,Xtrackers LevDAX Daily Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11226,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBPGd,Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11227,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBPKd,Xtrackers S&P 500 2x Inverse Daily Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11228,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBRCl,iShares BIC 50 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11229,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBUSd,iShares US Large Cap Deep Buffer UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11231,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBX3d,Xtrackers MSCI EM Latin America Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11232,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBX5d,Xtrackers MSCI Taiwan UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11233,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBX7d,Xtrackers Nifty 50 Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11234,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBX8d,Xtrackers MSCI Korea UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11235,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBX9d,Xtrackers MSCI China A UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11236,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBXDd,Xtrackers DAX UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11237,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBXFd,Xtrackers II Eurozone Government Bond 15-30 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11238,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBXGd,Xtrackers II Eurozone Government Bond 25+ UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11239,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBXId,Xtrackers FTSE MIB UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11240,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBXJd,Xtrackers MSCI Japan UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11241,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBXPd,Xtrackers II Eurozone Government Bond 1-3 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11242,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBXQd,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11243,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DBXWd,Xtrackers MSCI World Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11244,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DCAMp,Amundi PEA Monde MSCI World UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11245,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DCCHAz,UBS BBG Commodity Index SF UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11247,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DCEUAz,UBS BBG Commodity Index SF UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11248,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DCGBAz,UBS BBG Commodity Index SF UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11251,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DCUSAz,UBS BBG Commodity Index SF UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11252,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DDBBa,iShares USD Development Bank Bonds UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11253,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DDOCd,Global X Telemedicine & Digital Health UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11254,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DE5Ad,Amundi Euro Government Bond Highest Rated Investment Grade UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11255,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DEAMd,Invesco MDAX UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11256,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DEAMl,Invesco MDAX UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11258,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DECDd,Amundi MSCI EMU Screened UCITS ETF Acc,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11259,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DECRd,Amundi EUR Corporate Bond ESG UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11263,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DEFSp,Amundi Stoxx Europe Defense UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11264,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DEL2l,L&G DAX Daily 2x Long UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11265,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DEL2m,L&G DAX Daily 2x Long UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11268,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DEMDl,WisdomTree Emerging Markets High Dividend UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11270,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DEMRl,WisdomTree Emerging Markets High Dividend UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11271,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DEMRm,WisdomTree Emerging Markets High Dividend UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11272,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DEMSl,WisdomTree Emerging Markets High Dividend UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11273,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DEMl,WisdomTree Emerging Markets High Dividend UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11274,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DEMm,WisdomTree Emerging Markets High Dividend UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11276,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DES2d,L&G DAX Daily 2x Short UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11277,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DES2l,L&G DAX Daily 2x Short UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11278,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DES2m,L&G DAX Daily 2x Short UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11279,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DESGz,Amundi MSCI EMU Screened UCITS ETF Acc,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11285,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DFEAm,WisdomTree Europe SmallCap Dividend UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11287,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,DFENd,VanEck Defense UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
