source_id,url,expected_role,required,started_at_utc,finished_at_utc,success,status_code,content_type,bytes,sha256,output_path,error_type,error
asx_indices_page,https://www.asx.com.au/markets/trade-our-cash-market/overview/indices,complete_list_csv_discovery_and_index_context,True,2026-08-12T08:49:10.173982+00:00,2026-08-12T08:49:12.891524+00:00,True,200,text/html;charset=utf-8,192384,2f467ab8a016b3de0fc1a6204a4dc777353248fc4171e6a8334c2a63e5e988ee,outputs\full_universe_source_acquisition\raw\asx_v2_20c\pages\asx_indices_page.html,,
asx_company_directory_page,https://www.asx.com.au/markets/trade-our-cash-market/directory,company_directory_context_and_exclusion_disclaimer,True,2026-08-12T08:49:13.653159+00:00,2026-08-12T08:49:15.006909+00:00,True,200,text/html;charset=utf-8,136144,707820f89a447e2398751aeff49c366dfd8e537654005b48a1d03d08ec0fd89c,outputs\full_universe_source_acquisition\raw\asx_v2_20c\pages\asx_company_directory_page.html,,
asx_isin_services_page,https://www.asx.com.au/markets/market-resources/isin-services,isin_xls_discovery_and_identifier_context,True,2026-08-12T08:49:15.764722+00:00,2026-08-12T08:49:18.085605+00:00,True,200,text/html;charset=utf-8,143035,6e3a39653a84bcc69a5c2bf506804c64b4395ccc35b83d376ea0d32d17b158ae,outputs\full_universe_source_acquisition\raw\asx_v2_20c\pages\asx_isin_services_page.html,,
asx_codes_and_descriptors_page,https://www.asx.com.au/markets/market-resources/asx-codes-and-descriptors,instrument_scope_reference,True,2026-08-12T08:49:18.844490+00:00,2026-08-12T08:49:20.919649+00:00,True,200,text/html;charset=utf-8,161332,b3396ed7a6586ce38b1eb000f66f1983564a4a7464bd9d1d029c384437816657,outputs\full_universe_source_acquisition\raw\asx_v2_20c\pages\asx_codes_and_descriptors_page.html,,
asx_market_statistics_page,https://www.asx.com.au/about/market-statistics,market_size_context,False,2026-08-12T08:49:21.679488+00:00,2026-08-12T08:49:24.393564+00:00,True,200,text/html;charset=utf-8,179374,417df16680b86be90d43a93f23d5b82ad5fca7ba4caff40af3b63d95ad3ecfeb,outputs\full_universe_source_acquisition\raw\asx_v2_20c\pages\asx_market_statistics_page.html,,
asx_isin_xls_direct,https://www.asx.com.au/content/dam/asx/issuers/ISIN.xls,isin_identifier_enrichment_download,False,2026-08-12T08:49:25.152886+00:00,2026-08-12T08:49:27.960814+00:00,True,200,application/vnd.ms-excel,1985024,eb2a547ef207ecdb7a0e55f917af93a85426d265496504a3022e4eb8fbd9ccf4,outputs\full_universe_source_acquisition\raw\asx_v2_20c\downloads\asx_isin_xls_direct.xls,,
asx_listed_companies_legacy_csv,https://www.asx.com.au/asx/research/ASXListedCompanies.csv,legacy_complete_list_csv_candidate_optional,False,2026-08-12T08:49:28.711572+00:00,2026-08-12T08:49:30.537184+00:00,False,404,,0,,,HTTPError,HTTP Error 404: 
asx_discovered_last_known_closing_price_fy26,https://www.asx.com.au/content/dam/asx/about/last-known-closing-price-fy26.csv,discovered_download_candidate_from_asx_market_statistics_page,False,2026-08-12T08:49:31.288202+00:00,2026-08-12T08:49:33.065071+00:00,True,200,text/csv; charset=ISO-8859-1,326441,043c592822e8cf31df08bd7f76c9b0d6f953c7925d0c55b3d99cab304b7e4133,outputs\full_universe_source_acquisition\raw\asx_v2_20c\downloads\asx_discovered_last_known_closing_price_fy26.csv,,
