candidate_id,source_phase,source_provider,source_market,source_country,exchange,mic,source_artifact_id,source_file,source_sheet,source_row_number,raw_stock_code,stock_code,ticker,ticker_yahoo,symbol,name,category,sub_category,instrument_family,candidate_scope_flag,board_lot,isin,expiry_date,subject_to_stamp_duty,shortsell_eligible,cas_eligible,vcm_eligible,admitted_to_ccass,debt_securities_board_lot_nominal,debt_securities_investor_type,pos_eligible,spread_table,trading_currency,rmb_counter,duplicate_stock_code_within_hkex_extract,dry_run_only,canonical_validation_status,expanded_rebuild_status,validation_phase,validation_status,validation_reason,matched_dataset,match_count,net_new_candidate,canonical_validation_dry_run_only,v2_19p_append_order,v2_19p_target_dataset,v2_19p_schema_mode,v2_19p_ticker_normalized,v2_19p_isin_normalized
HKEX_03071,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2104,03071,03071,03071.HK,03071.HK,03071.HK,A CICC HKD,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,1,HK0000658895,,,Y,Y,,Y,,,Y,3,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,102,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03071.HK,HK0000658895
HKEX_03074,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2105,03074,03074,03074.HK,03074.HK,03074.HK,ISHARESMSCITW,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,10,HK0000297777,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,103,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03074.HK,HK0000297777
HKEX_03076,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2107,03076,03076,03076.HK,03076.HK,03076.HK,FB TW SEMICON,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,200,HK0000817103,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,104,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03076.HK,HK0000817103
HKEX_03077,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2108,03077,03077,03077.HK,03077.HK,03077.HK,PREMIA UST,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,5,HK0000515855,,,Y,Y,,Y,,,Y,3,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,105,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03077.HK,HK0000515855
HKEX_03081,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2109,03081,03081,03081.HK,03081.HK,03081.HK,VALUEGOLD ETF,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0000071313,,,Y,Y,,Y,,,Y,5,HKD,83081,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,106,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03081.HK,HK0000071313
HKEX_03084,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2110,03084,03084,03084.HK,03084.HK,03084.HK,A GX INDIA,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,50,HK0001025045,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,107,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03084.HK,HK0001025045
HKEX_03085,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2111,03085,03085,03085.HK,03085.HK,03085.HK,PANDO ETH,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0001226817,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,108,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03085.HK,HK0001226817
HKEX_03086,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2112,03086,03086,03086.HK,03086.HK,03086.HK,CAM NASDAQ100,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,200,HK0000280989,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,109,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03086.HK,HK0000280989
HKEX_03087,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2113,03087,03087,03087.HK,03087.HK,03087.HK,X TRVIET,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,10,LU0322252924,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,110,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03087.HK,LU0322252924
HKEX_03088,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2114,03088,03088,03088.HK,03088.HK,03088.HK,CAM HS TECH,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,200,HK0000643327,,,Y,Y,,Y,,,Y,5,HKD,83088,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,111,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03088.HK,HK0000643327
HKEX_03096,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2115,03096,03096,03096.HK,03096.HK,03096.HK,A CSOP USD MM,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,1,HK0000473303,,,Y,Y,,Y,,,Y,3,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,112,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03096.HK,HK0000473303
HKEX_03097,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2116,03097,03097,03097.HK,03097.HK,03097.HK,F GX OIL,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0000296944,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,113,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03097.HK,HK0000296944
HKEX_03101,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2117,03101,03101,03101.HK,03101.HK,03101.HK,CSOP A500,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0001246823,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,114,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03101.HK,HK0001246823
HKEX_03102,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2118,03102,03102,03102.HK,03102.HK,03102.HK,ICBCU KS KWEB,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0001238192,,,Y,Y,,Y,,,Y,5,HKD,83102,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,115,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03102.HK,HK0001238192
HKEX_03104,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2119,03104,03104,03104.HK,03104.HK,03104.HK,A GX EM ASIA,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,50,HK0001025029,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,116,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03104.HK,HK0001025029
HKEX_03108,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2120,03108,03108,03108.HK,03108.HK,03108.HK,HGI ESGLEADER,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0000701661,,,Y,Y,,Y,,,Y,5,HKD,83108,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,117,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03108.HK,HK0000701661
HKEX_03109,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2121,03109,03109,03109.HK,03109.HK,03109.HK,CSOP STAR 50,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0000702735,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,118,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03109.HK,HK0000702735
HKEX_03110,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2122,03110,03110,03110.HK,03110.HK,03110.HK,GX HS HIGHDIV,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,50,HK0000151933,,,Y,Y,,Y,,,Y,5,HKD,83110,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,119,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03110.HK,HK0000151933
HKEX_03111,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2123,03111,03111,03111.HK,03111.HK,03111.HK,EFUNDMSCIA50,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0000806155,,,Y,Y,,Y,,,Y,5,HKD,83111,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,120,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03111.HK,HK0000806155
HKEX_03112,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2124,03112,03112,03112.HK,03112.HK,03112.HK,A PANDO BLKC,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0000897600,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,121,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03112.HK,HK0000897600
HKEX_03115,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2125,03115,03115,03115.HK,03115.HK,03115.HK,ISHARESHSI,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0000313426,,,Y,Y,,Y,,,Y,5,HKD,83115,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,122,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03115.HK,HK0000313426
HKEX_03116,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2126,03116,03116,03116.HK,03116.HK,03116.HK,GX AP HIGH DIV,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,25,HK0000866985,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,123,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03116.HK,HK0000866985
HKEX_03118,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2127,03118,03118,03118.HK,03118.HK,03118.HK,HGI MSCI CN A,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0000125598,,,Y,Y,,Y,,,Y,5,HKD,83118,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,124,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03118.HK,HK0000125598
HKEX_03119,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2128,03119,03119,03119.HK,03119.HK,03119.HK,GX ASIA SEMICON,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,25,HK0000756236,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,125,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03119.HK,HK0000756236
HKEX_03121,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2129,03121,03121,03121.HK,03121.HK,03121.HK,CSOP KOSPI,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0001309035,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,126,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03121.HK,HK0001309035
HKEX_03122,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2130,03122,03122,03122.HK,03122.HK,03122.HK,A CSOP RMB MM,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,10,HK0000226149,,,Y,Y,,Y,,,Y,3,HKD,83122,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,127,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03122.HK,HK0000226149
HKEX_03128,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2131,03128,03128,03128.HK,03128.HK,03128.HK,HS AINDTOPETF,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0000159977,,,Y,Y,,Y,,,Y,5,HKD,83128,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,128,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03128.HK,HK0000159977
HKEX_03129,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2132,03129,03129,03129.HK,03129.HK,03129.HK,BOCGBACLIMATE,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0000919909,,,Y,Y,,Y,,,Y,5,HKD,83129,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,129,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03129.HK,HK0000919909
HKEX_03132,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2133,03132,03132,03132.HK,03132.HK,03132.HK,SAMSUNG SEMICON,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0000792413,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,130,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03132.HK,HK0000792413
HKEX_03133,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2134,03133,03133,03133.HK,03133.HK,03133.HK,CSOP CSI300,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0001005203,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,131,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03133.HK,HK0001005203
HKEX_03134,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2135,03134,03134,03134.HK,03134.HK,03134.HK,CSOP CSI PV,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0000736774,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,132,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03134.HK,HK0000736774
HKEX_03135,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2136,03135,03135,03135.HK,03135.HK,03135.HK,FA SAMSUNG BTC,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,50,HK0000902855,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,133,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03135.HK,HK0000902855
HKEX_03136,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2137,03136,03136,03136.HK,03136.HK,03136.HK,HSI ESG ETF,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,100,HK0000822509,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,134,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03136.HK,HK0000822509
HKEX_03137,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2138,03137,03137,03137.HK,03137.HK,03137.HK,A GX USD MM,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,1,HK0000921236,,,Y,Y,,Y,,,Y,3,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,135,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03137.HK,HK0000921236
HKEX_03139,v2.19N,HKEX,Hong Kong,Hong Kong,HKEX,XHKG,hkex_repair_01_full_list_of_securities,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx,ListOfSecurities,2139,03139,03139,03139.HK,03139.HK,03139.HK,A GX EV ROBOT,Exchange Traded Products,Exchange Traded Funds,fund_or_etp,potential_candidate_pending_canonical_validation,50,HK0000838257,,,Y,Y,,Y,,,Y,5,HKD,,False,True,not_performed_v2_19n,not_performed_v2_19o,v2.19O,net_new_pending_expanded_rebuild,no_match_found,not_found_in_active_or_current_candidate,0,True,True,136,outputs\full_universe_source_acquisition\expanded_universe_candidate_hkex_v2_19p.csv,current_candidate_headers_preserved,03139.HK,HK0000838257
