sheet_name,row_number,stock_code_raw_text,name_of_securities,category,subcategory,isin,board_lot,currency,diagnostic_security_class
ListOfSecurities,85,00095,LVGEM CHINA,Equity,Equity Securities (Main Board),KYG5727E1035,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,86,00096,YUSEI,Equity,Equity Securities (Main Board),KYG9883K1013,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,87,00097,HENDERSON INV,Equity,Equity Securities (Main Board),HK0097000571,"1,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,88,00098,XINGFA ALUM,Equity,Equity Securities (Main Board),KYG9828C1078,"1,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,89,00099,WONG'S INT'L,Equity,Equity Securities (Main Board),BMG9738G1078,"1,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,90,00100,MINIMAX-W,Equity,Equity Securities (Main Board),KYG6181S1093,20,HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,91,00101,HANG LUNG PPT,Equity,Equity Securities (Main Board),HK0101000591,"1,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,92,00103,SHOUGANG CENT,Equity,Equity Securities (Main Board),HK0001215935,"1,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,93,00104,ASIA COMM HOLD,Equity,Equity Securities (Main Board),BMG0532V2009,"5,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,94,00105,ASSO INT HOTELS,Equity,Equity Securities (Main Board),HK0105000613,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,95,00106,LANDSEA MGMT,Equity,Equity Securities (Main Board),BMG5370A1018,"4,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,96,00107,SICHUAN EXPRESS,Equity,Equity Securities (Main Board),CNE100000494,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,97,00108,GR LIFE STYLE,Equity,Equity Securities (Main Board),HK0108000628,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,98,00110,CHINA FORTUNE,Equity,Equity Securities (Main Board),BMG2154Z1216,"4,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,99,00111,CINDA INTL HLDG,Equity,Equity Securities (Main Board),BMG2143M1082,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,100,00113,DICKSON CONCEPT,Equity,Equity Securities (Main Board),BMG275871231,500,HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,101,00114,HERALD HOLD,Equity,Equity Securities (Main Board),BMG4410A1062,"5,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,102,00115,GRAND FIELD GP,Equity,Equity Securities (Main Board),BMG4054H3005,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,103,00116,CHOW SANG SANG,Equity,Equity Securities (Main Board),BMG2113M1203,"1,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,104,00117,TIANLI HOLDINGS,Equity,Equity Securities (Main Board),KYG8884H1092,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,105,00118,COSMOS MACH,Equity,Equity Securities (Main Board),HK0118000667,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,106,00119,POLY PROPERTY,Equity,Equity Securities (Main Board),HK0119000674,"1,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,107,00120,COSMOPOL INT'L,Equity,Equity Securities (Main Board),KYG2445L1703,600,HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,108,00122,CROCODILE,Equity,Equity Securities (Main Board),HK0001074084,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,109,00123,YUEXIU PROPERTY,Equity,Equity Securities (Main Board),HK0000745908,"1,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,110,00124,GD LAND,Equity,Equity Securities (Main Board),BMG4182K1009,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,111,00125,SUN HING VISION,Equity,Equity Securities (Main Board),BMG8572F1005,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,112,00126,CARRIANNA,Equity,Equity Securities (Main Board),BMG1993G1042,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,113,00127,CHINESE EST H,Equity,Equity Securities (Main Board),BMG2108M2182,500,HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,114,00128,ENM HOLDINGS,Equity,Equity Securities (Main Board),HK0128011282,"4,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,115,00129,ASIA STANDARD,Equity,Equity Securities (Main Board),BMG0533U2355,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,116,00130,MOISELLE INT'L,Equity,Equity Securities (Main Board),KYG618641073,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,117,00131,CHEUK NANG HOLD,Equity,Equity Securities (Main Board),HK0131037993,"1,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,118,00132,HING YIP HLDGS,Equity,Equity Securities (Main Board),BMG210751092,"1,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,119,00133,CHINA MERCHANTS,Equity,Investment Companies,HK0133000726,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,120,00135,KUNLUN ENERGY,Equity,Equity Securities (Main Board),BMG5320C1082,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,121,00136,CHINA RUYI,Equity,Equity Securities (Main Board),BMG4404N1149,"4,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,122,00137,JINHUI HOLDINGS,Equity,Equity Securities (Main Board),HK0137031065,"1,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,123,00138,CCT FORTIS,Equity,Equity Securities (Main Board),BMG1987Y2020,"5,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,124,00139,SMART FISH,Equity,Equity Securities (Main Board),BMG2118J2052,"10,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,125,00142,FIRST PACIFIC,Equity,Equity Securities (Main Board),BMG348041077,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,126,00144,CHINA MER PORT,Equity,Equity Securities (Main Board),HK0144000764,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,127,00145,CCIAM FUTURE EN,Equity,Equity Securities (Main Board),HK0000990694,"8,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,128,00146,TAI PING CARPET,Equity,Equity Securities (Main Board),BMG8659F1068,"1,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,129,00147,IB SETTLEMENT,Equity,Equity Securities (Main Board),BMG4824K1045,"5,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,130,00148,KINGBOARD HLDG,Equity,Equity Securities (Main Board),KYG525621408,500,HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,131,00149,CH AGRI-PROD EX,Equity,Equity Securities (Main Board),BMG2150P2343,"5,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,132,00150,HYPEBEAST,Equity,Equity Securities (Main Board),KYG468321040,"2,800",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,133,00151,WANT WANT CHINA,Equity,Equity Securities (Main Board),KYG9431R1039,"1,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,134,00152,SHENZHEN INT'L,Equity,Equity Securities (Main Board),BMG8086V1467,500,HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,135,00154,BE ENVIRONMENT,Equity,Equity Securities (Main Board),HK0154000803,"1,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,136,00156,LIPPO CHINA RES,Equity,Equity Securities (Main Board),HK0000936234,"2,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,137,00157,NATURAL BEAUTY,Equity,Equity Securities (Main Board),KYG640061027,"10,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,138,00158,MELBOURNE ENT,Equity,Equity Securities (Main Board),HK0158000825,500,HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
ListOfSecurities,139,00159,BROCKMAN MINING,Equity,Equity Securities (Main Board),BMG1739E1084,"4,000",HKD,EQUITY_CANDIDATE_DIAGNOSTIC_ONLY
