market_id,source_id,source_file,raw_bytes,contains_table_tag,html_table_count,next_data_object_count,script_tag_count,link_count,table_candidates,json_candidates,regex_candidates,structured_candidate_source,regex_only,source_review_status,approved_for_rebuild_input
COLOMBIA_BVC,BVC_OFFICIAL_ISSUERS_AND_PROSPECTUSES,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\BVC_OFFICIAL_ISSUERS_AND_PROSPECTUSES.html,38628,False,0,267,13,0,0,0,3,False,True,regex_only_unreliable_for_rebuild,False
COLOMBIA_BVC,BVC_RESULTS_AND_ISSUER_INFORMATION,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\BVC_RESULTS_AND_ISSUER_INFORMATION.html,38872,False,0,272,13,0,0,0,3,False,True,regex_only_unreliable_for_rebuild,False
SINGAPORE_SGX,SGX_SECURITIES_PRICES,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\SGX_SECURITIES_PRICES.html,14859,False,0,0,10,10,0,0,2,False,True,regex_only_unreliable_for_rebuild,False
SINGAPORE_SGX,SGX_CORPORATE_INFORMATION,outputs\full_universe_source_acquisition\raw_targeted_markets_v2_21b\SGX_CORPORATE_INFORMATION.html,14860,False,0,0,10,10,0,0,2,False,True,regex_only_unreliable_for_rebuild,False
