version,phase,status,dry_run_decision,input_dataset,input_rows,input_sha256,legacy_contract_sha256,reference_v2_23d_contract_sha256,excluded_rows,scored_rows,scoring_output,scoring_output_sha256,score_min,score_p25,score_median,score_p75,score_max,score_mean,changed_score_rows_vs_v2_23d,mean_delta_vs_v2_23d,mean_absolute_delta_vs_v2_23d,max_absolute_delta_vs_v2_23d,attractiveness_score_available,attractiveness_score_invented,production_scoring_authorized,scoring_promoted,promoted_metadata_artifact_modified,active_pointer_modified,legacy_score_output_modified,reference_score_output_modified,openai_called,broker_called,full59k,critical_failed_checks,recommended_next_phase
v2.25B,Production Scoring Dry Run v2,PRODUCTION_SCORING_DRY_RUN_V2_COMPLETED_NO_PROMOTION,CONTROLLED_DRY_RUN_V2_CREATED_NO_PROMOTION,outputs/full_universe_source_acquisition/expanded_universe_v2_24f_metadata_promoted.csv,43089,01fef82316a458c65d42c08cb993feed9e0cc8178f4f7bf4f08835f169bfa74c,a93d48e4bdead6ca8e378a9949cf056c4970e9c1f6a2e8963d7ddbb170e358d1,096ab26fc05bf9f37d80d99ea934f41be12126b10295e506180bb5eb8ebb7edb,9591,33498,outputs/full_universe_source_acquisition/production_scoring_dry_run_v2_scores_v2_25b.csv,4a041712e66034044388dddb0d556c17dbba4bc1a982a6ae7e43d7b57ded5a8f,44.5,44.5,60.4,96.0,98.5,70.6094,16116,10.0086,10.0086,35.4,False,False,False,False,False,False,False,False,False,False,DEPRECATED_DEFERRED,0,v2.25C - Score Stability Audit
