source_id,source_name,status_code,ok,raw_path,raw_exists,bytes_read,sha256,content_type,html_like,title,table_count,script_count,link_count,form_count,iframe_count,json_script_count,next_data_marker,nuxt_marker,react_marker,angular_marker,endpoint_seed_count,table_row_marker_count,potential_symbol_marker_count,potential_company_marker_count,tsx_marker_count,tsxv_marker_count,stock_marker_count,quote_marker_count,equity_marker_count,api_marker_count,validation_quality,recommended_route,notes
tmx_listed_company_directory,TSX/TSXV Listed Company Directory,200,True,outputs\full_universe_source_acquisition\raw\tmx_v2_16c\01_tmx_listed_company_directory.raw,True,69545,2e6aa51e7a80eb77c35e2197de0f2e7661583e2c31fb4e1a1e9eca96906585ea,text/html; charset=UTF-8,True,TMX TSX | TSXV | Listings | Listing With Us | Listed Company Directory,1,9,377,2,1,1,False,False,False,True,463,5,31,214,237,91,79,19,4,10,high,controlled_endpoint_probe_recommended,raw_file_validated_structural_only_no_candidate_extraction
tmx_equity_symbol_lookup,TMX apps equity search quick view,,False,,False,0,,,False,,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0,none,no_raw_file,raw_file_missing_or_source_not_downloaded
tmx_tsxv_lcdb_search,TSX Venture Listed Company Database Search,,False,,False,0,,,False,,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0,none,no_raw_file,raw_file_missing_or_source_not_downloaded
tmx_money_stocklists,TMX Money Stocklists,200,True,outputs\full_universe_source_acquisition\raw\tmx_v2_16c\04_tmx_money_stocklists.raw,True,180958,07446cd25b176b5cdbc752c13e803b8ff85625cfc0e94616b2dc71c39d32008f,text/html; charset=utf-8,True,Discover Top Ranked Stocks on TSX and TSX Venture Exchange | TMX Money Stocklist,0,11,2,1,0,1,True,False,True,True,63,0,1205,1397,325,179,2050,19,7,4,high,controlled_endpoint_probe_recommended,raw_file_validated_structural_only_no_candidate_extraction
tmx_money_recent_listings,TMX Money Recent Listings,200,True,outputs\full_universe_source_acquisition\raw\tmx_v2_16c\05_tmx_money_recent_listings.raw,True,121028,56cae9432445f66bb2b8e60347237298b582b2c7e5eb701f0217aa91ecd24b14,text/html; charset=utf-8,True,Recent Listings You May Have Missed | TMX Money Stocklist,0,17,6,1,0,1,True,False,True,True,73,0,89,230,396,190,792,16,11,16,high,controlled_endpoint_probe_recommended,raw_file_validated_structural_only_no_candidate_extraction
tmx_newsroom_equity_financing_statistics,TMX Equity Financing Statistics,200,True,outputs\full_universe_source_acquisition\raw\tmx_v2_16c\06_tmx_newsroom_equity_financing_statistics.raw,True,68764,2c6f585e4746c92c48ee7071a040f4b74dc19ff5fd07fe51ba64c8ddca0f7277,text/html; charset=UTF-8,True,TMX | Press Releases and Announcements,0,6,388,2,1,0,False,False,False,True,274,0,11,43,157,76,43,9,8,5,high,controlled_endpoint_probe_recommended,raw_file_validated_structural_only_no_candidate_extraction
tmx_datalinx_reference_data,TMX Datalinx / TMX Info Services reference data,,False,,False,0,,,False,,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0,none,no_raw_file,raw_file_missing_or_source_not_downloaded
